,original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,bert,blob,bert_related,blob_related,manual,Notes,blob_label,blob_related_label
183,klimafachkraft,fachkraft,"['fachkraft', 'fachkräfte', 'fachkräften']",fachkraft,f,"['klimafachkraft', 'klimafachkräfte', 'klimafachkräften']","['Kenner der Materie', 'Sachverständiger', 'Fachmann', 'Kenner', 'Routinier', 'Profi', 'Sachkenner', 'Fachkraft', 'Sachkundiger', 'Meister', 'vom Fach', 'Könner', 'Fässle', 'Experte']",[],[],"['ruler', 'swayer', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'ruler', 'swayer', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Person, die allgemeine Autorität über andere hat']",[],[],fachkraf,fachkraft,fachkraft,fachkraft,,,,,,[],neutral,0.0,positive,0.0,neutral,,neutral,neutral
184,klimafestung,festung,"['festung', 'festungen']",festung,f,"['klimafestung', 'klimafestungen']","['Wehranlage', 'Fort', 'Bastion', 'Bollwerk', 'Wehr', 'Kastell', 'Fortifikation', 'Feste', 'Befestigung', 'Burg', 'Festung']","['Betriebsanlage', 'Errichtung', 'Anlage', 'Oppidum', 'Schanzanlage', 'Einteilung', 'Befestigungsanlage']","['Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat', 'Oppidum', 'Schanzanlage', 'Befestigungsanlage']","['defence', 'defensive structure', 'defense', 'construction', 'structure', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['eine stark befestigte Verteidigungsanlage', 'eine befestigte Verteidigungsanlage']",[],[],festung,festung,festung,festung,,,,,,[],neutral,0.0,positive,0.0,neutral,,neutral,neutral
185,klimagesinnung,gesinnung,"['gesinnungen', 'gesinnung']",gesinnung,f,"['klimagesinnungen', 'klimagesinnung']","['Charakteranlage', 'Lebenseinstellung', 'wes Sinnes', 'Selbstverständnis', 'Position', 'Mentalität', 'Attitüde', 'Gesinnung', 'Ideologie', 'Grundeinstellung', 'innere Haltung', '(innere) Einstellung', 'Denkungsart', 'Weltanschauung', 'Überzeugung', 'Neigung', 'Veranlagung', 'welchen Sinnes', 'Haltung', 'Weltverständnis', 'Mindset', 'Sinnesart', 'Couleur', 'Geisteshaltung', 'geistiger Standort', 'Weltbild', 'Sicht der Dinge', 'wes Geistes Kind', 'Werte', 'Wertauffassung', 'welches Sinnes', 'Grundhaltung', 'Denke', 'Ethos', 'Auffassung vom Leben', 'Weltsicht', 'ideologischer Standort', 'Weltauffassung', 'Denkweise', 'Stellung', 'Grundüberzeugung', 'Standpunkt', 'Philosophie']","['Anschauung', 'Begriff', 'Anlage', 'Idee', 'Fähigkeit', 'Vorstellung', 'Auffassung', 'Denkweise', 'Begabung', 'Talent', 'Ausdruck', 'Gabe']","['Gabe', 'Anlage', 'Fähigkeit', 'Talent', 'Begabung', 'Idee', 'Auffassung', 'Anschauung', 'Vorstellung', 'Begriff', 'Ausdruck', 'Denkweise']","['human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['die Abweichung von einer vertikalen Position', 'eine umfassende Sicht auf die Welt und das menschliche Leben', 'die Anordnung des Körpers und seiner Gliedmaßen']",[],[],sinnung,gesinnung,gesinnung,gesinn,,,,,,[],neutral,0.0,negative,0.0,neutral,,neutral,neutral
186,klimaglaubensbekenntnis,glaubensbekenntnis,"['glaubensbekenntnis', 'glaubensbekenntnisses', 'glaubensbekenntnisse', 'glaubensbekenntnissen']",glaubensbekenntnis,n,"['klimaglaubensbekenntnis', 'klimaglaubensbekenntnisses', 'klimaglaubensbekenntnisse', 'klimaglaubensbekenntnissen']","['Kredo', 'Glaubensbekenntnis', 'geglaubter Grundsatz', 'Credo']","['Haltung', 'Auffassung vom Leben', 'Grundeinstellung', 'Einstellung zu', 'Philosophie', 'Mentalität']","['Haltung', 'Grundeinstellung', 'Auffassung vom Leben', 'Philosophie', 'Einstellung zu', 'Mentalität']","['philosophy', 'ism', 'school of thought', 'doctrine', 'philosophical system', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",action,['ein System von Grundsätzen oder Überzeugungen'],[],[],glaubensbekenntni,glaubensbekenntni,glaubensbekenntn,glaubensbekenntnis,,,,,,[],neutral,0.0,positive,0.0,neutral,,neutral,neutral
188,klimahypothese,hypothese,"['hypothese', 'hypothesen']",hypothese,f,"['klimahypothese', 'klimahypothesen']","['Modell', 'Vermutung', 'These', 'Spekulation', 'Theorie', 'Voraussetzung', 'Gedankengebäude', 'Mutmaßung', 'Annahme', 'Behauptung', 'Konzept', 'Präsumption', 'Präsumtion', 'Stochern im Nebel', 'Hypothese']","['These', 'Unterstellung', 'Behauptung', 'Ansicht']","['Unterstellung', 'Ansicht', 'These', 'Behauptung']","['assumption', 'premise', 'premiss', 'posit', 'postulate', 'proposition', 'statement', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",action,"['eine unbewiesene Behauptung, die als Prämisse in einem Argument vorgebracht wird', 'ein Vorschlag zur Erklärung bestimmter Tatsachen oder Beobachtungen', 'eine Annahme, die als selbstverständlich vorausgesetzt wird']",[],[],hypoth,hypothes,hypothes,hypothes,,,,,,[],neutral,0.0,negative,0.0,neutral,,neutral,neutral
192,klimaleidenschaftlichkeit,leidenschaftlichkeit,"['leidenschaftlichkeiten', 'leidenschaftlichkeit']",leidenschaftlichkeit,f,"['klimaleidenschaftlichkeiten', 'klimaleidenschaftlichkeit']","['Leidenschaft', 'Tatkraft', 'Feuer', 'Herzblut', 'Leidenschaftlichkeit', 'innere Kraft', 'Eifer', 'Stärke', 'Energie', 'Passion', 'Heftigkeit', 'Dynamik', 'Verve', 'Energeia']","['Inzentiv', 'Ansporn', 'Anregung', 'Aufhänger', 'Antrieb', 'Stimulus', 'Reiz', 'Anreiz', 'Motivierung', 'Motivation']","['Antrieb', 'Reiz', 'Motivation', 'Anregung', 'Anreiz', 'Ansporn', 'Inzentiv', 'Motivierung', 'Stimulus', 'Aufhänger']",[],,['psychischer Antrieb'],[],[],leidenschaftlichkei,leidenschaftlichkeit,leidenschaftlichkeit,leidenschaft,,,,,,[],neutral,0.0,negative,0.0,neutral,,neutral,neutral
197,klimatheater,theater,"['theatern', 'theaters', 'theater']",theater,n,"['klimatheatern', 'klimatheaters', 'klimatheater']","['Aufriss', 'Ärger', 'Haupt- und Staatsaktion', 'Show', 'Kacke ist am dampfen', 'Gemach', 'Tumult', 'Furore', 'Stress', 'Gesums', 'Schauspielhaus', 'Affentheater', 'Wirbel', 'Krach', 'Schauspiel', 'Aufstand', 'Fisimatenten', 'Schauspielerei', 'Aufsehen', 'Getrommel', 'Sperenzchen', 'Rabatz', 'Theaterdonner', 'Unmut', 'Federlesen', 'Aufhebens', 'Schmierentheater', 'Hype', 'Terz', 'Misshelligkeiten', 'Konflikte', 'Streit', 'Ärgerlichkeiten', 'Krawall', 'Welle', 'Verdrießlichkeiten', 'Possenspiel', 'Sturm im Wasserglas', 'Theater', 'Verstellung', 'Hysterie', 'Geschiss', 'Gehabe', 'Schmierenkomödie', 'Unruhe', 'Trara', 'Spektakel', 'Buhei', 'Getöse', 'Geschichten', 'Schererei', 'Bohei', 'Zicken', 'Angeberei', 'Musentempel', 'Rummel', 'Aufregung', 'Aufruhr', 'Tamtam', 'Lärm', 'Aufgeregtheit', 'Huddel', 'Trouble', 'Kasperletheater', 'Affenkomödie', 'Randale', 'Schaumschlägerei', 'Probleme', 'Getue']","['Komödie', 'Rezeption', 'Lesen', 'Lustspiel', 'Durcharbeiten', 'Schlagzeug', 'Dröhnen', 'Agitation', 'Drumset', 'Lektüre', 'Brausen', 'Perkussion', 'Donner', 'Hetze']","['Dröhnen', 'Brausen', 'Donner', 'Rezeption', 'Lektüre', 'Durcharbeiten', 'Lesen', 'Drumset', 'Schlagzeug', 'Perkussion', 'Lustspiel', 'Komödie', 'Hetze', 'Agitation']","['scrap', 'fight', 'combat', 'fighting', 'conflict', 'struggle', 'battle', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Ordnungswidriger Kampf', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt', 'gekennzeichnet durch Nervosität und schnelles Erschrecken', 'schelmisches oder hinterlistiges Verhalten', None, 'etwas oder jemand, der Angst verursacht; eine Quelle des Unglücklichseins', 'eine gesellschaftliche Veranstaltung mit einer öffentlichen Aufführung oder Unterhaltung', 'ein Gebäude, in dem Theatervorstellungen oder Filmvorführungen stattfinden können']",[],[],thea,theater,the,theat,,,,,,[],neutral,0.0,negative,-0.0144927536231884,neutral,,neutral,negative
200,klimavernunft,vernunft,['vernunft'],vernunft,f,['klimavernunft'],"['Verstand', 'Wirklichkeitssinn', 'Grütze', 'Grips', 'Köpfchen', 'Denkfähigkeit', 'Konsequenz', 'Denkvermögen', 'Vernunft', 'Scharfsinnigkeit', 'Hausverstand', 'Ratio', 'Klugheit', 'Geist', 'Logik', 'Räson', 'gesunder Verstand', 'Scharfsinn', 'Intelligenz', 'Gesetzmäßigkeit', 'gesunder Menschenverstand', 'Geisteskraft', 'Gehirnschmalz']",[],[],"['intelligence', 'power', 'ability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",action,"['Wissen und intellektuelle Fähigkeiten', 'der Zustand der Vernunft und des gesunden Urteilsvermögens', 'Die Vernunft betreffend.']","['intelligenz', 'verstand']","['intelligenz', 'verstand']",vernunf,vernunft,vernunft,vernunft,,,,,,"['intelligenz', 'verstand']",neutral,0.0,negative,0.0869565217391304,neutral,,neutral,neutral
202,klimaapostel,apostel,"['apostel', 'apostels', 'aposteln']",apostel,m,"['klimaapostel', 'klimaapostels', 'klimaaposteln']","['Apostel', 'einer der Zwölf', 'Jünger']",[],[],"['adherent', 'disciple', 'follower', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'adherent', 'disciple', 'follower', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity', 'Christian', 'religious person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'Christian', 'religious person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['(Neues Testament) einer der ursprünglichen 12 Jünger, die von Christus ausgewählt wurden, um sein Evangelium zu verkünden']",[],[],apostel,apostel,apostel,apostel,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
203,klimaasyl,asyl,"['asyle', 'asyl', 'asylen', 'asyls']",asyl,n,"['klimaasyle', 'klimaasyl', 'klimaasylen', 'klimaasyls']","['Schutzort', 'Fluchtpunkt', 'Zufluchtsstätte', 'Wohnheim', 'Zuflucht', 'Zufluchtsort', 'Asyl', 'Sammelunterkunft']",[],[],"['area', 'country', 'region', 'location', 'physical object', 'object', 'physical entity', 'entity']",person,"['ein sicherer Ort', 'ein Studentenwohnheim']",[],[],asyl,asyl,asyl,asyl,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
205,klimaelite,elite,"['eliten', 'elite']",elite,f,"['klimaeliten', 'klimaelite']","['Auslese', '(sich lesen wie ein) Who is who', 'Spitze der Gesellschaft', 'Bestenauslese', 'Führungsschicht', 'erste Garde', 'Besten', 'Auswahl der Besten', 'Crème de la Crème', 'Elite', 'die Besten der Besten', 'Auswahl']","['mit ganzem Herzen dabei sein', 'sich den Arsch aufreißen', 'sich in die Sielen legen', 'Einsatz zeigen', 'Engagement erkennen lassen', 'vollen Einsatz zeigen', 'sich dahinterklemmen', 'sich auf die Hinterbeine stellen', 'sich ins Geschirr legen', 'sich alle Mühe geben', 'sich anstrengen', 'sich ins Zeug legen', 'alle Register ziehen', 'Engagement zeigen', 'alle Kräfte aufbieten', 'sich Arme und Beine ausreißen', 'alles daransetzen', 'ranklotzen', 'sich reinhängen', 'alle Kraft aufbieten', 'sein Bestes geben', 'seine ganze Energie einsetzen', 'Gas geben', 'sich Mühe geben', 'powern', 'sich reinknien', 'sich voll reinhängen', 'tun, was man kann', 'sich bemühen', 'sich große Mühe geben', 'reinklotzen']","['Versuch', 'Vorsatz', 'Unternehmung']","['upper class', 'upper crust', 'class', 'stratum', 'socio-economic class', 'social class', 'people', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",action,"['eine Gruppe oder Klasse von Personen, die einen höheren intellektuellen, sozialen oder wirtschaftlichen Status haben', None]",[],[],eli,elit,elit,elit,,,,,,[],positive,0.0,positive,0.0833333333333333,neutral,,neutral,neutral
206,klimafront,front,"['fronten', 'front']",front,f,"['klimafronten', 'klimafront']","['Feld', 'Kriegsschauplatz', 'Fassade', 'Feld der Ehre', 'Frontpartie', 'Gefechtsfeld', 'Kampfzone', 'Kampfgebiet', 'Schauseite', 'Vorderseite', 'Exterieur', 'Vorderansicht', 'Vorderteil', 'Schlachtfeld', 'Frontansicht', 'Kampfplatz', 'Kriegsgebiet', 'Linie', 'Front', 'Schnauze', 'Frontlinie']","['daherreden', 'sabbeln', 'Sichtweise', 'Blickrichtung', 'sich auslassen', 'schwatzen', 'Blickwinkel', 'daherplappern', 'herumlabern', 'schwafeln', 'groß herumtönen', 'plappern', 'quasseln', 'sich ergehen', 'Aspekt', 'schwätzen', 'Anschauungsweise', 'schwadronieren', 'salbadern', 'Ansicht', 'sich verbreiten', 'Perspektive', 'faseln', 'Standpunkt', 'Sichtfeld', 'Sicht']","['Aspekt', 'Sichtweise', 'Ansicht', 'Blickwinkel', 'Standpunkt', 'Perspektive', 'Sichtfeld', 'Blickrichtung', 'Anschauungsweise', 'Sicht', 'sich ergehen', 'sich verbreiten', 'sabbeln', 'quasseln', 'groß herumtönen', 'herumlabern', 'daherreden', 'sich auslassen', 'daherplappern', 'schwatzen', 'schwafeln', 'plappern', 'schwadronieren', 'schwätzen', 'salbadern', 'faseln']","['region', 'location', 'physical object', 'object', 'physical entity', 'entity']",person,"['ein Gebiet, in dem aktive militärische Operationen durchgeführt werden', 'die Stirnseite oder Vorderseite eines Gebäudes', 'eine Gruppe von Menschen mit einer gemeinsamen Ideologie, die gemeinsam versuchen, bestimmte allgemeine Ziele zu erreichen']",[],[],fro,front,front,front,,,,,,[],positive,0.0,negative,0.0,neutral,,neutral,neutral
207,klimagarde,garde,"['garde', 'garden']",garde,f,"['klimagarde', 'klimagarden']",[],[],[],,,[],[],[],gard,gard,gard,gard,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
208,klimagerechtigkeit,gerechtigkeit,"['gerechtigkeiten', 'gerechtigkeit']",gerechtigkeit,f,"['klimagerechtigkeiten', 'klimagerechtigkeit']","['Recht', 'Gerechtigkeit']",[],[],"['natural virtue', 'cardinal virtue', 'virtue', 'good', 'goodness', 'morality', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity', 'righteousness', 'morality', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,['gerecht oder fair zu sein'],[],[],rechtigkei,gerechtigkeit,gerechtigkeit,gerecht,,,,,"['gerechtigkeit', 'ungerechtigkeit']","['gerechtigkeit', 'ungerechtigkeit']",positive,0.0,positive,0.5,neutral,,neutral,neutral
209,klimageschäft,geschäft,"['geschäften', 'geschäft', 'geschäftes', 'geschäfte', 'geschäfts']",geschäft,n,"['klimageschäften', 'klimageschäft', 'klimageschäftes', 'klimageschäfte', 'klimageschäfts']","['Verkaufsstelle', 'Arbeit', 'geschäftliche Aktivitäten', 'Tun', 'Tätigkeit', 'Shop', 'Beschäftigung', 'geschäftliche Tätigkeit', 'Geschäftstätigkeit', 'Laden', 'Handel', 'Handel für', 'Schaffen', 'Geschäftsleben', 'Kaufhaus', 'Deal', 'Geschäft', 'Handlung']","['Versuch', 'Erledigung', 'Auslauf', 'Auslass', 'Unternehmung', 'Bearbeitung', 'Vorsatz']","['Auslass', 'Auslauf', 'Erledigung', 'Bearbeitung', 'Versuch', 'Vorsatz', 'Unternehmung']","['worry', 'vexation', 'concern', 'headache', 'negative stimulus', 'input', 'stimulant', 'stimulation', 'stimulus', 'information', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",action,"['ein rechtmäßiges Anliegen oder eine Verantwortung', 'das Geschäft, das einem Handelsunternehmen von seinen Kunden übertragen wird', ' ein mehr oder weniger praktisches Tun', 'eine Handelseinrichtung für den Einzelverkauf von Waren oder Dienstleistungen']",[],[],schaf,geschäft,geschäft,geschaft,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
210,klimagnom,gnom,"['gnoms', 'gnomen', 'gnome', 'gnom']",gnom,,"['klimagnoms', 'klimagnomen', 'klimagnome', 'klimagnom']","['Däumling', 'Winzling', 'Gnom', 'Wichtelmännchen', 'Zwerg', 'Unhold', 'Wicht', 'Troll', 'Heinzelmännchen', 'Wichtel', 'Wichtelmann', 'Kobold']",[],[],"['sprite', 'fay', 'fairy', 'faerie', 'faery', 'spiritual being', 'supernatural being', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",action,"['(Folklore) Feen, die etwas schelmisch sind', 'ein Fischköder, der beim Schleppangeln verwendet wird']",[],[],gnom,gnom,gnom,gnom,,,,,,[],positive,0.0,negative,0.0,neutral,,neutral,neutral
211,klimahoax,hoax,"['hoaxes', 'hoax']",hoax,m,"['klimahoaxes', 'klimahoax']",[],[],[],,,[],[],[],hoax,hoax,hoax,hoax,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
212,klimaikone,ikone,"['ikone', 'ikonen']",ikone,f,"['klimaikone', 'klimaikonen']","['Idol', 'leuchtendes Beispiel', 'Vorbild', 'Musterschüler', 'geweihtes Tafelbild', 'besondere Werte verkörpernde Person', 'lebende Legende', 'Galionsfigur', 'Kultbild', 'Säulenheiliger', 'Leitbild', 'Mythos', 'leuchtendes Vorbild', 'Ikon', 'Ikone', 'Andachtsbild']",[],[],"['ideal', 'idea', 'thought', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",action,"['eine ideale Instanz; eine perfekte Verkörperung eines Konzepts', 'ein konventionelles religiöses Gemälde in Öl auf einer kleinen Holztafel; wird in der Ostkirche verehrt', 'eine visuelle Darstellung (eines Objekts, einer Szene, einer Person oder einer Abstraktion) auf einer Oberfläche']",[],[],iko,ikon,ikon,ikon,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
213,klimainsider,insider,"['insider', 'insiders', 'insidern']",insider,m,"['klimainsider', 'klimainsiders', 'klimainsidern']","['Geheimnisträger', 'Insider', 'Esoteriker', 'Eingeweihter', 'jemand mit Einblick', 'aus der Szene', 'Kenner']",[],[],"['corporate executive', 'business executive', 'executive director', 'executive', 'decision maker', 'administrator', 'head', 'top dog', 'chief', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'corporate executive', 'business executive', 'executive director', 'executive', 'decision maker', 'administrator', 'head', 'top dog', 'chief', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein leitender Angestellter eines Unternehmens oder eine andere Person, die Zugang zu privaten Informationen über die Geschäftstätigkeit des Unternehmens hat', None]",[],[],insid,insid,insid,insid,,,,,,[],positive,0.0,negative,0.0999999999999999,neutral,,neutral,neutral
214,klimaintelligenz,intelligenz,"['intelligenzen', 'intelligenz']",intelligenz,f,"['klimaintelligenzen', 'klimaintelligenz']","['Gehirnschmalz', 'Verstand', 'Auffassungsvermögen', 'Grütze', 'Grips', 'Köpfchen', 'Denkfähigkeit', 'geistiger Horizont', 'Denkvermögen', 'Intelligenzija', 'Vernunft', 'Erkenntnisfähigkeit', 'Scharfsinnigkeit', 'russische Intelligenz', 'Klugheit', 'Geist', 'Auffassungsgabe', 'Scharfsinn', 'Intelligenz', 'Geisteskraft', 'Aufnahmevermögen']","['Befähigung', '(im) Elfenbeinturm', 'ohne Bodenhaftung', 'Fähigkeit', 'Kompetenz', 'elitär', 'Potential', 'Tauglichkeit', 'Eignung', 'abgehoben', 'Qualifikation', 'Vermögen', 'Potenzial']","['Eignung', 'Fähigkeit', 'Vermögen', 'Kompetenz', 'Tauglichkeit', 'Potenzial', 'Potential', 'Qualifikation', 'Befähigung', 'abgehoben', 'ohne Bodenhaftung', 'elitär', '(im) Elfenbeinturm']","['intelligence', 'power', 'ability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",action,"['Wissen und intellektuelle Fähigkeiten', 'Fähigkeit, abstrakt und vernünftig zu denken und daraus zweckvolles Handeln abzuleiten', None]","['vernunft', 'verstand']","['vernunft', 'verstand']",intelligenz,intelligenz,intelligenz,intelligenz,,,,,,"['vernunft', 'verstand']",positive,0.0,negative,0.0,neutral,,neutral,neutral
215,klimakabarett,kabarett,"['kabaretten', 'kabarett', 'kabarette', 'kabaretts']",kabarett,n,"['klimakabaretten', 'klimakabarett', 'klimakabarette', 'klimakabaretts']","['Varietee', 'Varieté', 'Varietétheater', 'Kabarett', 'Varieteetheater']","['vorweisen', 'vorzeigen']","['Versuch', 'Vorsatz', 'Unternehmung', 'Rastlosigkeit', 'Beweglichkeit', 'Regsamkeit', 'Betriebsamkeit', 'Unternehmungsgeist', 'Umtrieb', 'Rührigkeit', 'Geschäftigkeit', 'Aktivität']","['show', 'amusement', 'entertainment', 'recreation', 'diversion', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['eine Reihe von Auftritten in einem Nachtclub'],[],"['show', 'zirkus']",kabarett,kabarett,kabaret,kabarett,,,,,,"['show', 'zirkus']",positive,0.0,negative,0.0,neutral,,neutral,neutral
216,klimakaiserin,kaiserin,"['kaiserin', 'kaiserinnen']",kaiserin,f,"['klimakaiserin', 'klimakaiserinnen']",[],[],[],,,[],[],[],kaiseri,kaiserin,kaiserin,kaiserin,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
217,klimakanzler,kanzler,"['kanzler', 'kanzlers', 'kanzlern']",kanzler,m,"['klimakanzler', 'klimakanzlers', 'klimakanzlern']","['Bundeskanzlerin', 'Kanzlerin', 'Bundeskanzler', 'Kanzler']",[],[],"['cabinet minister', 'minister', 'government minister', 'executive director', 'executive', 'decision maker', 'administrator', 'head', 'top dog', 'chief', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'cabinet minister', 'minister', 'government minister', 'executive director', 'executive', 'decision maker', 'administrator', 'head', 'top dog', 'chief', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,['der für die Finanzen zuständige Minister im britischen Kabinett'],['kanzlerin'],['kanzlerin'],kanzl,kanzler,kanzl,kanzl,,,,,"['kanzler', 'kanzlerin']","['kanzlerin', 'kanzler', 'kanzlerin']",positive,0.0,negative,0.0,neutral,,neutral,neutral
218,klimakarawane,karawane,"['karawanen', 'karawane']",karawane,f,"['klimakarawanen', 'klimakarawane']","['Konvoi', 'Schlange', 'Karawane', 'Kolonne', 'Fahrzeugkolonne']","['Umzug', 'Festumzug']","['Gruppierung', 'Clusterung', 'Bündelung']","['accompaniment', 'escort', 'protection', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['Geleitschutz auf der Durchreise'],[],[],karawa,karawan,karaw,karawan,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
219,klimaklempner,klempner,"['klempners', 'klempner', 'klempnern']",klempner,m,"['klimaklempners', 'klimaklempner', 'klimaklempnern']","['Rohrverleger', 'Installateur', 'Klempner', 'Flaschner', 'Spengler']",[],[],"['craftsman', 'artificer', 'artisan', 'journeyman', 'skilled workman', 'skilled worker', 'trained worker', 'worker', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'craftsman', 'artificer', 'artisan', 'journeyman', 'skilled workman', 'skilled worker', 'trained worker', 'worker', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Handwerker, der Rohre, Armaturen und Geräte installiert und repariert']",[],[],klemp,klempner,klempn,klempn,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
220,klimakollekte,kollekte,"['kollekte', 'kollekten']",kollekte,f,"['klimakollekte', 'klimakollekten']",[],[],[],,,[],[],[],kollek,kollekt,kollekt,kollekt,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
221,klimakontrolle,kontrolle,"['kontrollen', 'kontrolle']",kontrolle,f,"['klimakontrollen', 'klimakontrolle']","['Arbeit', 'Beherrschung', 'Schularbeit', 'Leistungsnachweis', 'Fassung', 'Inspektion', 'Kontrolle', 'Klausur', 'Leistungsüberprüfung', 'Schulaufgabe', 'Begehung', 'Prüfung', 'Lernerfolgskontrolle', 'Contenance', 'Haltung', 'Sichtung', 'Überprüfung', 'Test', 'Screening', 'Klassenarbeit']","['Untersuchung', 'kritische Auseinandersetzung', 'Analyse', 'Prüfungsleistung', 'Ermittlung', 'Prüfung']","['Rastlosigkeit', 'Beweglichkeit', 'Regsamkeit', 'Betriebsamkeit', 'Unternehmungsgeist', 'Umtrieb', 'Rührigkeit', 'Geschäftigkeit', 'Aktivität']","['review', 'inspection', 'scrutiny', 'examination', 'investigation', 'investigating', 'work', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['die Handlung der Inspektion oder Überprüfung', 'eine meist offizielle Abfrage mündlich oder schriftlich in einem Fachgebiet', 'Macht, zu beherrschen oder zu besiegen']",[],[],kontroll,kontrol,kontrol,kontroll,,,,,,[],positive,0.0,negative,0.0,neutral,,neutral,neutral
