;concept;origin;pattern;keyword;annotation
1142;person;C2022;klimaleugner;Al Gore erneuerte jüngst seine Forderung nach Bestrafung der Klimaleugner ( wie sie abschätzig von den Dogmatikern genannt werden ) .;External
1143;person;C2022;klimaleugner;Es ist glasklar , was sie sagen würden , wenn Klimaleugner * innen zB . eine Vorlesung von Anders Levermann stören würden .;External
1144;person;C2022;klimaleugner;Wer mutmaßlich dahinter steckt dürfte auch nicht unklar sein : Zitat aus dem Artikel des Tagesspiegel ( Das Netzwerk der Klimaleugner ) : „ Er spricht über gestiegene Stromkosten für Verbraucher , über die Folgen für die Industrie .;External
1145;person;C2022;klimaleugner;"„ Klimaleugner "" wurden vom seltsamen Konservativen zum „ holocaustleugnenden "" Unmenschen , in nur ein , zwei Jahren .";External
1147;person;C2022;klimaleugner;Pamphlet übertrifft Pamphlet - eine Inflation leerer Worthülsen : Populist , Rechtsextremist , ewig Gestriger , nicht weltoffen , bunt statt braun , Menschenverachter , Nazi , Hetzer , Rassist , Klimaleugner undundund .;External
1148;person;C2022;klimaleugner;Jeder Wissenschaftler der als eingigermaßen neutral gilt … wird eh vorher als Klimaleugner diskreditiert werden !;External
1149;person;C2022;klimaleugner;"Man sieht , selbst wenn die kritischen Hinweise zu den Nummern eins bis neun völlig gegenstandslos wären , nur eine „ Verschwörungstheorie "" von „ Klimaleugnern "" : Schon Punkt zehn beweist , dass die Aktivisten und mit ihnen jetzt auch amtlich das Bundesverfassungsgericht auf einem Holzweg sind , und nicht auf einem „ nachhaltigen "" .";External
1151;person;C2022;klimaleugner;"Es ist eindeutig keine „ Erfindung "" von „ Klimaleugnern "" , dass es vor Jahren auch Wissenschaftler gab , die eine Abkühlung des Klimas vorhergesagt hatten .";External
1152;person;C2022;klimaleugner;"Es ist eindeutig keine „ Erfindung "" von „ Klimaleugnern "" , dass es vor Jahren auch Wissenschaftler gab , die eine Abkühlung des Klimas vorhergesagt hatten .";External
1153;person;C2022;klimaleugner;"So einfach ist das , und wer das nicht glaubt , ist ein „ Klimaleugner "" .";External
1200;person;C2022;klimalügner;Weinanbau wurde unmöglich wegen häufiger auftretendem Frost . -in China wuchsen bestimmte Früchte auch in nördlichen Provinzen , die nach dem Mittelalter nur noch in südlichen Provinzen gediehen . -etc … Jeder , der die Warmperiode im Mittelalter leugnet , ist ein KLIMALÜGNER .;External
1203;person;C2022;klimalügner;"Rahmstorf ( und viele andere Klimalügner * innen ) geben offen zu , daß nur „ Szenarien "" möglich sind , aber keine langfristigen / relevanten Prognosen . nein , ich höre ganz gut .";External
1205;person;C2022;klimalügner;Klimalügner können Sie nicht überzeugen , dass wissen Sie sicherlich auch , also lohnt es sich generell nur mit Klimalügnern zu diskutieren , um in dieser Form dem breiten Publikum etwas klar zu machen .;External
1221;person;C2022;klimamilliardär;Man merke an , dass Al Gore der erste Klimamilliardär ist !;External
1222;person;C2022;klimamilliardär;Siehe den Mega Betrüger Al Gore ( erster KlimaMILLIARDÄR !;External
1224;person;C2022;klimamonster;Aber anders als diese fiktiven Monster sind die KlimaMonster wirklich gefährlich - jedenfalls haben Sprecher der UN , Mitarbeiter prominenter amerikanischer Politiker und junge KlimaAktivisten immer neu wiederholt , dass es bei dem ganzen fingierten KlimaBetrug nicht wirklich darum geht , die Erde zu retten oder den Klimawandel zu verhindern ( was in jedem Falle anmaßend und unmöglich ist ) , sondern vielmehr darum zu kontrollieren , wie durchschnittliche Menschen leben sollen mittels Kontrolle ihres Lebensstils und ihres Verhaltens .;External
1225;person;C2022;klimamutti;Grüne Parteifunktionäre und Politiker anderer Parteien ( außer der EINEN ) dürfen natürlich , geht ja nicht anders … Und dann wünsche ich mir noch , daß die Klimamutti sich endlich verp … Du bist verrückt mein Kind , Du mußt nach Berlin , da , wo die Bekloppten sind , da jehörste hin Wird jeden Tag wahrer !;External
1226;person;C2022;klimamärchenonkel;KlimaMärchenonkel Schellnhuber im Morgenmagazin Gepostet von Axel Robert Göhring Mrz , Allgemein Neueste Kommentare;External
1227;person;C2022;klimamärchenonkel;"Hätten die KlimaMärchenonkel doch lieber auf die althergebrachte Klimaforschung gehört , die von astronomischen Zyklen statt von irgendwelchen „ KillerGasen "" in der Luft ausgeht .";External
1274;person;C2022;klimapapst;"Btw - „ KlimaPapst "" Schellnhuber hat bereits in den 1990er Jahren Merkel beraten , als sie noch Umweltministerin unter Kohl war .";External
1275;person;C2022;klimapapst;Das machen der Klimapapst , Professor Schellnhuber [ ] und sein PIK [ ] , aber auch unsere Bundesregierung und die Kanzlerin verkünden es offiziell : DIE BUNDESREGIERUNG .;External
1276;person;C2022;klimapapst;So wie Schellnhuber , der KLimapapst .;External
1277;person;C2022;klimapapst;Zur orwellschen Dialektik von Klimapapst Schellnhuber und seinen Hausmedien gehört , daß wir nicht nur ersaufen , sondern gleichzeitig auch verbrennen werden .;External
1285;person;C2022;klimaprediger;"Nach früheren „ Prognosen "" der KlimaPrediger dürfte das gar nicht mehr sein .";External
1286;person;C2022;klimaprediger;Jedoch mag es für unsere Leser von Interesse sein , in einem Land , dessen Gouverneur als Klimaprediger [ ] durch die Lande zieht , um die Erde zu retten , Naturschutz nicht an vorderster Stelle steht .;External
1290;person;C2022;klimaprofessor;Nachdem selbst Klimaprofessor Harald Lesch im ZDF über den unsozialen und ökokatastrophalen Abbau von Lithium aufgeklärt hat , gilt die AkkumulatorMobilität in seinen Kreisen als verbrannt .;External
1291;person;C2022;klimaprofessor;"EIKE : [ ] Die heißeste Temperatur Deutschlands war nur ein Wärmeinseleffekt : Ein Klimaprofessor plaudert aus seinem „ Nähkästchen für Temperatur "" Wie weit „ darf "" sich die Temperatur noch naturbelassen erhöhen ?";External
1292;person;C2022;klimaprofessor;"[ ] EIKE : Die heißeste Temperatur Deutschlands war nur ein Wärmeinseleffekt : Ein Klimaprofessor plaudert aus seinem „ Nähkästchen für Temperatur "" [ ] EIKE : Wie man den MeerespegelVerlauf in die richtige Richtung dreht Aus dem Lehrbuch für ( Klima- ) Statistikbetrug [ ] EIKE : Man sollte schon langsam an die nächste Eiszeit denken , denn wenn die neuesten Hypothesen sich als falsch erweisen , kann sie schnell da sein [ ] EIKE , .";External
1293;person;C2022;klimaprofiteur;Damit man aber auch hierzulande auf dem Laufenden bleiben kann , folgen hier zwei Kurzmeldungen zu ganz verschiedenen Themen aus dem letzten Rundbrief des Heartland Institutes . - Chris Frey , Übersetzer Michael Bastasch Der Klimaprofiteur Al Gore behauptete , dass die Welt zum ersten Mal in der Geschichte Zeuge von gleichzeitigen Hurrikanen sowohl im Pazifik als auch im Atlantik wäre [ bei letzterem Taifun genannt ] . stopthesethings Bereits im Juni fragte STT : Wo sind Australiens Journalisten - eingeschlafen oder auf Drogen ?;External
1294;person;C2022;klimaprofiteur;Man lernt ja immer dazu : Von unseren KlimaWeltuntergangsbeseelten Damen an der Spitze weiß ich es ja schon , auch , dass ein BlackrockMerz das hohe Lied der Klimaprofiteure singen muss , aber dass der alte Schäuble jetzt auch schon in den Chor der KlimaIdioten einstimmt , das nimmt mir die letzten Zweifel .;External
1314;person;C2022;klimapropagandist;Eine gemeinsame Basis der handelnden KlimaPropagandisten , -Aktivisten und -Politiker gibt es aber schon : Wir sind soziale Wesen , was freundlich klingen mag , aber nicht unbedingt sein muß .;External
1315;person;C2022;klimapropagandist;"Al Gore ist einfach nur ein dummer aber dafür höchst „ erfolgreicher "" KlimaPropagandist , der eine ganze Generation CO2verblödet hat - einschließlich seine Partei und Obama .";External
1316;person;C2022;klimaprotestler;Doch von solchen - notabene nicht umstrittenen - Tatsachen lassen sich die Klimaprotestler nicht beirren .;External
1318;person;C2022;klimapäpstin;"[ ] EIKE : Frau Hendricks glaubt im Klimawahn , Klimapäpstin geworden zu sein und den Irrglauben ihrer Bürger verdammen zu dürfen Zu ihrem Gastbeitrag „ Weit verbreiteter Irrglaube "" im Handelsblatt mit Datum vom hat Bauer Huaraz vor dem OLG - Hamm verloren .";External
1408;person;C2022;klimaretter;"Es interessiert nur wenige , weil die Stromwirtschaft mit Siemens voran aus „ Stromerzeugern "" „ CO2Klimaretter "" gemacht hat zur „ Systemrettung "" , s.a .";External
1409;person;C2022;klimaretter;"Die Bedrohung betrifft vor allem Weltkulturerbestätten im Mittelmeerraum Teil ( ) Ähnliches von einem Rechercheinstitut , welches von den nordbayerischen Nachrichten , der SZ und natürlich auch „ Klimaretter "" als vorbildlich gelobt wird .";External
1410;person;C2022;klimaretter;Aber Klimaretter von EXTINCTION REBELLION nutzen auch diesen Fakt und schießen damit ein Eigentor .;External
1411;person;C2022;klimaretter;"Was sie aber nicht daran hinderte , mit ihrem alten Blog „ Klimaretter "" , bewusste Klimahysterie- und ÖkoenergiePropaganda , verbunden mit der Diffamierung von Kritikern zu führen [ ] .";External
1412;person;C2022;klimaretter;Er gilt als der Marktwirtschaftler der Klimaretter , nicht zuletzt , weil er eine rapide Steigerung der Abgaben auf CO2 verlangt , und das weltweit , wobei er bisher noch nicht erklärt hat , wie wir China , Indien und Südostasien dazu bringen , keine Kohle mehr zu verheizen .;External
1416;person;C2022;klimaretter;Eines lässt sich aber recht schnell feststellen : Dass die aktuell gemeldete Temperatur von C die höchste wäre , ist eine reine - durch überhaupt nichts begründbare - Vermutung von Klimaaktivisten und Klimaretter.Info Einvernehmlich und von der WMO anerkannt gilt das Jahr mit C als die heißeste mit einer Station gemessene Temperatur .;External
1426;person;C2022;klimaretter;Und auch nicht einer der vielen tausend ProfiKlimaretter schwingt sich in den Sattel , wenigstens um die Kalorien der vielen Häppchen wieder loszuwerden ?;External
1427;person;C2022;klimaretter;"Die Protagonisten sind die gleichen , wie beim Vorgänger „ Klimaretter "" .";External
1428;person;C2022;klimaretter;Kemfert wieder dabei : Klimaretter , .;External
1431;person;C2022;klimaretter;Wie wir nun aus den langjährigen Forschungen der KlimaRetter und dem damit verbundenen Klimarat IPCC zu den Klimaschwankungen in Vergangenheit und Gegenwart wissen : Natürliche Ursachen spielen auch heute dabei ja so gut wie keine Rolle !;External
1432;person;C2022;klimaretter;"Da macht sich eine Fassade als „ Klimaretter "" prima .";External
1433;person;C2022;klimaretter;"Statt dieser Augenwischerei sollte die beiden dafür sorgen dass die Sozialstandards bei der Herstellung ihrer Produkte eingehalten werden ; aber da macht man lieber einen auf „ Klimaretter "" .";External
1434;person;C2022;klimaretter;Warum sollen sich nur die EESäcke dumm und dämlich verdienen … . . dat kann ick ooch … . und darf mir so ganz nebenbei das grüne Banner des Weltklimaretters werbegünstig um den Hals hängen .;External
1438;person;C2022;klimaretter;"[ ] Die neuen Energien für Dummies Teil intelligente Versorgungsnetze [ ] OffshoreWindkraft sei grundlastfähig [ ] EEGZeitreise ins Jahr - Nach so viel Kommentierung erlaubt sich auch der Autor eine zuzufügen : Nach Klimaretter ist „ systemdienliches Verhalten für die Energiewende "" , den normalen Stromkunden gesetzlich verordnet beliebig viel Einspeisevergütung und EEGInfrastrukturAusbaukosten bezahlen zu lassen und den Privilegierten Geld und den Strom zu schenken welche die Möglichkeit haben , Überschussstrom zu beziehen und auszunutzen .";External
1439;person;C2022;klimaretter;Besser als es Klimaretter darstellt , kann man das Unsoziale und den Unsinn des EEG nicht mehr plausibilisieren .;External
1441;person;C2022;klimaretter;"Nicht nur müssen alte Ölheizungen durch „ Erneuerbare "" Quellen und Gasaggregate für Zehntausende Euros ersetzt werden ; nun können auch noch selbsternannte Klimaretter die Kosten des eigenen ElektroLuxusautos auf die Nachbarn abwälzen .";External
1442;person;C2022;klimaretter;Doch ist selbst den einfältigsten Klimarettern klar : Der Spaß kostet mehr , als man mit den existierenden Steuern einsammeln kann .;External
1443;person;C2022;klimaretter;Natürlich würde all dies wohlhabende und selbst ernannte KlimaRetter wie Al Gore und Leonardo DiCaprio nie davon abhalten , in Privatjets in der Weltgeschichte umherzufliegen , um Auszeichnungen einzuheimsen dafür , dass sie Flugreisen für Otto Normalverbraucher immer schwieriger machen .;External
1444;person;C2022;klimaretter;Man kann daran erkennen , wie selbstverstärkend und selbstverliebt Klimaretter und Klimaleugner mit Nonsens umgehen .;External
1445;person;C2022;klimaretter;"Hinweis : zusammenfassende Übersichten zu „ allerlei geplanten Experimenten der KlimaRetter "" : h i e r Anlagen : ( ) Puls.LP .";External
1446;person;C2022;klimaretter;Der Klimaretter nennt die Schwerpunkte von Lee : Er will stärker Wissenschaftler aus Entwicklungsländern einbinden und die Informationsbasis der Berichte auf die Wirtschaft , die Industrie und das Finanzwesen ausweiten .;External
1449;person;C2022;klimaretter;Gäbe es nicht die Informationsseite zu Klima und Energie [ ] und einen EIKEUnterstützungsautor , der es sich zur Klimakasteiung ab und zu antut , dort hineinzusehen , hätten viele EIKELeser sicher nie etwas über diesen Meilenstein in der KlimaStadtertüchtigung erfahren : KLIMARETTER.INFO , .;External
1457;person;C2022;klimaretter;Ob dieses Vorgehen wirklich so richtungsweisend ist , wie es die Redaktion von Klimaretter darstellt , wagt der Autor zu bezweifeln .;External
1459;person;C2022;klimaretter;Aber warum lassen die Klimaretter das Problem von Berlin weg .;External
1461;person;C2022;klimaretter;Bald gibt es für die deutschen Klimaretter und Freitagshüpfer etwas zu feiern .;External
1462;person;C2022;klimaretter;April : Klimaretter - Lebensretter .;External
1470;person;C2022;klimaretter;") Ein vermeintlich „ guter WeltKlimaRetter "" zu sein . .";External
1471;person;C2022;klimaretter;"Natürlich berichtete nicht nur der BR [ ] , sondern auch „ Klimaretter "" damals darüber : Klimareporter : [ ] … Rund drei Millimeter steigt der Meeresspiegel derzeit pro Jahr .";External
1477;person;C2022;klimaretter;Die Klimaretter um USPräsident Obama fanden das Klima zu wichtig , um es der Demokratie zu überlassen .;External
1479;person;C2022;klimaretter;"Klimaretter.Info : Klimaleugner sagen Glück Auf Darin wird auch die Aussage : "" Wir befinden uns heute in einem sich verstärkenden Klimawandel , der auch vor unserer Haustür nicht mehr Halt macht "" als richtig dargestellt .";External
1481;person;C2022;klimaretter;Vor Jahren war es der Diesel ( mein gekaufter Diesel galt als besonders umweltfreundlich und ich erhielt von Vater Staat eine Umweltprämie ) , vor Jahren war der Erdgasantrieb in aller Munde und galt als Klimaretter , vor Jahren musste das Elektroauto herhalten und jetzt ist es Wasserstoff .;External
1484;person;C2022;klimaretter;"; - ) ) Hauptantrieb ist aber der eigene Arbeitsplatz und wenn der grünbraune Chefredakteur sich eben als Klimaretter sieht , wird so geschrieben .";External
1485;person;C2022;klimaretter;Ich meine eher dass die Verwirrung in den Köpfen der gutgläubigen Klimaretter ist , verursacht von Ideologen mit handfesten politischen oder / und finanziellen Interessen .;External
1487;person;C2022;klimaretter;Wie die Kommunisten die Geschichte , so durchschauen die Klimaretter das Klima , ein hochkomplexes Multifaktorensystem demagogisch auf ein paar einprägsame Slogans eindampfend .;External
1488;person;C2022;klimaretter;Natürlich werden die Klimaretter bei der Diktatur landen .;External
1495;person;C2022;klimaretter;"März : [ ] Ärzte sollten FossilAusstieg fordern Dabei geht es um das Projekt „ KLIMARETTER - LEBENSRETTER "" , dessen Schirmherr der Präsidenten der Bundesärztekammer ist .";External
1496;person;C2022;klimaretter;Interview ( sehr stark gekürzter Auszug ) : [ ] klimaretter.info : Herr Montgomery , Sie sind Schirmherr des Projekts Klimaretter - Lebensretter .;External
1497;person;C2022;klimaretter;"Die Stiftung Viamedica plant darüber hinaus auch einen nationalen KlimaretterTag und einen Preis für Klimaretter … „ Ärzte sollten FossilAusstieg fordern "" Unverhohlen plädiert der Präsident der Bundesärztekammer dann für Agitation und Politisierung des Gesunheitswesen .";External
1499;person;C2022;klimaretter;Projekthomepage : Klimaretter - Lebensretter [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung [ ] EIKE : Ärzte brauchen auf den Klimawandel medizinische Antworten [ ] EIKE : Beeinflussungen durch Starkregen nehmen in Deutschland nicht zu .;External
1503;person;C2022;klimaretter;Wer mehr über die Debatte nachlesen will , sei auf die ausführliche Information bei Klimaretter verwiesen .;External
1505;person;C2022;klimaretter;Klimaretter berichtete am .;External
1508;person;C2022;klimaretter;Zu den Lieblingsprojekten ahnungsloser Klimaretter gehört bekanntermaßen das Verbot von Wärmekraftmaschinen in Fahrzeugen , und so finden wir den Punkt natürlich auch in den grünen Vorschlägen .;External
1509;person;C2022;klimaretter;Man sollte den Klimarettern das noch mal erklären … mit dem britischen Humor und so .;External
1511;person;C2022;klimaretter;Bisher hieß es : Bauern und Hirten im südlichen Sahel haben mit immer häufigeren , intensiveren Trockenzeiten zu kämpfen Vor drei Jahren meldete das Fließband für Klimaalarm - PIK - wie schlimm es am Südrand der Sahara und auch sonst in Afrika steht : KLIMARETTER.INFO , .;External
1515;person;C2022;klimaretter;"Müller von „ Klimaretter "" gegenübersitzt , der ebenfalls in Klimaalarmismus geschult ist ( KLIMARETTER.INFO .";External
1520;person;C2022;klimaretter;"Während der Artikel auf „ Klimaretter "" nach dem Überfliegen ohne Gedächtnishaftung beim üblichen KlimaPropagandamüll verschwindet , bietet der von P .";External
1522;person;C2022;klimaretter;"Damit hat man ausreichend wenig fachliche Ahnung , dank Redaktion beim Ökokampfblatt klimaretter.info aber ausreichend Erfahrung im Klimakampf ( bei Klimaretter zusätzlich im sprichwörtlichen „ Niederschreiben "" nicht geduldeter Meinungen ) , um sich Umweltjournalistin zu nennen .";External
1523;person;C2022;klimaretter;"Wir sterben zu fast Prozent an anderen Ursachen . ( siehe hier ) „ Klima- und Kohlenstofftote "" Wer ein rechter „ Klimaretter "" sein will , dem sind solche Zahlen egal .";External
1524;person;C2022;klimaretter;Dezember war von ihr zur Kernkraft dies zu vernehmen : „ Gerade in Zeiten , in denen Einzelne die Atomkraft als vermeintlichen Klimaretter propagieren , ist es wichtig zu betonen : von Dr .;External
1525;person;C2022;klimaretter;Sie könnten daher direkt von den PR Abteilungen von Greenpeace , WWF oder Klimaretter Info abgeschrieben worden sein .;External
1526;person;C2022;klimaretter;"Ich würde es super finden wenn Silke Mikosch mit Ihrer BMW Maschine ins Studio from dust till down mäßig daher kommt um dann die Zuschauer als KLIMARETTERIN den Zuschauern erklären kann wie „ BÖSE "" CO2 doch ist .";External
1527;person;C2022;klimaretter;Fahren Sie etwa auch Motorrad wie die Klimaretterin Silke Mikosch ?;External
1529;person;C2022;klimaretter;Nicht so für die professionellen Klimaretter : Der globale Ausstoß von Kohlendioxid fiel um % .;External
1534;person;C2022;klimaretter;Deshalb glauben die ja auch an Windmühlen als KLimaretter .;External
1535;person;C2022;klimaretter;"Handelt es sich aber , wie bei der Propaganda für die Durchhaltung eines Krieges , darum , ein ganzes Volk in ihren Wirkungskreis zu ziehen , so kann die Vorsicht bei der Vermeidung zu hoher geistiger Voraussetzungen gar nicht groß genug sein … "" ( … ) Würde mich interssieren , nach welchen Maßgaben rezente Sozialisten , Gesellschaftsmodellierer , Kriegstreiber , Klimaretter und Apologeten der großen Transformation ihre Propaganda kreieren ?";External
1540;person;C2022;klimaretter;"Der Schaden , den diese ROTGRÜNSCHWARZEN „ WeltKlimaRetter "" mit freundlicher Unterstützung der „ Qualitätsmedien "" anrichten , ist schon gigantisch : - Umweltzerstörung beim Abbau von Kobalt und Lithium - Sondermüll wird in rauen Mengen produziert ( Beton , Stahl , Verbundwerkstoffe usw . .";External
1542;person;C2022;klimaretter;Ein durchschlagender Erfolg und ein weiterer Beleg für den Größenwahnsinn , der unter deutschen Klimarettern zu grassieren scheint .;External
1545;person;C2022;klimaretterin;"Ich würde es super finden wenn Silke Mikosch mit Ihrer BMW Maschine ins Studio from dust till down mäßig daher kommt um dann die Zuschauer als KLIMARETTERIN den Zuschauern erklären kann wie „ BÖSE "" CO2 doch ist .";External
1546;person;C2022;klimaretterin;Fahren Sie etwa auch Motorrad wie die Klimaretterin Silke Mikosch ?;External
1647;person;C2022;klimaschwindler;"Außer in Deutschland , hier geht man den falschen Weg , werden nach und nach die Kraftwerke älterer Generationen verschwinden , was auch die Argumente der „ Klimaschwindler "" zunichtemachen würde .";External
1648;person;C2022;klimaschwindler;"Außer in Deutschland , hier geht man den falschen Weg , werden nach und nach die Kraftwerke älterer Generationen verschwinden , was auch die Argumente der „ Klimaschwindler "" zunichtemachen würde .";External
1650;person;C2022;klimaschwindler;"Marc streifte sich die Uniform eines Schiffsführers über und hieß „ KlimaSchwindler "" aller Couleur an Bord des „ mit Diesel angetriebenen KlimaPropagandaSchiffs "" willkommen .";External
1655;person;C2022;klimasektierer;Und da faseln diese Klimasektierer von nur noch Jahren zum Überleben .;External
1793;person;C2022;klimaspinner;Abwarten , das gilt nämlich dann , wenns den Klimaspinnern passt .;External
1795;person;C2022;klimaspinner;Von daher war die Legitimation der Kernernergie ein Chapeau der EU gegen die derzeitigen Deutschen Klimaspinner .;External
1796;person;C2022;klimaspinner;Ansonsten würde ich vermuten , daß die Klimaspinner eher aus dem schlechtesten Viertel der Absolventen kommen .;External
1802;person;C2022;klimateufel;Hier kommen die SUVs der Ökobürger ins Spiel … der KlimaTeufel hat Humor , nicht wahr ?;External
1912;person;C2022;klimawarner;Januar : Klimawarner Eckart v .;External
1914;person;C2022;klimawarner;Im Weltbild des IPCC und der Klimawarner werden sie jedoch schlicht ignoriert und damit unterschlagen .;External
1915;person;C2022;klimawarner;Es ist somit zu erwarten , dass den Klimawarnern , die von dem Verschwinden des arktischen Meereises ausgehen , die Argumente abhandenkommen .;External
1916;person;C2022;klimawarner;Oberster Klimawarner S .;External
1925;person;C2022;klimawendehals;"Es ist zu befürchten , dass sie bei der UN weitermacht … Und der dunkelgrüne KlimaWendehals Lesch ist symptomatisch ( danke für ) : Genau zeitlich richtig zum „ Kipppunkt "" ist er zur „ richtigen "" KlimaSeite gewechselt und gibt seither den KlimaDummschwafler , wie auch das unbestechliche Video deutlich zeigt .";External
1928;person;C2022;klimazar;"Wie Obamas Klimazar John Podesta erklärte , lässt die neue BidenDirektive , die Weltbank und ähnliche Institutionen von der Finanzierung von Kraftwerken in Übersee auszuschließen , China als Geldgeber für Kohleprojekte „ isoliert "" .";External
1929;person;C2022;klimazar;""" Verdammte Menschen , die sich immer in das Klima einmischen … zum Beispiel hat unser neuer „ KlimaZar "" John Kerry Häuser , eine Reihe von Autos , eine Yacht und einen Privatjet , und er sagt uns , dass wir den Bus nehmen sollen , um die gefürchtete , „ vom Menschen verursachte Störung des Klimas "" zu vermeiden … aber ich schweife ab .";External
469;person;C2022;klimaanbeter;Die Linken und die lügenden Klimaanbeter beuten den Staat aus , auf vielen Gebieten , und leiten Gelder des Volkes absolut einseitig , nur deren Clique zu , die legitime , gleichberechtigte Opposition klar benachteiligend .;External 
480;person;C2022;klimaapokalyptiker;Die anderthalb heißen Sommer der Jahre / haben die KlimaApokalyptiker zu großer Form auflaufen lassen : „ In zwölf Jahren sorgt der Klimawandel für den Untergang der Welt oder zumindest der Menschheit .;External 
481;person;C2022;klimaapostel;"Mehrmals wurde über Aktivisten berichtet , welche bewusst apokalyptische Aussagen manipulieren : EIKE : Selbsternannte Klimaapostel sägen an Deutschlands Klimaeichen EIKE : Der Krieg des Klimas gegen die Menschheit , Über den weltweit bekanntesten Klimaaktivisten Bill McKibben klimaretter.info : [ ] Klimaflüchtlinge , die nicht flüchten Leider sind beim Klimawandel falsche Informationen dank unserer Medien so „ gängig "" , dass selbst Personen , welche es besser wissen könnten , daran glauben , da es Ihnen an einer wichtigen Grundeigenschaft wissenschaftlichen Arbeitens - dem Hinterfragen - mangelt .";External 
482;person;C2022;klimaapostel;"„ … Trump glaubt wissenschaftlichen Erkenntnissen nicht … "" ist einer der häufigen „ Belege "" , wenn nichts mehr an Argumentation einfällt , und der auch vom neuen Klimaapostel Harald Lesch ständig wiederholt wird : EIKE : Harald Lesch trägt vor den GRÜNEN zum Klimawandel vor : Der Klimawandel ist kein Thema , das man ernsthaft bezweifeln kann Dabei ist gerade der anthropogene Klimawandel eines der zweifelhaftesten Wissenschaftsthemen des Jahrhunderts mit der Vermutung , dass es sich dabei vielleicht um den größten Wissenschaftsirrtum des Jahrhunderts , manche sprechen auch von Betrug , handelt .";External 
492;person;C2022;klimabefürworter;Das folgende Video zeigt , wie Stuart Agnew seinen Report im Europaparlament zur Diskussion stellt : Der Landwirt Agnew war einst eine KlimaBefürworter .;External 
493;person;C2022;klimabefürworter;Gefunden auf The Daily Caller Übersetzt durch Andreas Demmig * * * Die Deutsche Welle berichtet am über die Allianz der TrumpGegner und Pariser KlimaBefürworter - leider nur in Englisch gefunden ( ?;External 
503;person;C2022;klimabetrüger;Ich habe bisher nur die Behauptung , dass der ( es geht den Klimabetrügern ja um den durch anthropogenes CO2 verursachten ) Klimawandel Pinguine wegzaubern kann gelesen , ohne Begründung .;External 
504;person;C2022;klimabetrüger;Sie jedenfalls sind Klimabetrüger .;External 
967;person;C2022;klimaklempner;"GeoEng und hier : „ Die KlimaKlempner "" : ) * Anmerkung der EIKERedaktion : Dieser Aufsatz ist zuerst erschienen in der Preußischen Allgemeinen Zeitung ; .";External 
1930;person;C2022;klimazerstörer;Das deutsche Volk wird dieses Opfer gerne bringen , denn der Endsieg über den Klimazerstörer CO2 ist nah … Brasilien als Flächenland setzt auf die Wasserkraft und baut sein Kernkraft aus .;None
3;person;P2022;klimaaktivist;And what is the point of learning facts when the most important facts clearly means nothing to our society ? - Greta Thunberg , eine 16jährige KlimaAktivistin im Streik .;Self
5;person;P2022;klimaaktivist;Vor Ort arbeiten wir eng mit weiteren KlimaAktivisten zusammen , aber es muss mehr passieren .;Self
6;person;P2022;klimaaktivist;Am werden wir wieder gemeinsam mit Klimaaktivist * innen rund um die Welt für Klimaschutz streiken .;Self
7;person;P2022;klimaaktivist;Unter ihnen auch die 24jährige Klimaaktivistin Vanessa Nakate , die in Uganda trotz großer Widerstände , wie Strafen für protestierende Studierende , die Fridays for FutureBewegung organisiert .;Self
10;person;P2022;klimaaktivist;Die Klimaaktivistinnen Adélaïde Charlier ( Belgien ) , Anuna De Wever ( Belgien ) , Luisa Neubauer ( Deutschland ) und Greta Thunberg ( Schweden ) werden am Mittwoch , .;Self
11;person;P2022;klimaaktivist;Nach dem Gespräch werden die Klimaaktivistinnen am Mittwoch um Uhr MEZ eine OnlinePressekonferenz abhalten , um über die GAPReform und das Treffen mit Herrn Timmermans zu sprechen .;Self
13;person;P2022;klimaaktivist;Die Erfahrung , eine Klimaaktivistin zu sein , gibt mir eine andere Denkweise als die der Menschen um mich herum , ich kann mich nicht einfach zu anderen Menschen gesellen , ich fühle mich irgendwie isoliert .;Self
14;person;P2022;klimaaktivist;Nicht zuletzt müssen wir auch uns selbst ermutigen , nicht nur so weiterzumachen , sondern auch zu versuchen , es zu einer coolen und aufregenden Sache zu machen , Klimaaktivist * in zu sein !;Self
16;person;P2022;klimaaktivist;Liebe FFFKämpfer , liebe Klimaaktivisten !;Self
17;person;P2022;klimaaktivist;April - : Uhr Correctiv Klimaredaktion - : Uhr Anselm Schindler , Make Rojava Green Again & Lina , Defend Rojava Komitee & Beriwan , Klimaaktivistin bei FFF RojavaRevolution und Internationalismus - : Uhr Verena Bax , NABU & Gerald Kaendler , Amprion Das Übertragungsnetz in Deutschland und Europa - aktueller Stand und Zukunft Freitag , .;Self
18;person;P2022;klimaaktivist;Wir als Fridays For Future Deutschland sind eine überparteiliche Bewegung gleichgesinnter Klimaaktivist * innen und solidarisieren uns mit allen , die sich friedlich für unsere Forderungen einsetzen .;Self
23;person;P2022;klimaaktivist;"Klimaaktivistin und Taifun Überlebende Marinel Ubaldo , die auf mehreren Klimakonferenzen gesprochen hat , sagte einmal , ihr komme es vor , als werde sie als Klimaaktivistin von den Philippinen nur eingeladen , um eine traurige Geschichte eines „ Opfers der Klimakrise "" zu hören - ernst genommen fühle sie sich nicht .";Self
