,pattern,keyword,concept,origin
810,klimahysteriker,"Wenn man so manche Überlegungen von ernstmeinenden Klimahysterikern folgt , muss man schockiert feststellen : So abwegig ist dieser Gedanke für manche Menschen nicht .",person,C2022
814,klimahysteriker,"Und so empfindet dies auch die Vegetation , also der Wald in der freien Fläche außerhalb der urbanen Ansiedlungen . so ist es . bedenkt man , dass der El Nino / noch etwas stärker war , als , so zeigt es das ganz Elend der Klimahysteriker .",person,C2022
808,klimahysteriker,Für mich ist ein solches politisch motiviertes Vorgehen der Klimahysteriker entgegen des wissenschaftlichen Kodex .,person,C2022
821,klimahysteriker,Glücklicherweise sind die Methoden der Klimahysteriker und MerkelVasallen sattsam aus dem finsteren Teil der deutschen Vergangenheit bekannt und können daher gut vorhergesagt werden .,person,C2022
831,klimahysteriker,"Heißt das , die Klimahysteriker haben zugegeben , daß sie nur FantasieSzenarien produzieren ?",person,C2022
811,klimahysteriker,"Er ist zur „ Wissenschaftlerfraktion "" der Klimahysteriker gewechselt .",person,C2022
833,klimahysteriker,Doch in seinem Buch Die kalte Sonne widerlegte er zentrale Thesen der Klimahysteriker .,person,C2022
828,klimahysteriker,"Die Klimahysteriker wollen ja unbedingt , dass insgesamt gesehen , kein neues co2 entsteht .",person,C2022
809,klimahysteriker,"Selbst unsere Klimahysteriker , falls es ihnen wirklich um CO2Vermeidung geht , wären befriedigt ; - ) Ihre Theorie , dass die Kernforschung und der Bau von Kernkraftwerken nur betrieben wurde , um , wie Sie es ausdrücken , „ den Klimanotstand herbeizulügen "" , ist schon sehr weit hergeholt .",person,C2022
839,klimahüpfer,CO2 kühlt den Planeten und die Klimahüpfer werden das auch bald begreifen - aber wie die Wende kriegen ?,person,C2022
838,klimahüpfer,"Aber die rührselige Geschichte von den Eisbären oder den armen Einwohnern von Tuvalu , die elendiglich ertrinken , saugen die Kleinen auf wie eine Gutenachtgeschichte . hanns graf , genau das gleiche habe ich am freitag auch erlebt . ich war bei ca . klimahüpfern , allerdings ganz alleine der gegener . bin mehrfach eingekesselt worden , auf fragen konnte nicht geantwortet werden , oder falsch ( % co2 ) ! !",person,C2022
835,klimahüpfer,"Fazit ( des Autors ) Die Klimahüpfer sind in ihren Forderungen etwas konfus und erkennbar fremdgesteuert ( kommt man mit darauf , dass eine Reduzierung des Primärenergiebedarfs auf kWh pro Jahr klimarettend sein soll ?",person,C2022
837,klimahüpfer,"Daß Michelsen und Holtemöller , Rahmstorf und Luisa Neubauer und ihre Tausenden Klimahüpfer weniger fliegen , sich keine Knisterkamine mehr einbauen und fleißig Fahrrad fahren ?",person,C2022
847,klimainsider,"Nicht wenige der Klimarealisten , wie z.B . der KlimaInsider und ComputerKlimamodellExperte Dr .",person,C2022
863,klimajünger,"Interessanterweise scheint aber Klimajüngern nicht bekannt zu sein , welch große Rolle CO2 Gas oder tiefkaltes CO2 bei der Herstellung von Lebensmitteln wie Brot und Hefegebäcken oder Getränken wie Bier oder Sekt - hier entstehen durch die Vergärung der Hefe neben Alkohol auch CO2 in einem Umfang , der die Autoverkehrsemissionen bei weitem übertrifft - bzw . in der Technik spielt und Millionen Tonnen jährlich industriell hergestellt werden .",person,C2022
862,klimajünger,"Wer da mit Jahresmittelwerte herum hantiert , versündigt sich genau so wie ein Klimajünger .",person,C2022
861,klimajünger,"Und die Klimajünger erklärten sofort , die Kältewelle sei eine Folge der Erderwärmung gewesen .",person,C2022
866,klimakaiserin,"Es war der Tag , an dem die AfD auf einer als historisch anzusehenden , aber medial fast völlig übergangenen Pressekonferenz , den zahlreich versammelten Medienvertretern , die entsetzliche Wahrheit mitteilen musste , das die Klimakaiserin Merkel keine Kleider an hat .",person,C2022
879,klimakanzler,"Was war der stinkig ! : ) ) & : ) ) Der hat indirekt alle G6 Länder der Heuchelei bezichtigt . : ) ) Und der „ Klimakanzlerin "" warf er Langsamkeit vor und die Ziele für könnten nicht mehr erreicht werden .",person,C2022
894,klimakanzler,"Tatsächlich ist die Position der Alarmforschung inhaltlich aber derart schwach , dass man gespannt sein darf , wie die Nachwelt unsere KlimaKanzlerin eines Tages beurteilen wird !",person,C2022
896,klimakanzler,"Hätten Sie gewusst , dass selbst Bundesministerien heute von der als « KlimaKanzlerin » verehrten Angela Merkel auf Kurs gebracht noch vor wenigen Jahren erhebliche Zweifel am menschengemachten Klimawandel anmeldeten ?",person,C2022
889,klimakanzler,"Hartmut Bachmann hat doch die Entstehung des Klimahypes beschrieben , und alles , was Rang und Namen hat , incl . unserer Klimakanzlerin , hat irgendwann in den vergangenen Jahren offen zugegeben , dass es nicht um Umweltschutz geht , sondern um Umverteilung des Kapitals in einer „ neuen Ordnung "" , die wir ja alternativlos zu wollen haben .",person,C2022
878,klimakanzler,"Aber was würde im EnergiewendeDeutschland der „ KlimaKanzlerin "" , die alle große Firmen und außeruniversitären Forschungseinrichtungen auf Kurs gebracht hat , passieren , wenn Axel Bojanowski schreiben würde : „ Die moderne Warmphase - kein Spielraum für CO2 "" .",person,C2022
891,klimakanzler,"Während in Fukushima kein einziger Mensch durch Strahlung zu Tode kam , aber sofort der Ausstieg aus der Kernenergie von der Klimakanzlerin beschlossen wurde , eiern Politik und Medien rum , wenn es darum geht , die Ursache für die gänzlich vermeidbaren Todesopfer der Fassadenbrände - hierzulande wie im Ausland- zu nennen .",person,C2022
890,klimakanzler,Sie stolpern über Ihre eigenen Füße und dies erinnert mich wiederum an unsere Klimakanzlerin und deren Hofintriganten .,person,C2022
883,klimakanzler,"Allen voran unsere Klimakanzlerin , die überraschend kurz vor der aktuellen Bundestagswahl ihre Linie des Versteckens und des Agierens über das Ziehen von Strippen im Hintergrund aufgegeben hat .",person,C2022
877,klimakanzler,"Darf ich sie daran erinnern , dass es von bis eine schwarzgelbe Regierungskoalition gab und Merkel nicht erst seit heute die „ KlimaKanzlerin "" ist ?",person,C2022
895,klimakanzler,"Unsere Klimakanzlerin postuliert doch immer , dass sie die Dinge vom Ende her betrachtet .",person,C2022
885,klimakanzler,"Dass er der Versuchung erlegen ist , sich im Deutschland der „ KlimaKanzlerin "" mit einem politisch korrekten Thema als grüner MedienLiebling zu inszenieren , ist für mich nachvollziehbar .",person,C2022
880,klimakanzler,"Möge diese „ Klimakanzlerin "" auf die Nase fallen und die anderen diese austricksen .",person,C2022
882,klimakanzler,"Brasilien wählte einen überzeugten und radikalen AntiUmweltAktivisten zum Präsidenten , und Deutschlands Kanzlerin Angela Merkel bestätigte ihre Rückzugspläne , womit sie ihr bereits schwächelndes Image als „ KlimaKanzlerin "" und Europas Führerin in diesem Bereich weiter schwächte .",person,C2022
884,klimakanzler,"Schauen Sie sich doch mal an , wie viele Deutsche heute die „ KlimaKanzlerin "" wählen würden oder „ EnergiewendeSiggi "" .",person,C2022
881,klimakanzler,"Bolsonaro in , Merkel out : Die Pariser KlimaBande zerfällt Während die Brasilianer einen neuen , klimaskeptischen Präsidenten gewählt haben , hat Deutschlands , KlimaKanzlerin ' Angela Merkel angekündigt , sich nach und nach aus allen ihren politischen Ämtern zurückzuziehen .",person,C2022
888,klimakanzler,"Genau das tut die Klimakanzlerin , Deutschland rettet alles und jeden und das auch noch alleine , die anderen sollen sehen , wie toll wir das so alles hinkriegen und versuchen mit ihren beschränkten Mitteln nachzumachen .",person,C2022
897,klimakanzlerin,"Darf ich sie daran erinnern , dass es von bis eine schwarzgelbe Regierungskoalition gab und Merkel nicht erst seit heute die „ KlimaKanzlerin "" ist ?",person,C2022
898,klimakanzlerin,"Aber was würde im EnergiewendeDeutschland der „ KlimaKanzlerin "" , die alle große Firmen und außeruniversitären Forschungseinrichtungen auf Kurs gebracht hat , passieren , wenn Axel Bojanowski schreiben würde : „ Die moderne Warmphase - kein Spielraum für CO2 "" .",person,C2022
910,klimakanzlerin,Sie stolpern über Ihre eigenen Füße und dies erinnert mich wiederum an unsere Klimakanzlerin und deren Hofintriganten .,person,C2022
899,klimakanzlerin,"Was war der stinkig ! : ) ) & : ) ) Der hat indirekt alle G6 Länder der Heuchelei bezichtigt . : ) ) Und der „ Klimakanzlerin "" warf er Langsamkeit vor und die Ziele für könnten nicht mehr erreicht werden .",person,C2022
901,klimakanzlerin,"Bolsonaro in , Merkel out : Die Pariser KlimaBande zerfällt Während die Brasilianer einen neuen , klimaskeptischen Präsidenten gewählt haben , hat Deutschlands , KlimaKanzlerin ' Angela Merkel angekündigt , sich nach und nach aus allen ihren politischen Ämtern zurückzuziehen .",person,C2022
900,klimakanzlerin,"Möge diese „ Klimakanzlerin "" auf die Nase fallen und die anderen diese austricksen .",person,C2022
913,klimakanzlerin,"Kann sie sich auch glatt leisten , denn die rotgrünen KlimaHofberichterstatter in den Medien haben alles im Griff und bringen zuverlässig , was der rotgrünen KlimaKanzlerin gefällt !",person,C2022
916,klimakanzlerin,"Hätten Sie gewusst , dass selbst Bundesministerien heute von der als « KlimaKanzlerin » verehrten Angela Merkel auf Kurs gebracht noch vor wenigen Jahren erhebliche Zweifel am menschengemachten Klimawandel anmeldeten ?",person,C2022
906,klimakanzlerin,"Und als ein besonders ähnlich gläubiger Mensch wie unsere Pfarrerstochter und Klimakanzlerin ist er bisher auch noch nicht aufgefallen : Interessant wäre nun noch herauszufinden , was Marine Le Pen von der AGW - Theorie hält . : - ) Die Klimadonna interessiert ja anscheinend gar nichts , was provozieren könnte , diese Religion anzugreifen , sie knallt ja noch die Energiewende drauf !",person,C2022
904,klimakanzlerin,"Schauen Sie sich doch mal an , wie viele Deutsche heute die „ KlimaKanzlerin "" wählen würden oder „ EnergiewendeSiggi "" .",person,C2022
907,klimakanzlerin,"Deshalb schaue ich mir inzwischen die Nachrichten nicht mehr an - genauso wie die Neujahrsansprache unserer „ Klimakanzlerin "" .",person,C2022
905,klimakanzlerin,"Dass er der Versuchung erlegen ist , sich im Deutschland der „ KlimaKanzlerin "" mit einem politisch korrekten Thema als grüner MedienLiebling zu inszenieren , ist für mich nachvollziehbar .",person,C2022
914,klimakanzlerin,"Tatsächlich ist die Position der Alarmforschung inhaltlich aber derart schwach , dass man gespannt sein darf , wie die Nachwelt unsere KlimaKanzlerin eines Tages beurteilen wird !",person,C2022
912,klimakanzlerin,Bloß unter keinen Umständen die Klimakanzlerin und ihre politischen Vasallen verärgern .,person,C2022
908,klimakanzlerin,"Genau das tut die Klimakanzlerin , Deutschland rettet alles und jeden und das auch noch alleine , die anderen sollen sehen , wie toll wir das so alles hinkriegen und versuchen mit ihren beschränkten Mitteln nachzumachen .",person,C2022
903,klimakanzlerin,"Allen voran unsere Klimakanzlerin , die überraschend kurz vor der aktuellen Bundestagswahl ihre Linie des Versteckens und des Agierens über das Ziehen von Strippen im Hintergrund aufgegeben hat .",person,C2022
922,klimakataklysmus,"Diese Kritiker und deren Erfüllungsgehilfen sind kaum willens , über irgendwelche Klima- und Energiethemen zu diskutieren , welche sie als „ settled science "" ansehen , geschweige denn dass sie mit „ Leugnern "" oder ehemaligen Kollegen debattieren wollen , welche vom Pfad des Katechismus ' eines KlimaKataklysmus ' abgewichen und einer Erlösung durch erneuerbare Energie das Wort geredet haben .",person,C2022
920,klimakataklysmus,Es gibt keinen einzigen Beweis für einen kommenden KlimaKataklysmus .,person,C2022
928,klimaketzer,"Wo sich die SZ doch zurecht als eine Art Opus Dei und medialer Exorzist der Klimakirche ansieht , gewissermaßen als Missionar ( in ) im Dauerfronteinsatz gegen Klimaketzer ?",person,C2022
929,klimaketzer,KlimaKetzer « Die am .,person,C2022
967,klimaklempner,"GeoEng und hier : „ Die KlimaKlempner "" : ) * Anmerkung der EIKERedaktion : Dieser Aufsatz ist zuerst erschienen in der Preußischen Allgemeinen Zeitung ; .",person,C2022
968,klimakleriker,Sie haben das Problem mit den Klimaklerikern sehr schön beschrieben .,person,C2022
969,klimakleriker,"Und dahin sollten wir wieder zurück ; ich wollte eigentlich nie wieder auf diese Weise das eigentliche Thema verlassen , denn es gehört zur „ Masche "" der KlimaKleriker , vom TE- Unsinn abzulenken .",person,C2022
971,klimakommissar,Er geht weiter : „ Der Zentralverband des KfzGewerbes hat sich bei EUKlimakommissar Miguel Arias Canete über das Geschäftsgebaren beschwert .,person,C2022
1003,klimakrieger,Diese Welt braucht keine Klimakrieger .,person,C2022
1002,klimakrieger,"Eine Umkehr wird es nur geben : a ) Wenn die Natur es selber den Klimakriegern zeigt , indem es kälter wird !",person,C2022
1007,klimakritiker,"Hinsichtlich COVID19 sollten KlimaAlarmisten und KlimaKritiker einräumen , dass globale Erwärmung ein NichtProblem ist .",person,C2022
1008,klimakritiker,"Man nimmt also neuerdings an , dass die Klimasensitivität eher zwischen … C liegt und damit am unteren , vom IPCC angegebenen Bereich ( was Klimakritiker schon längst annehmen ) .",person,C2022
1021,klimakönigin,"[ Einleitung durch Übersetzer ] Raimund Leistenschneider Das hat nun unsere „ Klimakönigin "" davon , tagein , tagaus , wie vor Jahr und Tag , die CBegrenzung zu fordern : Jetzt wird es nicht mehr warm genug und sie muss zu Hause bleiben .",person,C2022
1022,klimalaie,"Auch Herr Kämpfe hat dazu auf EIKE eine detaillierte Ausarbeitung geliefert : Lang anhaltende Dürreperiode in Teilen Deutschlands - eine kritische Analyse Der Klimalaie ahnt es anhand der wenigen Grafiken , die Experten wissen und bestätigen es , die SZ meldet für ihre Leser einfach das ideologisch geforderte Gegenteil .",person,C2022
1023,klimalaie,"Wieso kann ein KlimaLaie für Sie „ Stellvertretendes Beispiel "" sein , wenn es um Klimawissenschaft geht , Herr Prof .",person,C2022
1134,klimaleugner,Also kann es nur Sabotage der Klimaleugner sein oder der IS hat die Windkraftwerke bzw .,person,C2022
1132,klimaleugner,"Das zurSchaustellen der "" Klimaleugner "" ist eine Empfehlung von zwanzig Wissenschaftlern mit ernstem Gesicht , an der Rutgers , Columbia und anderen Institutionen , von angeblich höherer Bildung .",person,C2022
1052,klimaleugner,"Die Lobbyisten , gern aus dem Umkreis des USPräsidenten , gäben dabei befehlsartig die Themen und Kampagnen vor , die die „ Klimaleugner "" -Vereinigungen dann auszuführen hätten .",person,C2022
1135,klimaleugner,"In der Region habe sich der Meeresspiegel nicht wie von Klimaalarmisten angekündigt , erhöht , sondern vermindert . von AR Göhring Unsere Redaktion fand kürzlich in den unendlichen Weiten des Internets ein lustiges Video , das den englischhöflichen und durchaus charmanten Lord Monckton , seines Zeichens Wikipediageprüfter „ rechter Klimaleugner "" , im fachlichen Disput mit einer Anhängerin von Greenpeace , Klima & Co zeigt .",person,C2022
1120,klimaleugner,"Und das ist nicht nur die Meinung von „ typischen Klimaleugnern "" : Aussage des ehemaligen Vizedirektors des AWI , Prof .",person,C2022
1115,klimaleugner,"Aber vielleicht gibt es bald wieder Menschenopfer , Klimaleugner , die dem Gott des Klimas CO2neutral dargeboten werden .",person,C2022
1089,klimaleugner,"Wie weit sind wir noch davon entfernt , dass so genannte Klimaleugner auf offener Straße gelyncht werden ?",person,C2022
1036,klimaleugner,"Im Falle der wirklichen KlimaLeugner ignorieren diese belegbare Fakten und betonen ihr Leugnen , indem sie die Aufzeichnungen manipulieren .",person,C2022
1043,klimaleugner,"Wer jetzt noch Klimaleugner ist und die Notwendigkeit der Klimakonferenzen bestreitet , der gehört einfach weggesperrt oder sonstwie entsorgt !",person,C2022
1087,klimaleugner,Heute haben wir den Klimaleugner * innen von EIKE erneut einen Besuch abgestattet .,person,C2022
1059,klimaleugner,"Klimaleugner sind Völkermörder , denn sie liefern die Menschheit dem Kohlendioxid aus .",person,C2022
1110,klimaleugner,Projekthomepage : Klimaretter - Lebensretter [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung [ ] EIKE : Ärzte brauchen auf den Klimawandel medizinische Antworten [ ] EIKE : Beeinflussungen durch Starkregen nehmen in Deutschland nicht zu .,person,C2022
1100,klimaleugner,"Es blieb dem Musikwissenschaftler Parncutt von der Universitaet Graz vorbehalten , die Todesstrafe fuer Klimaleugner zu fordern , wobei er sich auf DESMOG bezog .",person,C2022
1041,klimaleugner,"Scheiterhaufen vorbereiten , Folterinstrumente für die Klimaleugner präparieren … . los gehts .",person,C2022
1045,klimaleugner,"Professor Michael Merrifield ( sicher kein „ Klimaleugner "" !",person,C2022
1034,klimaleugner,"Helmut Kuntz Eine sicher etwas überspitzte Interpretation der Aussage , welche Samoas Premierminister Tuilaepa Sailele kürzlich in einer Rede tätigte [ ] , in welcher er seine Wut auf Klimaleugner zum Ausdruck brachte und forderte , solche in Anstalten einzuweisen [ ] .",person,C2022
1079,klimaleugner,"Das würde bedeuten , dass die Flut von Gesetzen , mit denen die Bürger zu immer neuen Abgaben und Steuern gezwungen werden , um die Welt zu retten , nicht mehr zu rechtfertigen wäre … Es gibt keine Debatte über die Ursachen für den Klimawandel [ ] Eine Debatte über die Ursachen für den Klimawandel gibt es im politischen Deutschland nicht … Die Partei der Grünen , die die von Menschen gemachte Klimahybris zum Parteiprogramm erhoben hat , empörte sich in einer Anfrage an die Bundesregierung , ob sie wisse , dass Klimaleugner in den Räumen des Bundestags sprechen durften . … ( doch ) Es gibt aus den letzten Jahren cirka wissenschaftliche Veröffentlichungen , die die CO2Treibhausthesen widerlegen .",person,C2022
1109,klimaleugner,"Oktober : Premierminister von Samoa : Klimaleugner in Irrenanstalten einweisen [ ] WUWT August , : Samoan PM Demands "" Mental Confinement "" for Climate Deniers [ ] ABC News Aug : Samoan Prime Minister Tuilaepa Sailele hits out at climate change sceptics during fiery speech [ ] SPIEGEL ONLINE : Radikales ProfessorenPlädoyer „ Todesstrafe für Leugner des Klimawandels "" [ ] EIKE : Das Wochenende , an dem die Welt ( wieder ) begann unterzugehen [ ] EIKE .",person,C2022
1091,klimaleugner,Aber vielleicht hat Ötzi diese ja vor Jahren da oben versteckt um Klimaleugner wie mich zu verwirren .,person,C2022
1078,klimaleugner,"Im „ heiligen Zorn gegen die Klimaleugner "" ist schließlich alles gerechtfertigt .",person,C2022
1033,klimaleugner,"Zwar steht die reale Vaporisierung der „ Klimaleugner "" nicht auf der offiziellen Tagesordnung .",person,C2022
1122,klimaleugner,"In den USA gibt es Extremisten , die die Todesstrafe für „ Klimaleugner "" fordern .",person,C2022
1076,klimaleugner,"Er wurde nicht etwa mit seinem akademischen Grad vorgestellt , sondern als „ notorischer Klimaleugner "" .",person,C2022
1062,klimaleugner,"Falls wir jetzt Agenturen der [ US- ] Bundesregierung dazu bringen , gegen „ Klimaleugner "" zu ermitteln und diese zu verfolgen wegen „ falscher und irreführender Behauptungen "" , dann sollten wir verdammt nochmal das Gleiche auch den „ KlimaAlarmisten "" angedeihen lassen , welche unentwegt genau das Gleiche tun .",person,C2022
1057,klimaleugner,") „ Klimaleugner "" wie auch „ Virusleugner "" sind Begriffe aus der Propaganda , Stichwort „ Framing "" und sie sollen an den „ Holocaustleugner "" andocken .",person,C2022
1046,klimaleugner,"Oder sind Sie ein wirklicher KlimaLeugner - der die Kosten für fossile Brennstoffe , erneuerbare Energieverpflichtungen , Verordnungen , Subventionen und Mandate verleugnet ?",person,C2022
1031,klimaleugner,"Bis zu welchen Höhen sich der Hass gegen Andersdenkende aufschaukeln kann , hat vor wenigen Jahren ein Grazer Hochschullehrer demonstriert , der für „ Klimaleugner "" allen Ernstes öffentlich die Todesstrafe gefordert hat .",person,C2022
1096,klimaleugner,"Einer von Rezos Räubern meinte doch auch ganz klar , die Bürger sollten sich der sachlichen Wissenschaft und den „ Fakten "" anvertrauen und nicht auf unwissende Klimaleugner und so hören .",person,C2022
1030,klimaleugner,"Dieser setzt sich klug mit der medialen Abwertung der so genannten „ Klimaleugner "" auseinander .",person,C2022
1073,klimaleugner,"Von Michael Limburg In einem bewundernden Porträt des ZDF Wettermannes Özden Terli in der Online Ausgabe des Berliner Tagesspiegel wird dieser in den Himmel gehoben , und gleichzeitig „ Klimaleugner "" wie EIKE in Grund und Boden verdammt , und mit „ Rassisten , Sexisten , Islamophoben , Homophoben , Flüchtlingsgegnern , Verschwörungstheoretikern "" in einen Topf geworfen .",person,C2022
1146,klimaleugner,"Kein Wunder , würde ein „ Klimaleugner "" sagen , der Ausbau der erneuerbaren Energien war von Anfang an ungeeignet für alles , außer zur Wohlstandsverteilung von unten nach oben .",person,C2022
1138,klimaleugner,"HolocaustLeugner sind nicht für den Holocaust verantwortlich , aber KlimaLeugner würden , wenn sie Erfolg hätten , die Verantwortung für das enorme Leid , das durch die globale Erwärmung verursacht wird , mittragen "" [ ] .",person,C2022
1026,klimaleugner,"Das mit der hohen „ Dunkelziffer "" kann schon stimmen … die Logik ist für Klimaleugner ganz klar .",person,C2022
1104,klimaleugner,"Herausgekommen ist Erwartbares - „ Klimaleugner "" seien frustrierte Rentner , Widerspruch sei absurd , usw.etcpp .",person,C2022
1136,klimaleugner,"Viele Klimaskeptiker glauben , dass „ Klimaleugner "" ein Versuch ist , das Konzept der Hinterfragung des Kosens ' mit der „ HolocaustLeugnung "" zu verknüpfen .",person,C2022
1147,klimaleugner,"Pamphlet übertrifft Pamphlet - eine Inflation leerer Worthülsen : Populist , Rechtsextremist , ewig Gestriger , nicht weltoffen , bunt statt braun , Menschenverachter , Nazi , Hetzer , Rassist , Klimaleugner undundund .",person,C2022
1144,klimaleugner,"Wer mutmaßlich dahinter steckt dürfte auch nicht unklar sein : Zitat aus dem Artikel des Tagesspiegel ( Das Netzwerk der Klimaleugner ) : „ Er spricht über gestiegene Stromkosten für Verbraucher , über die Folgen für die Industrie .",person,C2022
1152,klimaleugner,"Es ist eindeutig keine „ Erfindung "" von „ Klimaleugnern "" , dass es vor Jahren auch Wissenschaftler gab , die eine Abkühlung des Klimas vorhergesagt hatten .",person,C2022
1084,klimaleugner,Warum stellen sie sich hinter einen Klimaleugner und Dummkopf ?,person,C2022
1060,klimaleugner,"Wären wir dann Klimaleugner , also Unmenschen ?",person,C2022
1032,klimaleugner,"Diese sei „ eine angemessene Sanktion für einflussreiche Klimaleugner "" .",person,C2022
1123,klimaleugner,Ich bin wohl kaum ein Klimaleugner .,person,C2022
1083,klimaleugner,"« MERKELS WORT » KLIMALEUGNER « MUSS ALARMIEREN » Klimaschutz « als Generalvollmacht gegen Recht und Freiheit Oma und Opa hätten es besser wissen können , denn die Spatzen pfeifen es von allen Dächern , dass die Windräder nur den Landverpächtern und den Projektierern nutzen .",person,C2022
1121,klimaleugner,"Bisher waren solche „ nur "" Klimaleugner , also eine notgedrungen gerade noch geduldete Spezies .",person,C2022
1080,klimaleugner,Nur auf Wissenschaftsseiten schaffen es die Ergüsse der Klimaleugner nicht .,person,C2022
1074,klimaleugner,"Dort treiben nämlich auch „ Klimaleugner "" ihr Unwesen .",person,C2022
1127,klimaleugner,"Gewalttätige Klimaleugner , gelenkt von EIKE ?",person,C2022
1088,klimaleugner,"Mit Parolen wie „ Hinter Klimaleugnung steht das Kapital "" oder „ Ob Klimaleugner oder AfD , stoppt den Rechtsruck in der BRD "" zeigten wir auf in welchem Interesse die Konferenz des AfD nahen Vereins steht .",person,C2022
1153,klimaleugner,"So einfach ist das , und wer das nicht glaubt , ist ein „ Klimaleugner "" .",person,C2022
1130,klimaleugner,"Besonders die Grünen und die SPD wollen es dann wie immer nicht gewesen sein , die CDU deklamiert „ Wir schaffen das "" , die Schuldigen sind im Zweifelsfall der Kapitalismus und die Klimaleugner ; - ) „ Thorium - Atomkraft ohne Risiko "" goo.gl / za1eSv",person,C2022
1047,klimaleugner,Die Leute haben entweder keine Ahnung und kennen ihre eigenen Daten nicht oder sie sind bezahlte Klimaleugner .,person,C2022
1094,klimaleugner,"[ Beifall ] Verlassen Sie dieses Treffen also bitte nicht mit einer tiefen Wut gegen Greta oder die Demonstranten oder sogar die Medien , die uns als Klimaleugner oder rechtsradikale Egoisten darstellen möchten .",person,C2022
1142,klimaleugner,Al Gore erneuerte jüngst seine Forderung nach Bestrafung der Klimaleugner ( wie sie abschätzig von den Dogmatikern genannt werden ) .,person,C2022
1071,klimaleugner,"Fabeck für „ Klimaleugner "" die Gefängnisstrafe einzuführen .",person,C2022
1114,klimaleugner,"Wer wird finanziell gemästet - die „ Klimaleugner "" . . .",person,C2022
1040,klimaleugner,"Darin wurde auch Kröpelin erwähnt und „ Männer über "" als „ Klimaleugner "" diffamiert .",person,C2022
1151,klimaleugner,"Es ist eindeutig keine „ Erfindung "" von „ Klimaleugnern "" , dass es vor Jahren auch Wissenschaftler gab , die eine Abkühlung des Klimas vorhergesagt hatten .",person,C2022
1063,klimaleugner,"Ärzte sollen FossilAusstieg fordern [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung „ Wenn man in der Eifel unterwegs ist , merkt man , das ist nicht mehr nur Wetter , das ist schon Klima !",person,C2022
1103,klimaleugner,Juli : Überbevölkerungsprobleme bekämpfen wir ganz aktiv - durch noch mehr CO2Reduktion Quellen [ ] Spektrum.de : KLIMAWANDEL Blind für die ferne Zukunft [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung [ ] EIKE .,person,C2022
1066,klimaleugner,"Was bedeutet der Tatbestand „ Klimaleugnen "" und welches Vergehen begeht der „ Klimaleugner "" ?",person,C2022
1129,klimaleugner,"Die Psychologie der „ Klimaleugner "" - Teil II Vor kurzem begann ich eine kleine Reihe über die Strategien zur „ psychologischen "" Diffamierung von Klimaskeptikern , die ich mit diesem Artikel fortsetze .",person,C2022
1131,klimaleugner,"Kritiker wie EIKE , die schon lange vor dem Zustand warnten , wie er jetzt immer deutlicher zu Tage tritt , wurden und werden mundtot gemacht , von manchen Professoren wird sogar die Todesstrafe für „ Klimaleugner "" gefordert .",person,C2022
1053,klimaleugner,"Herr Hansen ist übrigens der Vater der Idee von der menschgemachten Erwärmung in den USA und daher wohl als „ Klimaleugner "" ungeeignet .",person,C2022
1097,klimaleugner,"Als „ Klimaleugner "" ist man immer wieder platt , wenn man so etwas liest .",person,C2022
1116,klimaleugner,"Aber vielleicht gibt es bald wieder Menschenopfer , Klimaleugner , die dem Gott des Klimas CO2neutral dargeboten werden .",person,C2022
1092,klimaleugner,"Im politischen Bereich macht gerade das Wort der cancel culture die Runde ; es geht darum , „ Klimaleugnern "" und anderen „ Rechten "" wie Dieter Nuhr oder Lisa Eckhart ( EIKE sowieso ) jede Möglichkeit zu nehmen , sich kritisch zu äußern .",person,C2022
1067,klimaleugner,"Der eigentliche Skandal ist , dass die USJustizministerin Loretta Lynch so wenig naturhistorisches Wissen besitzt , dass sie an das FBI eine Anfrage gerichtet hat herauszufinden , ob Kriterien vorliegen , die es Gerichten gestatten , zivilrechtlich gegen „ Klimaleugner "" vorgehen zu können .",person,C2022
1044,klimaleugner,"Mein persönlicher Eindruck : So viel besser hätten wir „ Klimaleugner "" das gar nicht hingekriegt ! ! !",person,C2022
1069,klimaleugner,"Denn es geht hier nicht um Meinungen , wie wir in einem auf der Front angekündigten ( « Klimaleugner diffamieren Wissenschaftler » ) mehrseitigen Bericht ( « Im Netz der Klimaleugner » ) erfahren .",person,C2022
1106,klimaleugner,"Limburg ist der Familienname folgender Personen : • • • Michael Limburg ( * ) , deutscher Politiker ( AfD ) und Klimaleugner Ich glaube das genügt .",person,C2022
1108,klimaleugner,"In einem Video schlägt Sailele vor , alle Klimaleugner in Irrenanstalten unterzubringen … Denn unsere Atolle sind bereits vom Klimawandel betroffen ABC News : [ ] … „ Während der Klimawandel von einigen in der Region als eine langsam einsetzende Bedrohung angesehen wird , werden seine negativen Auswirkungen bereits von den Inselgemeinschaften wahrgenommen "" , sagte er .",person,C2022
1143,klimaleugner,"Es ist glasklar , was sie sagen würden , wenn Klimaleugner * innen zB . eine Vorlesung von Anders Levermann stören würden .",person,C2022
