;concept;origin;pattern;keyword;annotation
344;person;C2022;klimafachkraft;"Doch eine Klimafachkraft mit der Ausbildung Kauffrau kann dieses simulierte Restrisiko welches ihr wohl von einer „ KlimaSimulationsfachkraft "" berichtet wurde für Bayerns Bürger selbstverständlich nicht eingehen : Bayerischer Landtag .";None
347;person;C2022;klimafanatiker;Macht er sich eben damit zu einem gefundenen fressen fuer die Klimafanatiker ? , dass ja eben nicht diese Bedarfe erfuellt sein muessen , und damit die Anzahl erfordlicher Windturbinen eben weniger ist : so einfach laesst sich da nunmal nicht rechnen , wenn man nicht zuviel des Guten mit Millionen von Windkraftanlagen bauen zu tun haben will .;External
346;person;C2022;klimafanatiker;Anstatt dass sich diese Klimafanatiker fragen würden : cui bono ?;External
348;person;C2022;klimafeind;Die Klimatisten haben den Klimafeind aggressiv im Visier : Es ist der Rindfleisch essende , Auto fahrende , Flugzeug fliegende und CO2produzierende Individualist , der selbstbestimmte Mensch , vornehmlich Mann , vornehmlich weiss , denn gegen Migrationsbewegungen aus dem Süden haben die Klimatisten nichts , also der industrielle Nordmensch , der sich nicht ins Kollektiv , in die Kolchose einer von oben gelenkten CO2neutralen Herde zwangseinweisen lassen will .;Self
353;person;C2022;klimaflüsterer;"Z.B . für die beiden insgesamt Sekunden langen Einspieler aus dem Interview mit mir , dem „ Einflüsterer der AfD "" wie mich die Offstimme - sozusagen als dem Klimaflüsterer vom Dienst - zwar in der Sache falsch , zu nennen geruhte .";Self
354;person;C2022;klimafreund;"Moderne Heuschrecken sind geschworene „ Klimafreunde "" Die für Eisbären begeisterten Schüler scheinen sich gar nicht dafür zu interessieren , dass die allerübelsten Heuschrecken heute in der Wall Street oder den Bankenvierteln anderer Finanzmetropolen sitzen und sich diebisch freuen , dass Kinder weltweit für ihre Profite trommeln .";External
85;person;P2022;klimafreund;Hallo liebe Klimafreunde , bin ebenso ein junger Klimafreund , möchte nur ein paar Anmerkungen zu eurer Zusammenfassung zur GradStudie machen … Ihr schreibt : „ Im Sektor der Energiewirtschaft fand das Institut unter anderem heraus , dass erneuerbare Energien und explizit die Wind- und Solarenergie in den kommenden Jahren stark ausgebaut werden müssen .;Self
86;person;P2022;klimafreund;"Ein Kommentar zu „ Keine Kohle für die Kohle - Woche / "" Liebe Klimafreunde , diese Woche habe ich mich furchtbar geärgert über die verlogene Klimadiskussion im Bundesrat .";Self
87;person;P2022;klimafreundin;Doch es gibt eine weitere natürliche Klimafreundin , über die kaum einer spricht : die Hecke .;Self
359;person;C2022;klimaführerin;"Es gilt der Spruch : Sprach der König zum Priester : „ Halt Du sie dumm ich mach sie arm "" An dieser Äußerung ist gut erkennbar für wie blöde die Klimaführerin ihr Volk hält .";External
360;person;C2022;klimagangster;) Womöglich wird es gegen die Klimagangster eines Tages sogar eine ganz offizielle Anklage geben , wenn sie die Welt oder zumindest einen maßgebenden Teil derselben in den Abgrund gestürzt und zahllose Menschen zu Opfern ihrer letztlich genozidalen Politik gemacht haben .;External
362;group;C2022;klimagarde;November : Der Train to Bonn ist angekommen - Abschlussinformation EIKE : Die junge Klimagarde mit der Weltrettungsbibel von Frau Hendricks auf dem Weg zum Train to Bonn [ ] EIKE : Staaten für mehr Klimaschutz verklagen ist cool [ ] EIKE : Klimaseniorinnen verklagen die Schweiz wegen Grad - unterstützt von Greenpeace und den Schweizer Grünen [ ] EIKE : Das Europäische Parlament : Durch Folgen des Klimawandels Vertriebenen soll ein spezieller , internationaler Schutzstatus gewährt werden [ ] EIKE .;External
361;group;C2022;klimagarde;EIKE : Die junge Klimagarde mit der Weltrettungsbibel von Frau Hendricks auf dem Weg zum Train to Bonn Inzwischen sind diese Klimabotschafter * innen dort angekommen und mit Elan aktiv .;External
366;person;P2022;klimagnom;In Deggendorf hat uns leider nicht nur Corona einen Strich durch die Rechnung gemacht , sondern auch Kunz der Klimagnom .;External
407;person;C2022;klimagott;verbiegen , um dem Klimagott zu huldigen .;External
406;person;C2022;klimagott;"Unglaublich wie sich das ZDF auf dem Niveau einer Weltuntergangssekte bewegt , in dem man natürliche Ereignisse - nichts anderes sind Waldbrände - einem strafenden „ Klimagott "" zuschreibt .";External
409;person;C2022;klimagöttin;"Politiker die sie regieren und der neuen „ Klimagöttin Greta "" der sie nachlaufen ! ! ! ! ! ! ! !";External
410;person;C2022;klimahardliner;Wenn man die Geschichten der Klimahardliner hört , könnte man fast auf den Gedanken kommen , vor hätten allerorten klimatisch himmlische Zustände geherrscht , die der Mensch dann mutwillig zerstört habe .;External
559;person;C2022;klimahüpfer;CO2 kühlt den Planeten und die Klimahüpfer werden das auch bald begreifen - aber wie die Wende kriegen ?;External
556;person;C2022;klimahüpfer;Weiterbildung Um mehr Sachkunde zum sich stetig wandelnden Klima und den möglichen Einflüssen des Menschen darauf zu bekommen , werden FfF Klimahüpfer von Organisatoren ( mit Unterstützung durch öffentliche Gelder ) weitergebildet .;External
558;person;C2022;klimahüpfer;Aber die rührselige Geschichte von den Eisbären oder den armen Einwohnern von Tuvalu , die elendiglich ertrinken , saugen die Kleinen auf wie eine Gutenachtgeschichte . hanns graf , genau das gleiche habe ich am freitag auch erlebt . ich war bei ca . klimahüpfern , allerdings ganz alleine der gegener . bin mehrfach eingekesselt worden , auf fragen konnte nicht geantwortet werden , oder falsch ( % co2 ) ! !;External
557;person;C2022;klimahüpfer;Daß Michelsen und Holtemöller , Rahmstorf und Luisa Neubauer und ihre Tausenden Klimahüpfer weniger fliegen , sich keine Knisterkamine mehr einbauen und fleißig Fahrrad fahren ?;External
550;person;C2022;klimahysteriker;Die sehr verdienstvollen und sorgfältigen experimentellen Untersuchungen des Autors bestätigen m.E . zweifelsfrei , wie die vielen KlimaHysteriker mit Scheinbeweisen a la Al Gore und Quaschning hinters Licht geführt wurden .;External
551;person;C2022;klimahysteriker;Heißt das , die Klimahysteriker haben zugegeben , daß sie nur FantasieSzenarien produzieren ?;External
537;person;C2022;klimahysteriker;In einer Zeit der medialen Dauerbeschallung und - Verblödung durch die Klimahysteriker und ÖkoSozialisten ist es enorm wichtig , Eike als Gegenpol zu haben .;External
544;person;C2022;klimahysteriker;""" Manchmal habe ich den Eindruck , sogar die Klimahysteriker haben das eingesehen .";External
545;person;C2022;klimahysteriker;"To . / p.a . als „ EISPulver "" ) - das erzeugt „ erwiesenermassen "" ( / 11FlugVerbote ) mind . ein „ EINKarätiges "" TemperaturDelta „ auf Erden "" Den Klimahysterikern sei gesagt : So wie ich gelesen habe , soll das zweitwärmste Jahr gewesen sein .";External
528;person;C2022;klimahysteriker;Für mich ist ein solches politisch motiviertes Vorgehen der Klimahysteriker entgegen des wissenschaftlichen Kodex .;External
536;person;C2022;klimahysteriker;"Wenn man so einfach wie ein Herr Schellnhuber denken würde , müsste man eigentlich folgenden Schluß ziehen : war ein sehr warmes Jahr , gab es sehr wenige Unwetterschäden , folglich je wärmer , desto weniger Unwetter ; - ) Als normal / nicht ideologisch denkender Mensch kann man ganz einfach folgenden Schluß ziehen , und das wurde auf EIKE oft genug betont : die Anzahl und Schwere der Unwetter sind absolut unbeeinflußt von der Durchschnittstemperatur auf diesem Planeten und noch weniger von den Vorhersagen der Klimahysteriker .";External
548;person;C2022;klimahysteriker;Die Klimahysteriker wollen ja unbedingt , dass insgesamt gesehen , kein neues co2 entsteht .;External
533;person;C2022;klimahysteriker;Ich bin nun wahrlich kein Linker , kein Klimahysteriker und kein Ideologe , aber der Sohn eines Bauern schon und darum ist mir vielleicht stärker bewusst das wir übervölkert sind .;External
532;person;C2022;klimahysteriker;Wenn sich die Klimahysteriker mit ihren KatastrophenPrognosen völlig irren , dann geben sie ihren Irrtum nicht öffentlich zu , sondern sie ändern still und heimlich ihre falschen Behauptungen .;External
539;person;C2022;klimahysteriker;She . hierzu auch : Oder anders gesagt : schaltet allen Klimahysterikern den Strom und die Heizung ab , nehmt ihnen die Autos weg und verbietet ihnen Flugreisen ( das als allererstes ) .;External
535;person;C2022;klimahysteriker;An alle Klimahysteriker : Alles läuft nach Plan , wir dürfen alle weiterleben , ausser Ihr entzieht den Menschen ihre wirklichen Lebensgrundlagen , indem Ihr ihnen Ihre dringend benötigten Energiequellen wegnehmt .;External
540;person;C2022;klimahysteriker;Josef Kowatsch , Stefan Kämpfe Die Klimahysteriker behaupten , dass der angeblich fürchterliche Klimawandel nahezu ausschließlich menschengemacht wäre .;External
547;person;C2022;klimahysteriker;""" Fürchten da die beiden Klimahysteriker etwa um ihre Reputation ?";External
527;person;C2022;klimahysteriker;Eine solche Verdoppelung treibt den Klimahysterikern die Panik in die Augen , denn es ist ein Ausmaß , bei dem sie die eigene Verdampfung erwarten .;External
543;person;C2022;klimahysteriker;Frage an die Klimahysteriker : hat er eine dieselbetriebene Schneefräse dabei gehabt ?;External
531;person;C2022;klimahysteriker;"Er ist zur „ Wissenschaftlerfraktion "" der Klimahysteriker gewechselt .";External
529;person;C2022;klimahysteriker;"Selbst unsere Klimahysteriker , falls es ihnen wirklich um CO2Vermeidung geht , wären befriedigt ; - ) Ihre Theorie , dass die Kernforschung und der Bau von Kernkraftwerken nur betrieben wurde , um , wie Sie es ausdrücken , „ den Klimanotstand herbeizulügen "" , ist schon sehr weit hergeholt .";External
553;person;C2022;klimahysteriker;Doch in seinem Buch Die kalte Sonne widerlegte er zentrale Thesen der Klimahysteriker .;External
542;person;C2022;klimahysteriker;"Ein Kasseler Professor für Umweltsystemanalyse und -Psychologie , man könnte auch sagen : ein beamteter Klimahysteriker , findet die Transformationsideen seiner Potsdamer Mitstreiter „ elegant "" .";External
530;person;C2022;klimahysteriker;Wenn man so manche Überlegungen von ernstmeinenden Klimahysterikern folgt , muss man schockiert feststellen : So abwegig ist dieser Gedanke für manche Menschen nicht .;External
534;person;C2022;klimahysteriker;Und so empfindet dies auch die Vegetation , also der Wald in der freien Fläche außerhalb der urbanen Ansiedlungen . so ist es . bedenkt man , dass der El Nino / noch etwas stärker war , als , so zeigt es das ganz Elend der Klimahysteriker .;External
377;person;P2022;klimahysteriker;""" Nicht verwunderlich dass daher auch gerade die entsprechende Presse ( BILD etc . ) sich an der Kürung dieses Unwortes reibt und eine Diffamierung der Bürger sieht , „ die sich an den radikalen Auswüchsen der KlimaschutzBewegung stören "" Gemäß einem Kommentar in der „ Zeit "" , sind die wahren „ Klimahysteriker "" die Klimaleugner , deren „ Scheinrealität , in der nicht zuletzt die Gesetze der Physik pseudowissenschaftlich neu definiert werden "" zur „ Weigerung manch älterer Männer [ führt ] die Realitäten des Klimawandels anzuerkennen "" Leider sitzen solchermaßen ideologisierende Herren , wie das Kinderliedchen mit der Oma zeigt , auch ganz ganz oben im WDR ( oder der „ Welt "" ) , und unser Fallbeispiel offenbart doch auch ganz klar , wer wirklich die „ Hysteriker "" und irrational Empörten sind . . , jedenfalls nicht die Klimabewegung und nicht FFF !";External
566;person;C2022;klimaikone;"Viele Kritiker der KlimaIkone zeigen ihren Missmut neuerdings auch mit mehr oder weniger stubenreinen FahrzeugAufklebern wie „ Schnüffel an meinem Auspuff , Greta "" oder „ Fuck you Greta .";External
565;person;C2022;klimaikone;Mit von der Runde war auch unsere deutsche Kinderklimaikone und Vielfliegerin Luisa Marie Neubauer .;External
567;person;C2022;klimainsider;Nicht wenige der Klimarealisten , wie z.B . der KlimaInsider und ComputerKlimamodellExperte Dr .;None
581;person;C2022;klimajünger;Wer da mit Jahresmittelwerte herum hantiert , versündigt sich genau so wie ein Klimajünger .;External
582;person;C2022;klimajünger;Interessanterweise scheint aber Klimajüngern nicht bekannt zu sein , welch große Rolle CO2 Gas oder tiefkaltes CO2 bei der Herstellung von Lebensmitteln wie Brot und Hefegebäcken oder Getränken wie Bier oder Sekt - hier entstehen durch die Vergärung der Hefe neben Alkohol auch CO2 in einem Umfang , der die Autoverkehrsemissionen bei weitem übertrifft - bzw . in der Technik spielt und Millionen Tonnen jährlich industriell hergestellt werden .;External
583;person;C2022;klimajünger;Es ist wieder einmal pfiffiges Marketing der Klimajünger , dieses Projekt nun als Schutz vor Gefahren des Klimawandels zu verkaufen .;External
378;person;P2022;klimajünger;"Expertenrunden und aggressiver werdende Hetze ( „ Mythen der Klimajünger "" ) platzieren den INSMStandpunkt ( „ Augenmaß "" beim Klimaschutz zum Schutz der betroffenen Industrie ) als alleinige Wahrheit .";None
585;person;C2022;klimakaiserin;Es war der Tag , an dem die AfD auf einer als historisch anzusehenden , aber medial fast völlig übergangenen Pressekonferenz , den zahlreich versammelten Medienvertretern , die entsetzliche Wahrheit mitteilen musste , das die Klimakaiserin Merkel keine Kleider an hat .;External
586;group;C2022;klimakamarilla;Es braucht integre Forscher aus der gesamten Naturwissenschaft , Wirtschaftswissenschaft und Technik , die von außen die KlimaKamarilla durchleuchten und sich an die Öffentlichkeit wenden , um die ganze Absurdität aufzudecken .;External
380;person;P2022;klimakanzler;Ihr alle seid oder werdet auch Wähler , informiert Euch über die Programme der Parteien und trefft eine kompetente Wahl , spätestens geht Merkel , vielleicht kann man ja eine ( n ) echte ( n ) Klimakanzler ( in ) wählen .;Self
611;person;C2022;klimakanzlerin;Kann sie sich auch glatt leisten , denn die rotgrünen KlimaHofberichterstatter in den Medien haben alles im Griff und bringen zuverlässig , was der rotgrünen KlimaKanzlerin gefällt !;External
603;person;C2022;klimakanzlerin;"Dass er der Versuchung erlegen ist , sich im Deutschland der „ KlimaKanzlerin "" mit einem politisch korrekten Thema als grüner MedienLiebling zu inszenieren , ist für mich nachvollziehbar .";External
600;person;C2022;klimakanzlerin;"Brasilien wählte einen überzeugten und radikalen AntiUmweltAktivisten zum Präsidenten , und Deutschlands Kanzlerin Angela Merkel bestätigte ihre Rückzugspläne , womit sie ihr bereits schwächelndes Image als „ KlimaKanzlerin "" und Europas Führerin in diesem Bereich weiter schwächte .";External
610;person;C2022;klimakanzlerin;Bloß unter keinen Umständen die Klimakanzlerin und ihre politischen Vasallen verärgern .;External
599;person;C2022;klimakanzlerin;Bolsonaro in , Merkel out : Die Pariser KlimaBande zerfällt Während die Brasilianer einen neuen , klimaskeptischen Präsidenten gewählt haben , hat Deutschlands , KlimaKanzlerin ' Angela Merkel angekündigt , sich nach und nach aus allen ihren politischen Ämtern zurückzuziehen .;External
597;person;C2022;klimakanzlerin;"Was war der stinkig ! : ) ) & : ) ) Der hat indirekt alle G6 Länder der Heuchelei bezichtigt . : ) ) Und der „ Klimakanzlerin "" warf er Langsamkeit vor und die Ziele für könnten nicht mehr erreicht werden .";External
613;person;C2022;klimakanzlerin;Unsere Klimakanzlerin postuliert doch immer , dass sie die Dinge vom Ende her betrachtet .;External
595;person;C2022;klimakanzlerin;"Darf ich sie daran erinnern , dass es von bis eine schwarzgelbe Regierungskoalition gab und Merkel nicht erst seit heute die „ KlimaKanzlerin "" ist ?";External
606;person;C2022;klimakanzlerin;Genau das tut die Klimakanzlerin , Deutschland rettet alles und jeden und das auch noch alleine , die anderen sollen sehen , wie toll wir das so alles hinkriegen und versuchen mit ihren beschränkten Mitteln nachzumachen .;External
614;person;C2022;klimakanzlerin;Hätten Sie gewusst , dass selbst Bundesministerien heute von der als « KlimaKanzlerin » verehrten Angela Merkel auf Kurs gebracht noch vor wenigen Jahren erhebliche Zweifel am menschengemachten Klimawandel anmeldeten ?;External
605;person;C2022;klimakanzlerin;"Deshalb schaue ich mir inzwischen die Nachrichten nicht mehr an - genauso wie die Neujahrsansprache unserer „ Klimakanzlerin "" .";External
604;person;C2022;klimakanzlerin;Und als ein besonders ähnlich gläubiger Mensch wie unsere Pfarrerstochter und Klimakanzlerin ist er bisher auch noch nicht aufgefallen : Interessant wäre nun noch herauszufinden , was Marine Le Pen von der AGW - Theorie hält . : - ) Die Klimadonna interessiert ja anscheinend gar nichts , was provozieren könnte , diese Religion anzugreifen , sie knallt ja noch die Energiewende drauf !;External
608;person;C2022;klimakanzlerin;Sie stolpern über Ihre eigenen Füße und dies erinnert mich wiederum an unsere Klimakanzlerin und deren Hofintriganten .;External
601;person;C2022;klimakanzlerin;Allen voran unsere Klimakanzlerin , die überraschend kurz vor der aktuellen Bundestagswahl ihre Linie des Versteckens und des Agierens über das Ziehen von Strippen im Hintergrund aufgegeben hat .;External
607;person;C2022;klimakanzlerin;"Hartmut Bachmann hat doch die Entstehung des Klimahypes beschrieben , und alles , was Rang und Namen hat , incl . unserer Klimakanzlerin , hat irgendwann in den vergangenen Jahren offen zugegeben , dass es nicht um Umweltschutz geht , sondern um Umverteilung des Kapitals in einer „ neuen Ordnung "" , die wir ja alternativlos zu wollen haben .";External
596;person;C2022;klimakanzlerin;"Aber was würde im EnergiewendeDeutschland der „ KlimaKanzlerin "" , die alle große Firmen und außeruniversitären Forschungseinrichtungen auf Kurs gebracht hat , passieren , wenn Axel Bojanowski schreiben würde : „ Die moderne Warmphase - kein Spielraum für CO2 "" .";External
389;person;P2022;klimakanzlerin;"Bald danach stellt die „ Klimakanzlerin "" Angela Merkel das Klimapaket ihrer Kommission als großen Erfolg dar und erklärt scheinheilig : „ Wir alle haben den Weckruf der Jugend gehört "" Kommentare zu „ Woche / - How dare you ?";Self
385;person;P2022;klimakanzlerin;"Also ran an die politisch Verantwortlichen , vorneweg unsere „ Klimakanzlerin "" und ihre NachfolgeKandidatinnen und Kandidaten .";Self
382;person;P2022;klimakanzlerin;Mühlhaus ' Woche Klimakanzlerin a .;Self
384;person;P2022;klimakanzlerin;"Ein Wahlkampf wo dies Thema faktisch unbedeutend war , und Merkel , die medial auserkorende „ Klimakanzlerin "" ( was ein Etikettenschwindel !";Self
386;person;P2022;klimakanzlerin;"Die beschönigte Rede der ehemaligen „ Klimakanzlerin "" ist angesichts der vorangegangenen Entscheidungen und Taten wenig Wert .";Self
383;person;P2022;klimakanzlerin;Vor etwa Jahren warnte unsere damalige Klimakanzlerin Merkel beim Petersberger Klimadialog vor schwersten verheerenden Nebenwirkungen für Menschen und Ökosysteme , sollte die Erderwärmung nicht begrenzt werden .;Self
388;person;P2022;klimakanzlerin;"Die Bundesregierung hat in all diesen Punkten versagt , obwohl sie seit fast Jahren doch angeblich von einer "" Klimakanzlerin "" geführt wird .";Self
625;person;C2022;klimaketzer;KlimaKetzer « Die am .;Self
624;person;C2022;klimaketzer;Wo sich die SZ doch zurecht als eine Art Opus Dei und medialer Exorzist der Klimakirche ansieht , gewissermaßen als Missionar ( in ) im Dauerfronteinsatz gegen Klimaketzer ?;Self
661;person;C2022;klimaklempner;"GeoEng und hier : „ Die KlimaKlempner "" : ) * Anmerkung der EIKERedaktion : Dieser Aufsatz ist zuerst erschienen in der Preußischen Allgemeinen Zeitung ; .";External
662;person;C2022;klimakleriker;Sie haben das Problem mit den Klimaklerikern sehr schön beschrieben .;External
663;person;C2022;klimakleriker;"Und dahin sollten wir wieder zurück ; ich wollte eigentlich nie wieder auf diese Weise das eigentliche Thema verlassen , denn es gehört zur „ Masche "" der KlimaKleriker , vom TE- Unsinn abzulenken .";External
665;person;C2022;klimakommissar;Er geht weiter : „ Der Zentralverband des KfzGewerbes hat sich bei EUKlimakommissar Miguel Arias Canete über das Geschäftsgebaren beschwert .;External
391;person;P2022;klimakommissar;Gespräche mit Timmermans zur GAP In den letzten beiden Wochen gab es Tweetstorms , jede Menge Input auf Social Media und Gespräche - Anuna De Wever , Adélaïde Charlier , Greta Thunberg und Luisa Neubauer haben sich am mit Klimakommissar Frans Timmermans getroffen , um mit ihm über unsere Forderung , die GAP zu kippen , zu reden .;Self
704;person;C2022;klimakönigin;"[ Einleitung durch Übersetzer ] Raimund Leistenschneider Das hat nun unsere „ Klimakönigin "" davon , tagein , tagaus , wie vor Jahr und Tag , die CBegrenzung zu fordern : Jetzt wird es nicht mehr warm genug und sie muss zu Hause bleiben .";External
689;person;C2022;klimakrieger;Eine Umkehr wird es nur geben : a ) Wenn die Natur es selber den Klimakriegern zeigt , indem es kälter wird !;External
690;person;C2022;klimakrieger;Diese Welt braucht keine Klimakrieger .;External
692;person;C2022;klimakritiker;Hinsichtlich COVID19 sollten KlimaAlarmisten und KlimaKritiker einräumen , dass globale Erwärmung ein NichtProblem ist .;Self
693;person;C2022;klimakritiker;Man nimmt also neuerdings an , dass die Klimasensitivität eher zwischen … C liegt und damit am unteren , vom IPCC angegebenen Bereich ( was Klimakritiker schon längst annehmen ) .;Self
706;person;C2022;klimalaie;"Wieso kann ein KlimaLaie für Sie „ Stellvertretendes Beispiel "" sein , wenn es um Klimawissenschaft geht , Herr Prof .";External
705;person;C2022;klimalaie;Auch Herr Kämpfe hat dazu auf EIKE eine detaillierte Ausarbeitung geliefert : Lang anhaltende Dürreperiode in Teilen Deutschlands - eine kritische Analyse Der Klimalaie ahnt es anhand der wenigen Grafiken , die Experten wissen und bestätigen es , die SZ meldet für ihre Leser einfach das ideologisch geforderte Gegenteil .;External
749;person;C2022;klimaleugner;Denn es geht hier nicht um Meinungen , wie wir in einem auf der Front angekündigten ( « Klimaleugner diffamieren Wissenschaftler » ) mehrseitigen Bericht ( « Im Netz der Klimaleugner » ) erfahren .;Self
830;person;C2022;klimaleugner;"Es ist eindeutig keine „ Erfindung "" von „ Klimaleugnern "" , dass es vor Jahren auch Wissenschaftler gab , die eine Abkühlung des Klimas vorhergesagt hatten .";Self
770;person;C2022;klimaleugner;"Zum Thema Klimadiskussion ist die bedeutendste Revision der Ersatz des Begriffs „ Klimaskeptiker "" durch „ KlimaLeugner "" .";Self
811;person;C2022;klimaleugner;"Das zurSchaustellen der "" Klimaleugner "" ist eine Empfehlung von zwanzig Wissenschaftlern mit ernstem Gesicht , an der Rutgers , Columbia und anderen Institutionen , von angeblich höherer Bildung .";Self
810;person;C2022;klimaleugner;"Kritiker wie EIKE , die schon lange vor dem Zustand warnten , wie er jetzt immer deutlicher zu Tage tritt , wurden und werden mundtot gemacht , von manchen Professoren wird sogar die Todesstrafe für „ Klimaleugner "" gefordert .";Self
741;person;C2022;klimaleugner;Wären wir dann Klimaleugner , also Unmenschen ?;Self
805;person;C2022;klimaleugner;Doch das Muster , welches das Zürcher Intelligenzblatt hemmungslos bespielt , scheint sich in den akademischen Sphären global durchzusetzen : Die Klimaforschung ist nicht ein Ringen um das bessere Argument , sondern ein Kampf zwischen Wissenden und Dumpfbacken , Fortschrittlichen und Ewiggestrigen , Menschenfreunden und Menschenfeinden ( siehe « Top Five der Klimaleugner » , Seite ) .;Self
787;person;C2022;klimaleugner;"Forscher und Experten mit Prof . und Dr . im Titel sich an diesem Spiel beteiligen ; mit der Sintflut drohen ( m meerespiegel mehr ) , mit * Selbstverbrennung * ( Schellnhuber ) , die Strafe der * Natur * beschwören ( Stürme , Regen , Tornados , Dürre … ) Dämme um die Nordsee bauen wollen , Geburtenverbot fordern , auch schon mal Kannibalismus empfehlen , die Todestrafe für Klimaleugner einführen möchten , von * Kulturrevolution * schwafeln , Demokratie als * nicht hilfreich * ansehen , oder auch solch krude Ideen wie ich unten schrieb ( Human- Engeneering : kleinere Menschen benötigen weniger Nahrung , Fleischallergie hervorrufen , Menschen mit Katzenaugen benötigen weniger Licht … . ) verbreiten .";Self
812;person;C2022;klimaleugner;"Geahnt haben das wohl nicht nur die „ Klimaleugner "" , sondern sogar die GEZMedien .";Self
714;person;C2022;klimaleugner;"Bis zu welchen Höhen sich der Hass gegen Andersdenkende aufschaukeln kann , hat vor wenigen Jahren ein Grazer Hochschullehrer demonstriert , der für „ Klimaleugner "" allen Ernstes öffentlich die Todesstrafe gefordert hat .";Self
709;person;C2022;klimaleugner;"Das mit der hohen „ Dunkelziffer "" kann schon stimmen … die Logik ist für Klimaleugner ganz klar .";Self
716;person;C2022;klimaleugner;"Zwar steht die reale Vaporisierung der „ Klimaleugner "" nicht auf der offiziellen Tagesordnung .";Self
764;person;C2022;klimaleugner;Warum stellen sie sich hinter einen Klimaleugner und Dummkopf ?;Self
771;person;C2022;klimaleugner;Aber vielleicht hat Ötzi diese ja vor Jahren da oben versteckt um Klimaleugner wie mich zu verwirren .;Self
769;person;C2022;klimaleugner;Wie weit sind wir noch davon entfernt , dass so genannte Klimaleugner auf offener Straße gelyncht werden ?;Self
813;person;C2022;klimaleugner;Also kann es nur Sabotage der Klimaleugner sein oder der IS hat die Windkraftwerke bzw .;Self
799;person;C2022;klimaleugner;"Und das ist nicht nur die Meinung von „ typischen Klimaleugnern "" : Aussage des ehemaligen Vizedirektors des AWI , Prof .";Self
781;person;C2022;klimaleugner;"Doch dann sollten sie einfach versuchen , sachlich dagegen zu argumentieren , statt den vermeintlichen „ Klimaleugner "" an den Pranger zu stellen .";Self
806;person;C2022;klimaleugner;Gewalttätige Klimaleugner , gelenkt von EIKE ?;Self
796;person;C2022;klimaleugner;Aber vielleicht gibt es bald wieder Menschenopfer , Klimaleugner , die dem Gott des Klimas CO2neutral dargeboten werden .;Self
790;person;C2022;klimaleugner;Projekthomepage : Klimaretter - Lebensretter [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung [ ] EIKE : Ärzte brauchen auf den Klimawandel medizinische Antworten [ ] EIKE : Beeinflussungen durch Starkregen nehmen in Deutschland nicht zu .;Self
832;person;C2022;klimaleugner;"So einfach ist das , und wer das nicht glaubt , ist ein „ Klimaleugner "" .";Self
759;person;C2022;klimaleugner;Das würde bedeuten , dass die Flut von Gesetzen , mit denen die Bürger zu immer neuen Abgaben und Steuern gezwungen werden , um die Welt zu retten , nicht mehr zu rechtfertigen wäre … Es gibt keine Debatte über die Ursachen für den Klimawandel [ ] Eine Debatte über die Ursachen für den Klimawandel gibt es im politischen Deutschland nicht … Die Partei der Grünen , die die von Menschen gemachte Klimahybris zum Parteiprogramm erhoben hat , empörte sich in einer Anfrage an die Bundesregierung , ob sie wisse , dass Klimaleugner in den Räumen des Bundestags sprechen durften . … ( doch ) Es gibt aus den letzten Jahren cirka wissenschaftliche Veröffentlichungen , die die CO2Treibhausthesen widerlegen .;Self
826;person;C2022;klimaleugner;Pamphlet übertrifft Pamphlet - eine Inflation leerer Worthülsen : Populist , Rechtsextremist , ewig Gestriger , nicht weltoffen , bunt statt braun , Menschenverachter , Nazi , Hetzer , Rassist , Klimaleugner undundund .;Self
775;person;C2022;klimaleugner;"Man tut dies , indem man EIKE oder seine handelnden Personen mittels obskurer Behauptungen an den medialen Pranger stellt , ihnen Unredlichkeit oder Täuschungsabsichten unterstellt , sie als „ Klimaleugner "" in die Nähe von Holocaustleugnern rückt , oder ihre - dank raffinierter Schnitttechnik- getätigte Aussagen in ihrer Bedeutung verdreht oder sogar ins Gegenteil verkehrt .";Self
743;person;C2022;klimaleugner;Ärzte sollen FossilAusstieg fordern [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung „ Wenn man in der Eifel unterwegs ist , merkt man , das ist nicht mehr nur Wetter , das ist schon Klima !;Self
717;person;C2022;klimaleugner;Helmut Kuntz Eine sicher etwas überspitzte Interpretation der Aussage , welche Samoas Premierminister Tuilaepa Sailele kürzlich in einer Rede tätigte [ ] , in welcher er seine Wut auf Klimaleugner zum Ausdruck brachte und forderte , solche in Anstalten einzuweisen [ ] .;Self
783;person;C2022;klimaleugner;Juli : Überbevölkerungsprobleme bekämpfen wir ganz aktiv - durch noch mehr CO2Reduktion Quellen [ ] Spektrum.de : KLIMAWANDEL Blind für die ferne Zukunft [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung [ ] EIKE .;Self
814;person;C2022;klimaleugner;"In der Region habe sich der Meeresspiegel nicht wie von Klimaalarmisten angekündigt , erhöht , sondern vermindert . von AR Göhring Unsere Redaktion fand kürzlich in den unendlichen Weiten des Internets ein lustiges Video , das den englischhöflichen und durchaus charmanten Lord Monckton , seines Zeichens Wikipediageprüfter „ rechter Klimaleugner "" , im fachlichen Disput mit einer Anhängerin von Greenpeace , Klima & Co zeigt .";Self
