original,second_part,lemma,genus,compound_forms,concept,definition,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment,article,full_definition
klimascharade,scharade,scharade,f,"['klimascharaden', 'klimascharade']",abstraction,"['ein Wort, das in einer Episode des Scharadenspiels vorgespielt wird']",[],,,Counter({'John Kerry': 1}),Counter({'UN': 1}),,Counter({'Pariser': 1}),,0.0,,,0,1,0.0,0.0,[],[],negativ,die,"Klimascharade, die
Der Begriff ""Klimascharade"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) John Kerry. Im Kontext von ""Klimascharade"" erfolgt die Nennung folgender Organisation(en): UN (Skeptiker Korpus)."
klimaschiff,schiff,schiff,n,"['klimaschiffen', 'klimaschiffes', 'klimaschiffe', 'klimaschiffs', 'klimaschiff']",abstraction,"['Ein für den Wassertransport konzipiertes Fahrzeug.', 'ein Schiff, das Passagiere oder Fracht befördert']",[],,,"Counter({'Stefan Kämpfe': 1, 'Svenja Schulze': 1})",,,Counter({'sinkend': 1}),,0.0,,,0,1,0.0,0.0,[],[],negativ,das,"Klimaschiff, das
Der Begriff ""Klimaschiff"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Stefan Kämpfe und Svenja Schulze."
klimaschmerz,schmerz,schmerz,m,"['klimaschmerzes', 'klimaschmerz', 'klimaschmerze', 'klimaschmerzen']",abstraction,['heftige Schmerzen des Leidens'],[],,,,"Counter({'KLIWA': 1, 'Bayerisches Landesamt für Umwelt': 1, 'EIKE': 1})",,Counter(),,0.0,,,0,1,0.0,0.0,[],[],negativ,der,"Klimaschmerz, der
Der Begriff ""Klimaschmerz"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaschmerz"" erfolgt die Nennung folgender Organisation(en): KLIWA, Bayerisches Landesamt für Umwelt (Skeptiker Korpus)."
klimaschrecken,schrecken,schrecken,m,"['klimaschrecken', 'klimaschreckens']",abstraction,"['ein überwältigendes Gefühl der Angst und Beunruhigung', 'etwas, das Entsetzen hervorruft; etwas Schreckliches']",[],,,,"Counter({'NASA': 1, 'National Oceanic and Atmospheric Administration': 1, 'National Science Foundation': 1, 'NOAA': 1})",,Counter(),,0.0,,,0,1,0.0,0.0,[],[],neutral,der,"Klimaschrecken, der
Der Begriff ""Klimaschrecken"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaschrecken"" erfolgt die Nennung folgender Organisation(en): NASA, National Oceanic and Atmospheric Administration (Skeptiker Korpus)."
klimaschuld,schuld,schuld,f,"['klimaschulden', 'klimaschuld']",abstraction,['eine Erklärung für die Ursache eines bestimmten Phänomens'],[],,,,Counter({'OECD': 1}),,Counter(),,1.0,,,0,1,0.0,0.0,[],[],negativ,die,"Klimaschuld, die
Der Begriff ""Klimaschuld"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaschuld"" erfolgt die Nennung folgender Organisation(en): OECD (Skeptiker Korpus)."
klimaschwachsinn,schwachsinn,schwachsinn,m,"['klimaschwachsinns', 'klimaschwachsinnes', 'klimaschwachsinn', 'klimaschwachsinne']",action,"['törichtes oder sinnloses Verhalten', 'unsinniges Gerede oder Schreiben']","['irrsinn', 'verrücktheit', 'wahnsinn']",,,,"Counter({'FAZ': 1, 'SPIEGEL': 1})",,Counter({'fatal': 1}),,0.0,,,0,1,0.0,0.0,[],[],negativ,der,"Klimaschwachsinn, der
Der Begriff ""Klimaschwachsinn"" bezeichnet eine Aktion im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaschwachsinn"" erfolgt die Nennung folgender Organisation(en): FAZ, SPIEGEL (Skeptiker Korpus).

Siehe auch: Klimaverrücktheit, Klimairrsinn, Klimawahnsinn"
klimaschwindel,schwindel,schwindel,m,"['klimaschwindel', 'klimaschwindels']",abstraction,"['ein Taumelgefühl; ein Gefühl, dass man zu fallen droht', 'unregelmäßige und seltene oder schwierige Entleerung des Darms; kann ein Symptom für einen Darmverschluss oder eine Divertikulitis sein', 'der Akt der Täuschung', 'eine Schöpfung (eine neue Vorrichtung oder ein neues Verfahren), die das Ergebnis von Studien und Experimenten ist']","['schwindel', 'schwindler']",,,"Counter({'Donald Trump': 3, 'Doris Leuthard': 2, 'Hartmut Bachmann': 2, 'Holger Narrog': 1, 'Angela Merkel': 1, 'Hans Joachim Schellnhuber': 1, 'Wolfgang Thüne': 1, 'Gerhard Gerlich': 1, 'Fritz Vahrenholt': 1, 'Otto Hahn': 1})","Counter({'ARD': 2, 'IPCC': 2, 'Linke': 1, 'Mrd': 1, 'Weltwoche': 1, 'EIKE': 1, 'Mercedes': 1, 'Daimler': 1, 'UNO': 1, 'Initiative Climate Action': 1})",,Counter(),,0.0,,,0,19,0.0,0.20986204769871,[],['ganz'],negativ,der,"Klimaschwindel, der
Der Begriff ""Klimaschwindel"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 19 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.21 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Donald Trump und Doris Leuthard. Im Kontext von ""Klimaschwindel"" erfolgt die Nennung folgender Organisation(en): ARD, IPCC (Skeptiker Korpus).

Siehe auch: Klimaschwindler
Häufige Kollokationen: 'ganz' (Skeptiker) "
klimaschwindler,schwindler,schwindler,m,"['klimaschwindler', 'klimaschwindlern', 'klimaschwindlers']",person,"['ein Schwindler, der das Vertrauen seines Opfers ausnutzt', 'jemand, der dir etwas vorgaukelt, was nicht wahr ist', 'eine Person, die Sie durch Täuschung oder Betrug betrügt', 'jemand, der Lügen erzählt']","['betrüger', 'schwindler', 'schwindel']",,,"Counter({'Marc Morano': 1, 'Gerhard Wisnewski': 1, 'William Michael Connolley': 1})",Counter({'Greenpeace': 1}),,Counter({'britisch': 1}),,0.75,,Fremdzuschreibung,0,4,0.0,0.0464972214860532,[],"['zunichtemachen', 'Argument']",negativ,der,"Klimaschwindler, der
Der Begriff ""Klimaschwindler"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.05 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaschwindler"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 75% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Marc Morano und Gerhard Wisnewski. Im Kontext von ""Klimaschwindler"" erfolgt die Nennung folgender Organisation(en): Greenpeace (Skeptiker Korpus).

Siehe auch: Klimaschwindel, Klimabetrüger
Häufige Kollokationen: 'zunichtemachen', 'Argument' (Skeptiker) "
klimaschänder,schänder,schänder,m,"['klimaschänders', 'klimaschändern', 'klimaschänder']",person,[],"['schänder', 'schändung']",,,,,Counter(),,0.0,,Fremdzuschreibung,,1,0,0.0,0.0,[],[],negativ,der,"Klimaschänder, der
Der Begriff ""Klimaschänder"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaschänder"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Vertreter. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert.

Siehe auch: Klimaschändung"
klimaschändung,schändung,schändung,f,"['klimaschändungen', 'klimaschändung']",abstraction,"['beleidigende oder giftige Sprache, die verwendet wird, um Vorwürfe oder Tadel oder bitteren, tief sitzenden Groll auszudrücken']","['schändung', 'schänder']",,,,,Counter(),,0.0,,,,1,0,0.0,0.0,[],[],negativ,die,"Klimaschändung, die
Der Begriff ""Klimaschändung"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert.

Siehe auch: Klimaschänder"
klimasekte,sekte,sekte,f,"['klimasekte', 'klimasekten']",abstraction,"['ein Glaube, der die orthodoxen Lehren einer Religion ablehnt']","['sekte', 'sektierer']",,,"Counter({'Lawrence Solomon': 1, 'William Michael Connolley': 1})","Counter({'DWD': 1, 'OnlineNachschlagewerk': 1})",,Counter(),,0.0,,,0,3,0.0,0.0300764987421918,[],[],negativ,die,"Klimasekte, die
Der Begriff ""Klimasekte"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Lawrence Solomon und William Michael Connolley. Im Kontext von ""Klimasekte"" erfolgt die Nennung folgender Organisation(en): DWD, OnlineNachschlagewerk (Skeptiker Korpus).

Siehe auch: Klimasektierer"
klimasektierer,sektierer,sektierer,m,"['klimasektierer', 'klimasektierern', 'klimasektierers']",person,"['ein Mitglied einer Sekte', 'eine Person, die religiöse Überzeugungen vertritt, die dem Dogma der römisch-katholischen Kirche widersprechen']","['anbeter', 'sektierer', 'sekte']",,,,Counter({'NWO': 1}),,Counter(),,0.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],neutral,der,"Klimasektierer, der
Der Begriff ""Klimasektierer"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimasektierer"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimasektierer"" erfolgt die Nennung folgender Organisation(en): NWO (Skeptiker Korpus).

Siehe auch: Klimasekte, Klimaanbeter"
klimashow,show,show,f,"['klimashow', 'klimashows']",action,"['eine Buchung für Musiker', 'eine gesellschaftliche Veranstaltung mit einer öffentlichen Aufführung oder Unterhaltung']","['kabarett', 'kontroverse', 'krieg', 'zirkus']",,,Counter({'Emmanuel Macron': 1}),"Counter({'SPD': 1, 'Die Grünen': 1})",,Counter({'groß': 1}),,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimashow, die
Der Begriff ""Klimashow"" bezeichnet eine Aktion im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Emmanuel Macron. Im Kontext von ""Klimashow"" erfolgt die Nennung folgender Organisation(en): SPD, Die Grünen (Skeptiker Korpus).

Siehe auch: Klimakrieg, Klimakabarett, Klimakontroverse, Klimazirkus"
klimaskepsis,skepsis,skepsis,f,['klimaskepsis'],abstraction,['Zweifel an der Wahrheit von etwas'],[],Counter({'Marion Andert': 1}),"Counter({'demokratischen Natur- und Umweltschutzes': 2, 'Naturfreunde': 1, 'Naturfreundejugend Deutschlands': 1, 'FARN': 1, 'Demokratische Natur- und Umweltschützer': 1, 'Fachstelle Radikalisierungsprävention': 1})","Counter({'Jennifer Rezny': 1, 'Mariella Gittler': 1, 'Michael Limburg': 1})","Counter({'EIKE': 2, 'ORF': 1, 'Europäische Institut für Klima und Energie': 1})",Counter(),"Counter({'solidest': 1, 'fundiert': 1})",0.0,0.0,,,2,4,0.0082929243285437,0.0436011111178084,"['Klimaleugnung', 'zeigen']",[],negativ,die,"Klimaskepsis, die
Der Begriff ""Klimaskepsis"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 2 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.04 für die Skeptiker und 0.01 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Jennifer Rezny und Mariella Gittler und der Vertreter Korpus Marion Andert. Im Kontext von ""Klimaskepsis"" erfolgt die Nennung folgender Organisation(en): EIKE, ORF (Skeptiker Korpus) und demokratischen Natur- und Umweltschutzes, Naturfreunde (Vertreter Korpus).
Häufige Kollokationen:  'Klimaleugnung', 'zeigen' (Vertreter)"
klimaskeptiker,skeptiker,skeptiker,m,"['klimaskeptiker', 'klimaskeptikers', 'klimaskeptikern']",person,"['jemand, der gewohnheitsmäßig an akzeptierten Überzeugungen zweifelt']","['bremser', 'skeptiker', 'skeptikerin']","Counter({'Eckart John': 1, 'Stefan Rahmstorf': 1, 'Stephan Lewandowsky': 1, 'John Cook': 1, 'Thomas Bareiß': 1, 'Christian Stöcker': 1, 'Mark Hauptmann': 1, 'Karin Strenz': 1, 'Eduard Lintner': 1, 'Nikolas Löbl': 1, 'Axel Fischer': 1, 'Armin Laschet': 1, 'Tom Buhrow': 1, 'Greta Thunberg': 1, 'Toralf Staud': 1, 'Michail Paweletz': 1, 'Maria Rosaira Di Nucci': 1, 'Yannick Passeick': 1, 'Nick Reimer': 1, 'Achim Brunnengräber ': 1, 'Nils Simon': 1, 'Donald Trump': 1})","Counter({'IPCC': 2, 'BVKS': 1, 'University of Cambridge': 1, 'EndzeitPropheten': 1, 'PIK': 1, 'CDU': 1, 'Wirtschaftsministerium und Energiebeauftragter': 1, 'SPD': 1, 'Europarat': 1, 'Bundesinneminsterium': 1, 'Spiegel': 1, 'Union': 1, 'AFD': 1, 'WDR': 1, 'FFF': 1, 'Parents for Future': 1, 'NDR': 1, 'Springerpresse': 1, 'UN': 1, 'AntiAKWBewegung': 1, 'S.O': 1})","Counter({'Donald Trump': 7, 'Barack Obama': 4, 'Axel Bojanowski': 3, 'Horst-Joachim Lüdecke': 3, 'Michael Mann': 3, 'Roy Spencer': 3, 'Scott Pruitt': 3, 'Andreas Demmig': 3, 'Bishop Hill': 3, 'Andrew Montford': 3, 'Stefan Rahmstorf': 2, 'Marc Morano': 2, 'Paul Krugman': 2, 'Annalena Baerbock': 2, 'Sheldon Whitehouse': 2, 'Kevin Trenberth': 2, 'Ulli Kulke': 2, 'Karl Marx': 1, 'Claudia Kemfert': 1, 'Volker Quaschning': 1, 'Hartmut Graßl': 1, 'Abraham Lincoln': 1, 'Karl Steinbuch': 1, 'Thomas Stocker': 1, 'Harald Kunstmann': 1, 'Harald Lesch': 1, 'Wolfgang Wodarg': 1, 'Greta Thunberg': 1, 'Michael Bastasch': 1, 'Holger Douglas': 1, 'Anthony Watts': 1, 'Jürgen Trittin': 1, 'Karsten Hilse': 1, 'Michael Limburg': 1, 'Tuilaepa Sailele': 1, 'Oliver Tickell': 1, 'Angela Merkel': 1, 'Stephan Lewandowsky': 1, 'John Cook': 1, 'Paul Driessen': 1, 'Sylvia Hartmann': 1, 'Naomi Oreskes': 1, 'Bill McKibben': 1, 'Henry Kissinger': 1, 'Erik Swenson': 1, 'William Michael Connolley': 1, 'James Delingpole': 1, 'Johann Tetzel': 1, 'Andrew Follett': 1, 'Fritz Vahrenholt': 1})","Counter({'EIKE': 22, 'IPCC': 13, 'Greenpeace': 4, 'AGW': 4, 'WWF': 3, 'Die Grünen': 3, 'Tagesspiegel': 3, 'NYT': 3, 'UN': 3, 'UNO': 3, 'Exxon': 2, 'Nature communications': 2, 'Parlament': 2, 'Global Warming Policy Foundation': 2, 'PIK': 2, 'Berliner Tagesspiegel': 2, 'EPA': 2, 'Cato Institut': 2, 'SPIEGEL': 2, 'FAZ': 2, 'NASA': 2, 'Tesla': 1, 'New York Times': 1, 'FN': 1, 'Frankfurter Rundschau': 1, 'Club of Rom': 1, 'Spiegel': 1, 'RWE': 1, 'MoPK': 1, 'KSB': 1, 'WIKIPEDIA': 1, 'European Geosciences Union': 1, 'katholische Kirche': 1, 'BR': 1, 'Bayerischen Landtag': 1, 'DMG': 1, 'ZDF': 1, 'AllroundWissenschaftler': 1, 'Weltgesundheitsorganisation': 1, 'TAZ': 1, 'NZZ': 1, 'Universität Bern': 1, 'Universität von Winnipeg': 1, 'Weltbank': 1, 'IWF': 1, 'NY Times': 1, 'AFD': 1, 'Europäischen Kommission': 1, 'MINT': 1, 'Klimarat IPCC': 1, 'ECS': 1, 'ISIS': 1, 'OPEC': 1, 'Umweltbundesamt': 1, 'EU': 1, 'Uni Gießen': 1, 'Tata Steel Gruppe': 1, 'Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung warum wir soviel Geld': 1, 'Europäische Institut für Klima und Energie': 1, 'The Nature Conservancy': 1, 'National Wildlife Federation': 1, 'KlimaBusiness': 1, 'Forbes': 1, 'Universität Osnabrück': 1, 'Uni Mainz': 1})",Counter({'sogenannter': 1}),"Counter({'sogenannter': 3, 'kein': 3, 'versammelt': 2, 'weniger': 2, 'vielfältig': 1, 'ideologisch': 1, 'mehr': 1, 'selber': 1, 'gebildet': 1, 'sympathisch': 1, 'bekennend': 1, 'wichtig': 1, 'weg': 1, 'schon': 1, 'einiger': 1, 'prominent': 1, 'vernetzt': 1, 'verzettelt': 1, 'fanatisch': 1, 'nur': 1, 'vieler': 1, 'falsch': 1, 'einfach': 1, 'unbedarft': 1})",0.1111111111111111,0.0909090909090909,Fremdzuschreibung,Selbstzuschreibung,10,122,0.0563906568768837,1.0,[],"['Reaktion', 'Bereich', 'sogenannter', 'lassen', 'gerne', 'dafür', 'ja', 'Propaganda', 'bedenken', 'Argument']",negativ,der,"Klimaskeptiker, der
Der Begriff ""Klimaskeptiker"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 122 Mal von den Klimaforschungsskeptikern und 10 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 1.0 für die Skeptiker und 0.06 für die Vertreter. Verwendet wird ""Klimaskeptiker"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Skeptiker und als Fremdzuschreibung im Vetreter Korpus. In 11% (Vertreter Diskurs) und 9% (Skeptiker Diskurs) der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Modifizierer wie 'sogenannter' und 'kein' treten häufig auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Donald Trump und Barack Obama und der Vertreter Korpus Eckart John und Stefan Rahmstorf. Im Kontext von ""Klimaskeptiker"" erfolgt die Nennung folgender Organisation(en): EIKE, IPCC (Skeptiker Korpus) und IPCC, BVKS (Vertreter Korpus).

Siehe auch: Klimabremser, Klimaskeptikerin
Häufige Kollokationen: 'gerne', 'Bereich' (Skeptiker) "
klimaskeptikerin,skeptikerin,skeptikerin,f,"['klimaskeptikerinnen', 'klimaskeptikerin']",person,[],"['skeptikerin', 'skeptiker']",,,,Counter({'EIKE': 1}),,Counter({'': 1}),,0.0,,Selbstzuschreibung,0,1,0.0,0.0,[],[],negativ,die,"Klimaskeptikerin, die
Der Begriff ""Klimaskeptikerin"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaskeptikerin"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaskeptikerin"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus).

Siehe auch: Klimaskeptiker"
klimaskeptizismus,skeptizismus,skeptizismus,m,['klimaskeptizismus'],abstraction,[],[],Counter({'Felix Riedel': 1}),Counter({'Climate Change Deniers and Advocacy': 1}),"Counter({'Jair Bolsonaro': 1, 'Angela Merkel': 1, 'Donald Trump': 1, 'Michael Mann': 1, 'Peter Gleick': 1, 'Gina McCarthy': 1, 'Barack Obama': 1, 'Marc Morano': 1})","Counter({'Europäische Union': 1, 'National Geographic': 1, 'KQED': 1, 'UN': 1, 'EPA': 1})",Counter(),Counter({'gefälscht': 1}),1.0,0.0,,,1,4,0.0,0.0436011111178084,[],[],negativ,der,"Klimaskeptizismus, der
Der Begriff ""Klimaskeptizismus"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.04 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Jair Bolsonaro und Angela Merkel und der Vertreter Korpus Felix Riedel. Im Kontext von ""Klimaskeptizismus"" erfolgt die Nennung folgender Organisation(en): Europäische Union, National Geographic (Skeptiker Korpus) und Climate Change Deniers and Advocacy (Vertreter Korpus)."
klimasozialismus,sozialismus,sozialismus,m,"['klimasozialismus', 'klimasozialismen']",abstraction,"['eine politische Theorie, die den Kollektivismus in einer klassenlosen Gesellschaft befürwortet']",[],,,"Counter({'Angela Merkel': 2, 'Hanna Thiele': 1, 'Mojib Latif': 1, 'James Hansen': 1})","Counter({'AFD': 1, 'FAZ': 1, 'FDP': 1, 'sonnenseite.com': 1})",,"Counter({'Tödlicher': 1, 'politisch': 1})",,0.0,,,0,4,0.0,0.0436011111178084,[],[],negativ,der,"Klimasozialismus, der
Der Begriff ""Klimasozialismus"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.04 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel und Hanna Thiele. Im Kontext von ""Klimasozialismus"" erfolgt die Nennung folgender Organisation(en): AFD, FAZ (Skeptiker Korpus)."
klimaspinner,spinner,spinner,m,"['klimaspinner', 'klimaspinnern', 'klimaspinners']",person,"['jemand, der geistesgestört und möglicherweise gefährlich ist', 'jemand, der unangenehm seltsam oder exzentrisch ist']",[],,,Counter({'Angela Merkel': 1}),"Counter({'MSM': 1, 'CDU': 1, 'EU': 1, 'CSU': 1})",,"Counter({'derzeitig': 1, 'deutsch': 1})",,0.0,,Fremdzuschreibung,0,4,0.0,0.0436011111178084,[],[],negativ,der,"Klimaspinner, der
Der Begriff ""Klimaspinner"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.04 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaspinner"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel. Im Kontext von ""Klimaspinner"" erfolgt die Nennung folgender Organisation(en): MSM, CDU (Skeptiker Korpus)."
