original,second_part,noun_forms,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_updated,con_updated,tfidf_pro,tfidf_con
klimatheater,theater,"['theaters', 'theatern', 'theater']",theater,n,"['klimatheaters', 'klimatheatern', 'klimatheater']",,,"['Malena Ernman', 'Greta Thunberg']",[],,['groß'],neutral,0.0,"['Welle', 'Trouble', 'Lärm', 'Bohei', 'Sturm im Wasserglas', 'Schauspielhaus', 'Krawall', 'Getöse', 'Krach', 'Rabatz', 'Rummel', 'Fisimatenten', 'Affenkomödie', 'Musentempel', 'Huddel', 'Furore', 'Gehabe', 'Hysterie', 'Zicken', 'Terz', 'Schererei', 'Getue', 'Gesums', 'Tumult', 'Theater', 'Aufstand', 'Buhei', 'Aufregung', 'Ärger', 'Hype', 'Geschiss', 'Stress', 'Possenspiel', 'Aufriss', 'Gemach', 'Getrommel', 'Verdrießlichkeiten', 'Haupt- und Staatsaktion', 'Unmut', 'Tamtam', 'Unruhe', 'Angeberei', 'Schaumschlägerei', 'Schauspielerei', 'Kasperletheater', 'Verstellung', 'Misshelligkeiten', 'Randale', 'Spektakel', 'Schmierenkomödie', 'Affentheater', 'Aufhebens', 'Probleme', 'Kacke ist am dampfen', 'Ärgerlichkeiten', 'Streit', 'Wirbel', 'Aufgeregtheit', 'Schmierentheater', 'Show', 'Schauspiel', 'Trara', 'Federlesen', 'Konflikte', 'Geschichten', 'Aufruhr', 'Aufsehen', 'Theaterdonner', 'Sperenzchen']","['Hetze', 'Perkussion', 'Lektüre', 'Brausen', 'Schlagzeug', 'Lesen', 'Dröhnen', 'Komödie', 'Donner', 'Drumset', 'Durcharbeiten', 'Lustspiel', 'Agitation', 'Rezeption']","['Dröhnen', 'Brausen', 'Donner', 'Rezeption', 'Lektüre', 'Durcharbeiten', 'Lesen', 'Drumset', 'Schlagzeug', 'Perkussion', 'Lustspiel', 'Komödie', 'Hetze', 'Agitation']","['scrap', 'fight', 'combat', 'fighting', 'conflict', 'struggle', 'battle', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Ordnungswidriger Kampf', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt', 'gekennzeichnet durch Nervosität und schnelles Erschrecken', 'schelmisches oder hinterlistiges Verhalten', None, 'etwas oder jemand, der Angst verursacht; eine Quelle des Unglücklichseins', 'eine gesellschaftliche Veranstaltung mit einer öffentlichen Aufführung oder Unterhaltung', 'ein Gebäude, in dem Theatervorstellungen oder Filmvorführungen stattfinden können']",[],[],thea,theater,the,theat,,,,,,[],negative,-0.014492753623188406,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimatheologie,theologie,"['theologie', 'theologien']",theologie,f,"['klimatheologie', 'klimatheologien']",,,[],[],,[],neutral,0.0,"['Religionswissenschaft', 'Gottesgelehrtheit', 'Theologie']","['Haltung', 'Zucht', 'Aufzucht']","['Zucht', 'Haltung', 'Aufzucht']","['subject', 'field', 'study', 'discipline', 'bailiwick', 'subject area', 'field of study', 'subject field', 'domain', 'knowledge base', 'knowledge domain', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,['das rationale und systematische Studium der Religion und ihrer Einflüsse sowie des Wesens der religiösen Wahrheit'],[],[],theologie,theologi,theolog,theologi,,,,,,[],neutral,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimatod,tod,"['todes', 'tode', 'tod', 'tods', 'toden']",tod,m,"['klimatodes', 'klimatode', 'klimatod', 'klimatods', 'klimatoden']",,,"['Hans Joachim Schellnhuber', 'Greta Thunberg', 'Greta Thunberg']","['EIKE', 'UN', 'NASA', 'NOAA', 'National Oceanic and Atmospheric Administration']",,"['beliebt', 'baldig']",negative,0.0,"['Boandl', 'Versterben', 'Boanl', 'Tod', 'Boandlkramer', 'Ableben', 'Freund Hein', 'Hinschied', 'Abschied', 'Thanatos', 'Sensenmann', 'Abberufung', 'Sterben', 'Gevatter', 'Exitus', 'Lebensende', 'Boanlkramer', 'Terminalphase', 'Schnitter', 'Hein', 'Todbringer', 'Knochenmann', 'Gevatter Tod']","['Rückgeld', 'Wechselgeld', 'Kleingeld']","['Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis']","['sack', 'release', 'sacking', 'liberation', 'discharge', 'firing', 'dismission', 'dismissal', 'conclusion', 'ending', 'termination', 'change of state', 'change', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Entlassung aus dem Amt', 'das Ereignis des Sterbens oder des Ausscheidens aus dem Leben']",[],[],tod,tod,tod,tod,,,,,,[],positive,-0.03043478260869565,negative,,,,0.0,0,5,,0.0564898091155786,,['sterben'],0,5,,0.0564898091155786,,5,,0.0564898091155786
klimatrash,trash,"['trashs', 'trash']",trash,m,"['klimatrashs', 'klimatrash']",,,[],"['ZDF', 'Bayerischer Rundfunk', 'WDR', 'ARD']",,[],negative,0.0,"['Kitsch', 'Trash', 'Schund', 'Ramsch', 'geschmackloser Gegenstand']",[],[],"['ragtag and bobtail', 'rabble', 'riffraff', 'ragtag', 'folk', 'folks', 'common people', 'people', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",abstraction,['wertlose Menschen'],[],[],trash,trash,trash,trash,,,,,,[],negative,0.0,negative,,,,1.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimatraumatisierung,traumatisierung,"['traumatisierungen', 'traumatisierung']",traumatisierung,f,"['klimatraumatisierungen', 'klimatraumatisierung']",,,"['Frank-Walter Steinmeier', 'Bill McKibben']","['Tagesspiegel', 'Spiegel Online', 'Die Grünen', 'EIKE', 'Welt', 'Spektrum.de', 'EIKE', 'PIK', 'EIKE']",,[],positive,0.0,[],[],[],,action,[],[],[],traumatisierung,traumatisierung,traumatisierung,traumatisier,,,,,,[],positive,0.0,negative,,,,0.0,0,3,,0.0300764987421918,,"['Phase', 'EIKE']",0,3,,0.0300764987421918,,3,,0.0300764987421918
klimatrip,trip,"['trip', 'trips']",trip,m,"['klimatrip', 'klimatrips']",,,['Luisa Neubauer'],['Volkswagen'],,[],positive,0.0,"['Spritzfahrt', 'kurze Reise', 'Trip', 'Spritztour', 'Tour', 'Ausflug']","['reiten', 'rittlings sitzen', 'besteigen']","['Anfahrt', 'Anfahrtsweg']","['drive', 'ride', 'journey', 'journeying', 'travel', 'traveling', 'travelling', 'movement', 'move', 'motion', 'change', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['eine Fahrt in einem Auto, die nur zum Vergnügen unternommen wird']",[],[],trip,trip,trip,trip,,,,,,[],positive,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimatyrannei,tyrannei,"['tyrannei', 'tyranneien']",tyrannei,f,"['klimatyrannei', 'klimatyranneien']",,,[],[],,[],positive,0.0,"['Tyrannis', 'Absolutismus', 'Gewaltherrschaft', 'Despotismus', 'Schreckensherrschaft', 'Zwangsherrschaft', 'Despotie', 'Willkürherrschaft', 'Tyrannei', 'Diktatur', 'Terror']","['Alleinherrschaft', 'Autokratie']","['Autokratie', 'Alleinherrschaft']","['control', 'dominance', 'ascendence', 'ascendency', 'ascendance', 'ascendancy', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['Herrschaft durch Androhung von Strafe und Gewalt'],['diktatur'],['diktatur'],tyrannei,tyrannei,tyranne,tyrannei,,,,,,['diktatur'],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimaunfug,unfug,"['unfugs', 'unfug']",unfug,m,"['klimaunfugs', 'klimaunfug']",,,[],['EIKE'],,[],negative,0.0,"['Quark', 'Schmarrn', 'Quatsch', 'Fez', 'Kohl', 'Gewäsch', 'Unfug', 'Kokolores', 'Kiki', 'Schwachfug', 'Pipifax', 'Driss', 'Humbug', 'dummes Zeug', 'Käse', 'gequirlte Scheiße', 'Kappes', 'Firlefanz', 'Unsinn', 'Schmu', 'Sottise', 'Nonsense', 'Blech', 'Blödsinn', 'Gelaber', 'Krampf', 'Bullshit', 'Heckmeck', 'Widersinn', 'Gefasel', 'Scheiß', 'saudummes Zeug', 'Bockmist', 'Schmarren', 'Quatsch mit Soße', 'Stuss', 'Schmäh', 'geistiger Dünnschiss', 'Scheiße', 'Nonsens', 'dümmliches Gerede', 'Mist', 'Mumpitz', 'Pillepalle', 'geistiger Durchfall', 'Tinnef', 'Schmonzes', 'Schwachsinn', 'Geschwafel', 'Papperlapapp']","['leeres Gerede', 'Gewäsch', 'Geschwätz', 'Schmus', 'Geseire', 'Gemunkel', 'dummes Zeug', 'Geschwurbel', 'Sermon', 'hohle Phrasen', 'Geschwalle', 'Gelaber', 'Geplänkel', 'Luftblasen', 'Gefasel', 'Blabla', 'warme Worte', 'langweilige Rede', 'leere Worte', 'Gerede', 'Geblubber', 'Schein-Tiefsinn', 'Geschwafel']","['Tiefe', 'Tiefsinn']","['garbage', 'drivel', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'käse', 'quatsch', 'unsinn']","['blödsinn', 'gefasel', 'käse', 'quatsch', 'unsinn']",unfug,unfug,unfug,unfug,,,,,,"['blödsinn', 'gefasel', 'käse', 'quatsch', 'unsinn']",negative,-0.06,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimaunfähigkeit,unfähigkeit,"['unfähigkeiten', 'unfähigkeit']",unfähigkeit,f,"['klimaunfähigkeiten', 'klimaunfähigkeit']",,,,,[],,negative,0.0,"['Untauglichkeit', 'Inkompetenz', 'Dummheit', 'Unwissenheit', 'Unfähigkeit', 'Unvermögen', 'Impotenz', 'Beknacktheit', 'Dilettantismus', 'Trottligkeit', 'Ignoranz', 'Stümperhaftigkeit', 'Trotteligkeit', 'Beklopptheit', 'Doofheit', 'Blödheit']","['Kompetenz', 'Techne', 'Fähigkeit', 'Horizont', 'Wissen', 'Know-how', 'Kenntnis', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand', 'Sachkunde', 'Können', 'Sachkenntnis', 'Rüstzeug', 'Expertise', 'Ahnung']","['Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand', 'Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand']","['inaptitude', 'inability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Mangel an Entwicklungsmöglichkeiten', 'das Fehlen der Fähigkeit zur Leistung', 'die Eigenschaft, nicht geeignet zu sein']",[],[],unfahigkei,unfähigkeit,unfähigkeit,unfah,,,,,,[],negative,0.0,negative,,,0.0,,1,0,0.0,,,,1,0,0.0,,1,,0.0,
klimaungerechtigkeit,ungerechtigkeit,"['ungerechtigkeit', 'ungerechtigkeiten']",ungerechtigkeit,f,"['klimaungerechtigkeit', 'klimaungerechtigkeiten']",,"['WFP', 'Shell']",,,[],,negative,0.0,"['Tort', 'Diskriminierung', 'Rechtswidrigkeit', 'Ungerechtigkeit', 'Einseitigkeit', 'Gesetzwidrigkeit', 'Unrecht']",[],[],"['wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['eine ungerechte Handlung', 'unangemessenes Verhalten']",[],[],ungerechtigkei,ungerechtigkeit,ungerechtigkeit,ungerecht,,,,,"['ungerechtigkeit', 'gerechtigkeit']","['ungerechtigkeit', 'gerechtigkeit']",negative,-0.14285714285714285,negative,,,0.0,,2,0,0.0082929243285437,,,,2,0,0.0082929243285437,,2,,0.0082929243285437,
klimaunsinn,unsinn,"['unsinn', 'unsinns', 'unsinne', 'unsinnes']",unsinn,m,"['klimaunsinn', 'klimaunsinns', 'klimaunsinne', 'klimaunsinnes']",,,[],"['Der Spiegel', 'EIKE', 'ZDF', 'ARD']",,[],negative,0.0,"['Quark', 'Schmarrn', 'Quatsch', 'Fez', 'Kohl', 'Gewäsch', 'Unfug', 'Kokolores', 'Kiki', 'Schwachfug', 'Pipifax', 'Driss', 'Humbug', 'dummes Zeug', 'Käse', 'gequirlte Scheiße', 'Kappes', 'Firlefanz', 'Unsinn', 'Schmu', '(ach) papperlapapp', 'Sottise', 'Nonsense', '(ach) Quatsch', 'Blech', 'Blödsinn', 'Gelaber', 'Krampf', 'Bullshit', 'Heckmeck', 'Widersinn', 'Gefasel', 'Scheiß', 'saudummes Zeug', 'Bockmist', 'Schmarren', 'Quatsch mit Soße', 'Stuss', 'Schmäh', 'geistiger Dünnschiss', 'Scheiße', 'Nonsens', 'dümmliches Gerede', 'Mist', 'Mumpitz', 'Pillepalle', 'geistiger Durchfall', 'Tinnef', 'Schmonzes', 'Schwachsinn', 'Geschwafel', 'Papperlapapp']","['leeres Gerede', 'Gewäsch', 'Geschwätz', 'Schmus', 'Geseire', 'Gemunkel', 'dummes Zeug', 'Geschwurbel', 'Sermon', 'hohle Phrasen', 'Geschwalle', 'Gelaber', 'Geplänkel', 'Luftblasen', 'Gefasel', 'Blabla', 'warme Worte', 'langweilige Rede', 'leere Worte', 'Gerede', 'Geblubber', 'Schein-Tiefsinn', 'Geschwafel']","['Tiefe', 'Tiefsinn']","['garbage', 'drivel', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['unsinniges Gerede oder Schreiben', 'eine Nachricht, die keinen Sinn zu ergeben scheint']","['blödsinn', 'käse', 'quatsch', 'unfug']","['blödsinn', 'gefasel', 'käse', 'quatsch', 'unfug']",unsinn,unsinn,unsin,unsinn,,,,,,"['blödsinn', 'gefasel', 'käse', 'quatsch', 'unfug']",negative,-0.057692307692307696,negative,,,,0.0,0,3,,0.0300764987421918,,,0,3,,0.0300764987421918,,3,,0.0300764987421918
klimauntergang,untergang,"['untergängen', 'untergangs', 'untergang', 'untergange', 'unterganges', 'untergänge']",untergang,m,"['klimauntergängen', 'klimauntergangs', 'klimauntergang', 'klimauntergange', 'klimaunterganges', 'klimauntergänge']",,,"['Hans Joachim Schellnhuber', 'Angela Merkel', 'Ottmar Edenhofer', 'Barack Obama', 'Hanna Thiele', 'Harald Kunstmann', 'Stefan Rahmstorf']","['PIK', 'Union of Concerned Scientists', 'EIKE', 'Die Grünen', 'BR', 'Bayerischer Landtag', 'IPCC', 'PIK']",,"['weit', 'nur']",negative,0.0,"['Auflösung', 'Super-GAU', 'Sturz', 'Fallen', 'Zersplitterung', 'Zertrennung', 'Demontage', 'Waterloo', 'Abbau', 'Armageddon', 'Apokalypse', 'Fall', 'Abaddon', 'Verderben', 'Rückbau', 'Abfall', 'Zerlegung', 'Zerteilung', 'Untergang', 'Abgrund', 'Abbruch', 'Zusammenbruch', 'Zerfall', 'Zerrüttung', 'Niedergang', 'Sinken', 'Ende', 'Unglück']","['Bau', 'Konstruktion', 'Gesicht', 'Illusion', 'Täuschung', 'Hallu', 'Wahnbild', 'Phantom', 'Butterland', 'Wahnvorstellung', 'Trugbild', 'Geisterbild', 'Vision', 'Offenbarung', 'Erscheinung', 'Einbildung', 'Selbsttäuschung', 'Sinnestäuschung', 'Errichtung', 'Hirngespinst', 'Halluzination', 'reizunabhängige Sinneswahrnehmung', 'Fata Morgana']","['Offenbarung', 'Erscheinung', 'Phantom', 'Hirngespinst', 'Einbildung', 'Sinnestäuschung', 'Trugbild', 'Selbsttäuschung', 'Täuschung', 'Wahnvorstellung', 'Halluzination', 'Gesicht', 'Fata Morgana', 'Butterland', 'Illusion', 'Vision', 'Wahnbild', 'Hallu', 'Geisterbild', 'reizunabhängige Sinneswahrnehmung', 'Bau', 'Errichtung', 'Konstruktion']","['state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Visionäre Beschreibung eines Zustandes, in dem die Welt nicht weiter besteht.', 'Zerlegung in Einzelteile', 'ein bestimmter, vorübergehender Geisteszustand']","['apokalypse', 'armageddon']","['apokalypse', 'armageddon']",untergang,untergang,untergang,untergang,,,,,,"['apokalypse', 'armageddon']",negative,-0.03571428571428571,negative,,,,0.0,0,5,,0.0564898091155786,,,0,5,,0.0564898091155786,,5,,0.0564898091155786
klimavatikan,vatikan,"['vatikan', 'vatikans']",vatikan,m,"['klimavatikan', 'klimavatikans']",,,"['Ottmar Edenhofer', 'Stefan Rahmstorf']","['Deutsches Institut für Wirtschaftsforschung', 'IWH', 'PIK', 'DIW', 'IPCC', 'PIK']",,"['Potsdamer', 'deutsch']",neutral,0.0,"['Vatikanstadt', 'Vatikan', 'Kirchenstaat']","['Nationalstaat', 'Stadt', 'Land', 'Nation', 'Staat']","['Gruppierung', 'Clusterung', 'Bündelung', 'Ansiedlung', 'Niederlassung', 'Siedlung', 'Ansiedelung']","['urban center', 'city', 'metropolis', 'municipality', 'urban area', 'populated area', 'geographic region', 'geographical area', 'geographical region', 'geographic area', 'region', 'location', 'physical object', 'object', 'physical entity', 'entity', 'urban center', 'city', 'metropolis', 'municipality', 'territorial division', 'administrative district', 'administrative division', 'territory', 'territorial dominion', 'dominion', 'district', 'region', 'location', 'physical object', 'object', 'physical entity', 'entity']",location,['die Hauptstadt des Staates der Vatikanstadt'],[],['staat'],vatika,vatikan,vatik,vatikan,,,,,,['staat'],neutral,0.0,negative,,,,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
klimaverblödung,verblödung,['verblödung'],verblödung,f,['klimaverblödung'],,,[],[],,['beispiellos'],negative,0.0,[],[],[],,abstraction,[],[],[],verblodung,verblödung,verblödung,verblod,,,,,,[],negative,0.0,neutral,,,,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
klimaverbrechen,verbrechen,"['verbrechen', 'verbrechens']",verbrechen,n,"['klimaverbrechen', 'klimaverbrechens']",['Ronja Weil'],"['RWE', 'Die Grünen']",['Lisa Göldner'],['Financial Times'],[],[],negative,0.0,"['strafbare Handlung', 'Untat', 'krimineller Akt', 'Straftat', 'Delikt', 'illegale Handlung', 'Unrechtstat', 'Verbrechen']","['Tat', 'Frevel', 'Aktion', 'Tabubruch', 'Sünde', 'Handlung', 'Missetat', 'frevlerisches Handeln', 'Bruch', 'Verfehlung', 'Operation', 'Übertretung']","['Handlung', 'Operation', 'Aktion', 'Tat', 'Liegenschaft', 'Grundbesitz', 'Landbesitz']","['offence', 'offense', 'transgression', 'evildoing', 'wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['(Strafrecht) eine Handlung, die strafbar ist; in der Regel eine böse Tat']",[],['betrug'],verbrech,verbrechen,verbrech,verbrech,"['verbrechen', 'verbrecher']",,"['verbrechen', 'verbrecher']","['verbrechen', 'verbrecher']","['verbrechen', 'verbrecher']","['betrug', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher']",negative,-0.25,negative,,,0.0,1.0,1,1,0.0,0.0,,,1,1,0.0,0.0,1,1,0.0,0.0
klimaverbrecher,verbrecher,"['verbrechers', 'verbrechern', 'verbrecher']",verbrecher,m,"['klimaverbrechers', 'klimaverbrechern', 'klimaverbrecher']",,,[],['MINT'],[],[],negative,0.0,"['Verbrecher', 'Gauner', 'Täter', 'Ganove', 'Bandit', 'Galgenstrick', 'Straftäter', 'Delinquent', 'Gangster', 'Gesetzesbrecher', 'kriminelles Element', 'Schächer', 'Galgenvogel', 'Schuft', 'Malefikant', 'Halunke', 'schwerer Junge', 'Krimineller', 'Übeltäter']","['Verbrecher', 'Gesetzesbrecher', 'kriminelles Element', 'Schächer', 'Täter', 'Straftäter', 'schwerer Junge', 'Krimineller']","['Verbrecher', 'Straftäter', 'Täter', 'schwerer Junge', 'Schächer', 'Krimineller', 'Gesetzesbrecher', 'kriminelles Element']","['crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Krimineller, der Mitglied einer Bande ist', 'ein junger Straftäter', 'jemand, der gegen das Gesetz verstößt']",['gangster'],['gangster'],verbrech,verbrech,verbrech,verbrech,"['verbrechen', 'verbrecher']",,"['verbrechen', 'verbrecher']","['verbrechen', 'verbrecher']","['verbrecher', 'verbrechen']","['gangster', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher', 'verbrecher', 'verbrechen']",negative,-0.10526315789473684,negative,{'External'},{'Self'},0.0,0.0,1,1,0.0,0.0,,,1,1,0.0,0.0,1,1,0.0,0.0
klimaverdummung,verdummung,['verdummung'],verdummung,f,['klimaverdummung'],,,['Stefan Rahmstorf'],[],,"['regierungskonforme', 'geballt', 'viel']",negative,0.0,[],[],[],,abstraction,[],[],[],verdummung,verdummung,verdummung,verdumm,,,,,,[],negative,0.0,negative,,,,0.0,0,3,,0.0300764987421918,,,0,3,,0.0300764987421918,,3,,0.0300764987421918
klimaverleugnung,verleugnung,"['verleugnung', 'verleugnungen']",verleugnung,f,"['klimaverleugnung', 'klimaverleugnungen']",,,"['Donald Trump', 'Andreas Demmig', 'Donald Trump', 'Andreas Demmig', 'Donald Trump']",[],,[],negative,0.0,"['Nicht-Wahrhaben-Wollen', 'Bestreitung', 'Nichtanerkennung', 'Vogel-Strauß-Politik', 'Verleugnung', 'Ignoranz', 'Ignorieren']",[],[],"['forswearing', 'renunciation', 'forgoing', 'rejection', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity', 'selflessness', 'self-sacrifice', 'cooperation', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['Verzicht auf eigene Interessen zugunsten der Interessen anderer'],[],[],verleugnung,verleugnung,verleugnung,verleugn,,,,,,[],negative,-0.09999999999999999,negative,,,,0.0,0,3,,0.0383713389787855,,['Gesicht'],0,3,,0.0383713389787855,,3,,0.0383713389787855
klimavernunft,vernunft,['vernunft'],vernunft,f,['klimavernunft'],,,['Donald Trump'],"['EIKE', 'PIK', 'EPA']",,[],neutral,0.0,"['Klugheit', 'Wirklichkeitssinn', 'Hausverstand', 'Scharfsinnigkeit', 'Räson', 'gesunder Menschenverstand', 'Konsequenz', 'Grips', 'gesunder Verstand', 'Grütze', 'Denkfähigkeit', 'Geisteskraft', 'Verstand', 'Köpfchen', 'Gesetzmäßigkeit', 'Gehirnschmalz', 'Vernunft', 'Geist', 'Logik', 'Intelligenz', 'Denkvermögen', 'Ratio', 'Scharfsinn']",[],[],"['intelligence', 'power', 'ability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Wissen und intellektuelle Fähigkeiten', 'der Zustand der Vernunft und des gesunden Urteilsvermögens', 'Die Vernunft betreffend.']","['intelligenz', 'verstand']","['intelligenz', 'verstand']",vernunf,vernunft,vernunft,vernunft,,,,,,"['intelligenz', 'verstand']",negative,0.08695652173913043,negative,,,,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
klimaverrücktheit,verrücktheit,"['verrücktheit', 'verrücktheiten']",verrücktheit,f,"['klimaverrücktheit', 'klimaverrücktheiten']",,,[],['EU'],,[],positive,0.0,"['Lachnummer', 'Fadaise', 'Torheit', 'Verrücktheit', 'Hirnrissigkeit', 'Irrsinn', 'Schnake', 'Wahnsinn', 'Stumpfsinn', 'Verdrehtheit', 'Posse', 'Schnurre', 'Narrheit', 'Kasperletheater', 'Tollheit', 'Wahnwitz', 'Farce', 'Peinlichkeit', 'Insania']","['Unvernunft', 'Paralogie', 'Widervernünftigkeit', 'Vernunftwidrigkeit']","['Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand']","['emotionlessness', 'unemotionality', 'trait', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Gleichgültigkeit gegenüber Freude oder Schmerz', 'die Scham, die man empfindet, wenn die eigene Unzulänglichkeit oder Schuld öffentlich gemacht wird']",[],"['irrsinn', 'schwachsinn', 'wahnsinn']",verruckthei,verrücktheit,verrücktheit,verruckt,,,,,,"['irrsinn', 'schwachsinn', 'wahnsinn']",negative,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimaverstand,verstand,"['verstands', 'verstande', 'verstandes', 'verstand']",verstand,m,"['klimaverstands', 'klimaverstande', 'klimaverstandes', 'klimaverstand']",,,['Tony Abbott'],"['IPCC', 'AGW']",,['klug'],negative,0.0,"['Klugheit', 'Scharfsinnigkeit', 'Grips', 'Grütze', 'Denkfähigkeit', 'Aufnahmefähigkeit', 'Geisteskraft', 'Fassungsgabe', 'Verstand', 'Fassungskraft', 'Auffassungsgabe', 'Köpfchen', 'Gehirnschmalz', 'Vernunft', 'Geist', 'Intelligenz', 'Denkvermögen', 'Scharfsinn', 'Verständnis']","['Fakultät', 'Universitätsabteilung', 'Fachbereich']","['Bereich', 'Abteilung', 'Sektion']","['intelligence', 'power', 'ability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Wissen und intellektuelle Fähigkeiten', 'geistige Fähigkeit']","['intelligenz', 'vernunft']","['intelligenz', 'vernunft']",versta,verstand,verstand,verstand,,,,,,"['intelligenz', 'vernunft']",negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
