original,second_part,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,concept,definition,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,article,full_definition
klimaskeptizismus,skeptizismus,skeptizismus,m,['klimaskeptizismus'],Counter({'Felix Riedel': 1}),Counter({'Climate Change Deniers and Advocacy': 1}),"Counter({'Jair Bolsonaro': 1, 'Donald Trump': 1, 'Angela Merkel': 1, 'Michael Mann': 1, 'Peter Gleick': 1, 'Gina McCarthy': 1, 'Marc Morano': 1, 'Barack Obama': 1})","Counter({'EU': 1, 'KQED': 1, 'National Geographic': 1, 'EPA': 1, 'UN': 1})",Counter(),Counter({'gefälscht': 1}),neutral,0.0,abstraction,[],[],neutral,0.0,negativ,,,1.0,0.0,1,4,0.0,0.0436011111178084,[],[],der,"Klimaskeptizismus, der
Der Begriff ""Klimaskeptizismus"" wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.044 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 100% der Fälle im Vertreter Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Jair Bolsonaro und Donald Trump und der Vertreter Korpus die Person(en) Felix Riedel. Im Kontext von ""Klimaskeptizismus"" erfolgt die Nennung folgender Organisation(en): EU, KQED (Skeptiker Korpus) und Climate Change Deniers and Advocacy (Vertreter Korpus)."
klimasozialismus,sozialismus,sozialismus,m,"['klimasozialismus', 'klimasozialismen']",,,"Counter({'Angela Merkel': 2, 'Hanna Thiele': 1, 'James Hansen': 1, 'Mojib Latif': 1})","Counter({'AFD': 1, 'FDP': 1, 'FAZ': 1, 'sonnenseite.com': 1})",,"Counter({'Tödlicher': 1, 'politisch': 1})",negative,0.0,abstraction,"['eine politische Theorie, die den Kollektivismus in einer klassenlosen Gesellschaft befürwortet']",[],negative,0.0,negativ,,,0.0,0.0,0,4,0.0,0.0436011111178084,[],[],der,"Klimasozialismus, der
Der Begriff ""Klimasozialismus"" wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.044 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel und Hanna Thiele. Im Kontext von ""Klimasozialismus"" erfolgt die Nennung folgender Organisation(en): AFD, FDP (Skeptiker Korpus)."
klimaspinner,spinner,spinner,m,"['klimaspinner', 'klimaspinnern', 'klimaspinners']",,,Counter({'Angela Merkel': 1}),"Counter({'MSM': 1, 'CSU': 1, 'EU': 1, 'CDU': 1})",,"Counter({'derzeitig': 1, 'deutsch': 1})",negative,0.0,person,"['jemand, der geistesgestört und möglicherweise gefährlich ist', 'jemand, der unangenehm seltsam oder exzentrisch ist']",[],negative,-0.1666666666666666,negativ,,Fremdzuschreibung,0.0,0.0,0,4,0.0,0.0436011111178084,[],[],der,"Klimaspinner, der
Der Begriff ""Klimaspinner"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.044 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaspinner"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel. Im Kontext von ""Klimaspinner"" erfolgt die Nennung folgender Organisation(en): MSM, CSU (Skeptiker Korpus)."
klimastaat,staat,staat,m,"['klimastaats', 'klimastaate', 'klimastäte', 'klimastaat', 'klimastäten', 'klimastaaten', 'klimastaates']",,,,,,"Counter({'vieler': 1, 'gefordert': 1})",negative,0.0,group,"['die Menschen, die in einer Nation oder einem Land leben']",['vatikan'],negative,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimastaat, der
Der Begriff ""Klimastaat"" bezeichnet einen Zusammenschluss von Personen im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimastaat"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert.

Siehe auch: Klimavatikan"
klimastopp,stopp,stopp,m,"['klimastopps', 'klimastopp']",,,,,Counter(),,negative,0.0,abstraction,"['die Eigenschaft, unterbrochen zu sein; einer Unterbrechung oder periodischen Unterbrechung zu unterliegen']",[],negative,0.0,negativ,,,0.0,0.0,1,0,0.0,0.0,[],[],der,"Klimastopp, der
Der Begriff ""Klimastopp"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
klimastreit,streit,streit,m,"['klimastreite', 'klimastreiten', 'klimastreits', 'klimastreites', 'klimastreit']",,,"Counter({'Greta Thunberg': 1, 'Thomas Stocker': 1})","Counter({'IPCC': 2, 'Deutscher Bundestag': 1, 'WWF': 1, 'SRF': 1, 'NZZ': 1, 'RUNDSCHAU': 1})",Counter(),Counter({'ungeschnitt': 1}),negative,0.0,action,"['Zustand der Opposition zwischen Personen, Ideen oder Interessen.', 'Ordnungswidriger Kampf', 'Dialog mit großer Nicht-Übereinstimmung.']","['streit', 'streiter', 'streit', 'streiter']",negative,0.0,negativ,,,0.0,0.5,0,2,0.0,0.0156966951518003,[],[],der,"Klimastreit, der
Der Begriff ""Klimastreit"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 50% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Greta Thunberg und Thomas Stocker. Im Kontext von ""Klimastreit"" erfolgt die Nennung folgender Organisation(en): IPCC, Deutscher Bundestag (Skeptiker Korpus).

Siehe auch: Klimastreiter"
klimastreiter,streiter,streiter,m,"['klimastreiter', 'klimastreitern', 'klimastreiters']",,Counter({'Deutscher Bundestag': 1}),,,Counter(),,negative,0.0,person,"['ein Streitender, der sich streitet']","['krieger', 'streit', 'streiter', 'streiter', 'streit']",negative,0.0,negativ,Selbstzuschreibung,,0.0,0.0,1,0,0.0,0.0,[],[],der,"Klimastreiter, der
Der Begriff ""Klimastreiter"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimastreiter"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimastreiter"" erfolgt die Nennung folgender Organisation(en): Deutscher Bundestag (Vertreter Korpus).

Siehe auch: Klimakrieger, Klimastreit"
klimataliban,taliban,taliban,m,"['klimatalibans', 'klimataliban']",,,,,,Counter(),positive,0.0,group,[],[],positive,0.0,negativ,,Fremdzuschreibung,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimataliban, der
Der Begriff ""Klimataliban"" bezeichnet einen Zusammenschluss von Personen im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimataliban"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
klimateppich,teppich,teppich,m,"['klimateppich', 'klimateppiche', 'klimateppichs', 'klimateppichen']",,,,"Counter({'Aldi': 1, 'Die Grünen': 1, 'Commerzbank': 1})",,Counter(),negative,0.0,abstraction,"['ein natürlicher Gegenstand, der einem Teppich ähnelt oder diesen suggeriert']",[],negative,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimateppich, der
Der Begriff ""Klimateppich"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimateppich"" erfolgt die Nennung folgender Organisation(en): Aldi, Die Grünen (Skeptiker Korpus)."
klimateufel,teufel,teufel,m,"['klimateufel', 'klimateufeln', 'klimateufels']",,,Counter({'Michael Jost': 1}),"Counter({'Siemens': 1, 'Daimler': 1})",,Counter(),negative,0.0,person,"['eine grausam raubgierige Person', 'Feuerzeug, bestehend aus einem dünnen Stück Holz oder Pappe, das mit einer brennbaren Chemikalie bestückt ist; entzündet sich durch Reibung']",['monster'],negative,-0.0130434782608695,negativ,,Fremdzuschreibung,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimateufel, der
Der Begriff ""Klimateufel"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimateufel"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Jost. Im Kontext von ""Klimateufel"" erfolgt die Nennung folgender Organisation(en): Siemens, Daimler (Skeptiker Korpus).

Siehe auch: Klimamonster"
klimatheater,theater,theater,n,"['klimatheaters', 'klimatheatern', 'klimatheater']",,,"Counter({'Malena Ernman': 1, 'Greta Thunberg': 1})","Counter({'Bundestag': 1, 'UNO': 1})",,Counter({'groß': 1}),neutral,0.0,action,"['Ordnungswidriger Kampf', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt', 'gekennzeichnet durch Nervosität und schnelles Erschrecken', 'schelmisches oder hinterlistiges Verhalten', None, 'etwas oder jemand, der Angst verursacht; eine Quelle des Unglücklichseins', 'eine gesellschaftliche Veranstaltung mit einer öffentlichen Aufführung oder Unterhaltung', 'ein Gebäude, in dem Theatervorstellungen oder Filmvorführungen stattfinden können']",[],negative,-0.0144927536231884,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],das,"Klimatheater, das
Der Begriff ""Klimatheater"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Malena Ernman und Greta Thunberg. Im Kontext von ""Klimatheater"" erfolgt die Nennung folgender Organisation(en): Bundestag, UNO (Skeptiker Korpus)."
klimatheologie,theologie,theologie,f,"['klimatheologie', 'klimatheologien']",,,,,,Counter(),neutral,0.0,abstraction,['das rationale und systematische Studium der Religion und ihrer Einflüsse sowie des Wesens der religiösen Wahrheit'],[],neutral,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimatheologie, die
Der Begriff ""Klimatheologie"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimatod,tod,tod,m,"['klimatodes', 'klimatode', 'klimatod', 'klimatods', 'klimatoden']",,,"Counter({'Greta Thunberg': 2, 'Hans Joachim Schellnhuber': 1})","Counter({'EIKE': 1, 'UN': 1, 'NASA': 1, 'NOAA': 1, 'National Oceanic and Atmospheric Administration': 1})",,"Counter({'beliebt': 1, 'baldig': 1})",negative,0.0,abstraction,"['Entlassung aus dem Amt', 'das Ereignis des Sterbens oder des Ausscheidens aus dem Leben']",[],positive,-0.0304347826086956,negativ,,,0.0,0.0,0,5,0.0,0.0564898091155786,[],['sterben'],der,"Klimatod, der
Der Begriff ""Klimatod"" wird in unserem Korpus 5 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.056 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Greta Thunberg und Hans Joachim Schellnhuber. Im Kontext von ""Klimatod"" erfolgt die Nennung folgender Organisation(en): EIKE, UN (Skeptiker Korpus).

Kollokationen: 'sterben' (Skeptiker Korpus)"
klimatrash,trash,trash,m,"['klimatrashs', 'klimatrash']",,,,"Counter({'ZDF': 1, 'Bayerischer Rundfunk': 1, 'WDR': 1, 'ARD': 1})",,Counter(),negative,0.0,abstraction,['wertlose Menschen'],[],negative,0.0,negativ,,,0.0,1.0,0,1,0.0,0.0,[],[],der,"Klimatrash, der
Der Begriff ""Klimatrash"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 100% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimatrash"" erfolgt die Nennung folgender Organisation(en): ZDF, Bayerischer Rundfunk (Skeptiker Korpus)."
klimatraumatisierung,traumatisierung,traumatisierung,f,"['klimatraumatisierungen', 'klimatraumatisierung']",,,"Counter({'Frank-Walter Steinmeier': 1, 'Bill McKibben': 1})","Counter({'EIKE': 3, 'Tagesspiegel': 1, 'Spiegel Online': 1, 'Die Grünen': 1, 'Welt': 1, 'Spektrum.de': 1, 'PIK': 1})",,Counter(),positive,0.0,action,[],[],positive,0.0,negativ,,,0.0,0.0,0,3,0.0,0.0300764987421918,[],"['EIKE', 'Phase']",die,"Klimatraumatisierung, die
Der Begriff ""Klimatraumatisierung"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Frank-Walter Steinmeier und Bill McKibben. Im Kontext von ""Klimatraumatisierung"" erfolgt die Nennung folgender Organisation(en): EIKE, Tagesspiegel (Skeptiker Korpus).

Kollokationen: 'Phase', 'EIKE' (Skeptiker Korpus)"
klimatrip,trip,trip,m,"['klimatrip', 'klimatrips']",,,Counter({'Luisa Neubauer': 1}),Counter({'Volkswagen': 1}),,Counter(),positive,0.0,action,"['eine Fahrt in einem Auto, die nur zum Vergnügen unternommen wird']",[],positive,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimatrip, der
Der Begriff ""Klimatrip"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Luisa Neubauer. Im Kontext von ""Klimatrip"" erfolgt die Nennung folgender Organisation(en): Volkswagen (Skeptiker Korpus)."
klimatyrannei,tyrannei,tyrannei,f,"['klimatyrannei', 'klimatyranneien']",,,,,,Counter(),positive,0.0,abstraction,['Herrschaft durch Androhung von Strafe und Gewalt'],['diktatur'],negative,0.0,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimatyrannei, die
Der Begriff ""Klimatyrannei"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert.

Siehe auch: Klimadiktatur"
klimaunfug,unfug,unfug,m,"['klimaunfugs', 'klimaunfug']",,,,Counter({'EIKE': 1}),,Counter(),negative,0.0,abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'gefasel', 'käse', 'quatsch', 'unsinn']",negative,-0.06,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimaunfug, der
Der Begriff ""Klimaunfug"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaunfug"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus).

Siehe auch: Klimaunsinn, Klimakäse, Klimagefasel, Klimaquatsch, Klimablödsinn"
klimaunfähigkeit,unfähigkeit,unfähigkeit,f,"['klimaunfähigkeiten', 'klimaunfähigkeit']",,,,,Counter(),,negative,0.0,abstraction,"['Mangel an Entwicklungsmöglichkeiten', 'das Fehlen der Fähigkeit zur Leistung', 'die Eigenschaft, nicht geeignet zu sein']",[],negative,0.0,negativ,,,0.0,0.0,1,0,0.0,0.0,[],[],die,"Klimaunfähigkeit, die
Der Begriff ""Klimaunfähigkeit"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
klimaungerechtigkeit,ungerechtigkeit,ungerechtigkeit,f,"['klimaungerechtigkeit', 'klimaungerechtigkeiten']",,"Counter({'WFP': 1, 'Shell': 1})",,,Counter(),,negative,0.0,action,"['eine ungerechte Handlung', 'unangemessenes Verhalten']","['ungerechtigkeit', 'gerechtigkeit']",negative,-0.1428571428571428,negativ,,,0.0,0.0,2,0,0.0082929243285437,0.0,[],[],die,"Klimaungerechtigkeit, die
Der Begriff ""Klimaungerechtigkeit"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 2 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.008 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaungerechtigkeit"" erfolgt die Nennung folgender Organisation(en): WFP, Shell (Vertreter Korpus).

Siehe auch: Klimagerechtigkeit"
klimaunsinn,unsinn,unsinn,m,"['klimaunsinn', 'klimaunsinns', 'klimaunsinne', 'klimaunsinnes']",,,,"Counter({'Der Spiegel': 1, 'EIKE': 1, 'ZDF': 1, 'ARD': 1})",,Counter(),negative,0.0,abstraction,"['unsinniges Gerede oder Schreiben', 'eine Nachricht, die keinen Sinn zu ergeben scheint']","['blödsinn', 'gefasel', 'käse', 'quatsch', 'unfug']",negative,-0.0576923076923076,negativ,,,0.0,0.0,0,3,0.0,0.0300764987421918,[],[],der,"Klimaunsinn, der
Der Begriff ""Klimaunsinn"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaunsinn"" erfolgt die Nennung folgender Organisation(en): Der Spiegel, EIKE (Skeptiker Korpus).

Siehe auch: Klimakäse, Klimagefasel, Klimaquatsch, Klimaunfug, Klimablödsinn"
klimauntergang,untergang,untergang,m,"['klimauntergängen', 'klimauntergangs', 'klimauntergang', 'klimauntergange', 'klimaunterganges', 'klimauntergänge']",,,"Counter({'Hans Joachim Schellnhuber': 1, 'Angela Merkel': 1, 'Ottmar Edenhofer': 1, 'Barack Obama': 1, 'Hanna Thiele': 1, 'Harald Kunstmann': 1, 'Stefan Rahmstorf': 1})","Counter({'PIK': 2, 'Union of Concerned Scientists': 1, 'EIKE': 1, 'Die Grünen': 1, 'BR': 1, 'Bayerischer Landtag': 1, 'IPCC': 1})",,"Counter({'weit': 1, 'nur': 1})",negative,0.0,abstraction,"['Visionäre Beschreibung eines Zustandes, in dem die Welt nicht weiter besteht.', 'Zerlegung in Einzelteile', 'ein bestimmter, vorübergehender Geisteszustand']","['apokalypse', 'armageddon']",negative,-0.0357142857142857,negativ,,,0.0,0.0,0,5,0.0,0.0564898091155786,[],[],der,"Klimauntergang, der
Der Begriff ""Klimauntergang"" wird in unserem Korpus 5 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.056 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Hans Joachim Schellnhuber und Angela Merkel. Im Kontext von ""Klimauntergang"" erfolgt die Nennung folgender Organisation(en): PIK, Union of Concerned Scientists (Skeptiker Korpus).

Siehe auch: Klimaapokalypse, Klimaarmageddon"
klimavatikan,vatikan,vatikan,m,"['klimavatikan', 'klimavatikans']",,,"Counter({'Ottmar Edenhofer': 1, 'Stefan Rahmstorf': 1})","Counter({'PIK': 2, 'Deutsches Institut für Wirtschaftsforschung': 1, 'IWH': 1, 'DIW': 1, 'IPCC': 1})",,"Counter({'Potsdamer': 1, 'deutsch': 1})",neutral,0.0,location,['die Hauptstadt des Staates der Vatikanstadt'],['staat'],neutral,0.0,negativ,,,0.0,0.0,0,2,0.0,0.0156966951518003,[],[],der,"Klimavatikan, der
Der Begriff ""Klimavatikan"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Ottmar Edenhofer und Stefan Rahmstorf. Im Kontext von ""Klimavatikan"" erfolgt die Nennung folgender Organisation(en): PIK, Deutsches Institut für Wirtschaftsforschung (Skeptiker Korpus).

Siehe auch: Klimastaat"
klimaverblödung,verblödung,verblödung,f,['klimaverblödung'],,,,,,Counter({'beispiellos': 1}),negative,0.0,abstraction,[],[],negative,0.0,neutral,,,0.0,0.0,0,2,0.0,0.0156966951518003,[],[],die,"Klimaverblödung, die
Der Begriff ""Klimaverblödung"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimaverbrechen,verbrechen,verbrechen,n,"['klimaverbrechen', 'klimaverbrechens']",Counter({'Ronja Weil': 1}),"Counter({'RWE': 1, 'Die Grünen': 1})",Counter({'Lisa Göldner': 1}),Counter({'Financial Times': 1}),Counter(),Counter(),negative,0.0,action,"['(Strafrecht) eine Handlung, die strafbar ist; in der Regel eine böse Tat']","['betrug', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher']",negative,-0.25,negativ,,,0.0,1.0,1,1,0.0,0.0,[],[],das,"Klimaverbrechen, das
Der Begriff ""Klimaverbrechen"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 100% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Lisa Göldner und der Vertreter Korpus die Person(en) Ronja Weil. Im Kontext von ""Klimaverbrechen"" erfolgt die Nennung folgender Organisation(en): Financial Times (Skeptiker Korpus) und RWE, Die Grünen (Vertreter Korpus).

Siehe auch: Klimabetrug, Klimaverbrecher"
