original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment
klimasozialismus,sozialismus,"['sozialismus', 'sozialismen']",sozialismus,m,"['klimasozialismus', 'klimasozialismen']","['Stalinismus', 'Bolschewismus', 'Marxismus-Leninismus', 'Maoismus', 'Sozialismus', 'Kommunismus']","['Ideenlehre', 'Ideologie']","['Ideologie', 'Ideenlehre']","['political orientation', 'political theory', 'ideology', 'orientation', 'attitude', 'mental attitude', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine politische Theorie, die den Kollektivismus in einer klassenlosen Gesellschaft befürwortet']",[],[],sozialismu,sozialismu,sozialism,sozialismus,[],[],[],[],[],[],,,"Counter({'Angela Merkel': 2, 'Hanna Thiele': 1, 'Mojib Latif': 1, 'James Hansen': 1})","Counter({'AFD': 1, 'FAZ': 1, 'FDP': 1, 'sonnenseite.com': 1})",,"['Tödlicher', 'politisch']",,0.0,,,0,4,,0.0436011111178084,[],[],negative
klimaspinner,spinner,"['spinner', 'spinnern', 'spinners']",spinner,m,"['klimaspinner', 'klimaspinnern', 'klimaspinners']","['Spinner', 'seltsamer Heiliger', 'Sonderling', 'wunderlicher Kauz', 'Wahnsinnsknabe', 'Verrückter']",[],[],"['lunatic', 'maniac', 'madman', 'diseased person', 'sick person', 'sufferer', 'unfortunate person', 'unfortunate', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'lunatic', 'maniac', 'madman', 'diseased person', 'sick person', 'sufferer', 'unfortunate person', 'unfortunate', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der geistesgestört und möglicherweise gefährlich ist', 'jemand, der unangenehm seltsam oder exzentrisch ist']",[],[],spinn,spinner,spin,spinn,[],[],[],[],[],[],,,Counter({'Angela Merkel': 1}),"Counter({'MSM': 1, 'CDU': 1, 'EU': 1, 'CSU': 1})",,"['derzeitig', 'deutsch']",,0.0,,External,0,4,,0.0436011111178084,[],[],negative
klimastaat,staat,"['staats', 'staate', 'stäte', 'staat', 'stäten', 'staaten', 'staates']",staat,m,"['klimastaats', 'klimastaate', 'klimastäte', 'klimastaat', 'klimastäten', 'klimastaaten', 'klimastaates']","['Nationalstaat', 'Staat', 'Nation', 'Land']","['Herrschaften', 'liebe Leute', 'Leute', 'Freunde']","['Gruppierung', 'Clusterung', 'Bündelung']","['people', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",group,"['die Menschen, die in einer Nation oder einem Land leben']",[],['vatikan'],staa,staat,sta,staat,[],[],[],[],[],['vatikan'],,,,,,"['vieler', 'gefordert']",,0.0,,External,0,1,,0.0,[],[],neutral
klimastopp,stopp,"['stopps', 'stopp']",stopp,m,"['klimastopps', 'klimastopp']","['Karenz', 'Unterbruch', 'Tätigkeitsunterbrechung', 'Stopp', 'Pause', 'Auszeit', 'Unterbrechung', 'Time-out', 'Unterlass']",[],[],"['unregularity', 'irregularity', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die Eigenschaft, unterbrochen zu sein; einer Unterbrechung oder periodischen Unterbrechung zu unterliegen']",[],[],stopp,stopp,stop,stopp,[],[],[],[],[],[],,,,,[],,0.0,,,,1,0,0.0,,[],[],negative
klimastreit,streit,"['streite', 'streiten', 'streits', 'streites', 'streit']",streit,m,"['klimastreite', 'klimastreiten', 'klimastreits', 'klimastreites', 'klimastreit']","['Zankerei', 'Ärger', 'Streiterei', 'Kacke ist am dampfen', 'Hickhack', 'Stress', 'Konflikt', 'Krach', 'Zank', 'Differenzen', 'Querelen', 'Hakelei', 'Rangelei', 'Unmut', 'Zoff', 'Konflikte', 'Streit', 'Misshelligkeiten', 'Klinsch', 'Ärgerlichkeiten', 'Verdrießlichkeiten', 'Theater', 'Auseinandersetzung', 'Wickel', 'Zerwürfnis', 'Hader', 'Geplänkel', 'Schererei', 'Zwist', 'Gerangel', 'Stunk', 'Knatsch', 'Clinch', 'Scharmützel', 'Fehde', 'Huddel', 'Trouble', 'Kontroverse', 'Streitigkeit', 'Probleme', 'Zwistigkeit']","['Diskussion', 'Gespräch', 'Unterredung', 'Wortwechsel', 'Zwiesprache', 'Unterhaltung', 'Zwiegespräch', 'Gedankenaustausch', 'Austausch', 'Konversation', 'Aussprache', 'Dialog']","['Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis', 'Verständigung', 'Austausch', 'Kommunikation']","['tilt', 'contention', 'disceptation', 'argument', 'contestation', 'controversy', 'arguing', 'disputation', 'conflict', 'difference', 'dispute', 'difference of opinion', 'disagreement', 'speech act', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Zustand der Opposition zwischen Personen, Ideen oder Interessen.', 'Ordnungswidriger Kampf', 'Dialog mit großer Nicht-Übereinstimmung.']",[],[],strei,streit,streit,streit,"['streit', 'streiter']",[],[],"['streit', 'streiter']","['streit', 'streiter']","['streit', 'streiter', 'streit', 'streiter']",,Counter({'deutschen Bundestag': 1}),"Counter({'Greta Thunberg': 1, 'Thomas Stocker': 1})","Counter({'IPCC': 2, 'SRF': 1, 'RUNDSCHAU': 1, 'Deutscher Bundestag': 1, 'NZZ': 1, 'WWF': 1})",[],['ungeschnitt'],0.0,0.5,,,0,2,,0.0156966951518003,[],[],negative
klimastreiter,streiter,"['streiter', 'streitern', 'streiters']",streiter,m,"['klimastreiter', 'klimastreitern', 'klimastreiters']","['Kämpfer', 'Kämpe', 'Streiter', 'Soldat', 'Krieger']",[],[],"['disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Streitender, der sich streitet']",['krieger'],['krieger'],strei,streiter,streiter,streit,"['streit', 'streiter']",[],[],"['streit', 'streiter']","['streiter', 'streit']","['krieger', 'streit', 'streiter', 'streiter', 'streit']",,Counter({'deutschen Bundestag': 1}),,,[],,0.0,,Self,,1,0,0.0,,[],[],negative
klimataliban,taliban,"['talibans', 'taliban']",taliban,m,"['klimatalibans', 'klimataliban']",[],[],[],[],group,[],[],[],taliba,taliban,talib,taliban,[],[],[],[],[],[],,,,,,[],,0.0,,External,0,1,,0.0,[],[],negative
klimateppich,teppich,"['teppich', 'teppiche', 'teppichs', 'teppichen']",teppich,m,"['klimateppich', 'klimateppiche', 'klimateppichs', 'klimateppichen']","['Auslegeware', 'Knüpfwerk', 'Teppich']",[],[],"['natural object', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",abstraction,"['ein natürlicher Gegenstand, der einem Teppich ähnelt oder diesen suggeriert']",[],[],teppich,teppich,teppich,teppich,[],[],[],[],[],[],,,,"Counter({'der Grünen': 1, 'Commerzbank': 1, 'Aldi': 1})",,[],,0.0,,,0,1,,0.0,[],[],neutral
klimateufel,teufel,"['teufel', 'teufeln', 'teufels']",teufel,m,"['klimateufel', 'klimateufeln', 'klimateufels']","['Satan', 'Teufel', 'Unmensch', 'Luzifer', 'Scheusal', 'Fürst der Finsternis', 'Bestie', 'Leibhaftige', 'Bestie in Menschengestalt', '666', 'Mephistopheles', 'Gottseibeiuns', 'Monster', 'Antichrist', 'Ungeheuer', 'Beelzebub', 'Düvel', 'Dämon', 'Mephisto', 'große Tier', 'Deibel', 'Bluthund', 'Diabolo']",[],[],"['assailant', 'attacker', 'aggressor', 'assaulter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'assailant', 'attacker', 'aggressor', 'assaulter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine grausam raubgierige Person', 'Feuerzeug, bestehend aus einem dünnen Stück Holz oder Pappe, das mit einer brennbaren Chemikalie bestückt ist; entzündet sich durch Reibung']",['monster'],['monster'],teufel,teufel,teufel,teufel,[],[],[],[],[],['monster'],,,Counter({'Michael Jost': 1}),"Counter({'Daimler': 1, 'Siemens': 1})",,[],,0.0,,External,0,1,,0.0,[],[],negative
klimatheater,theater,"['theaters', 'theatern', 'theater']",theater,n,"['klimatheaters', 'klimatheatern', 'klimatheater']","['Aufriss', 'Ärger', 'Haupt- und Staatsaktion', 'Show', 'Kacke ist am dampfen', 'Gemach', 'Tumult', 'Furore', 'Stress', 'Gesums', 'Schauspielhaus', 'Affentheater', 'Wirbel', 'Krach', 'Schauspiel', 'Aufstand', 'Fisimatenten', 'Schauspielerei', 'Aufsehen', 'Getrommel', 'Sperenzchen', 'Rabatz', 'Theaterdonner', 'Unmut', 'Federlesen', 'Aufhebens', 'Schmierentheater', 'Hype', 'Terz', 'Misshelligkeiten', 'Konflikte', 'Streit', 'Ärgerlichkeiten', 'Krawall', 'Welle', 'Verdrießlichkeiten', 'Possenspiel', 'Sturm im Wasserglas', 'Theater', 'Verstellung', 'Hysterie', 'Geschiss', 'Gehabe', 'Schmierenkomödie', 'Unruhe', 'Trara', 'Spektakel', 'Buhei', 'Getöse', 'Geschichten', 'Schererei', 'Bohei', 'Zicken', 'Angeberei', 'Musentempel', 'Rummel', 'Aufregung', 'Aufruhr', 'Tamtam', 'Lärm', 'Aufgeregtheit', 'Huddel', 'Trouble', 'Kasperletheater', 'Affenkomödie', 'Randale', 'Schaumschlägerei', 'Probleme', 'Getue']","['Komödie', 'Rezeption', 'Lesen', 'Lustspiel', 'Durcharbeiten', 'Schlagzeug', 'Dröhnen', 'Agitation', 'Drumset', 'Lektüre', 'Brausen', 'Perkussion', 'Donner', 'Hetze']","['Dröhnen', 'Brausen', 'Donner', 'Rezeption', 'Lektüre', 'Durcharbeiten', 'Lesen', 'Drumset', 'Schlagzeug', 'Perkussion', 'Lustspiel', 'Komödie', 'Hetze', 'Agitation']","['scrap', 'fight', 'combat', 'fighting', 'conflict', 'struggle', 'battle', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Ordnungswidriger Kampf', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt', 'gekennzeichnet durch Nervosität und schnelles Erschrecken', 'schelmisches oder hinterlistiges Verhalten', None, 'etwas oder jemand, der Angst verursacht; eine Quelle des Unglücklichseins', 'eine gesellschaftliche Veranstaltung mit einer öffentlichen Aufführung oder Unterhaltung', 'ein Gebäude, in dem Theatervorstellungen oder Filmvorführungen stattfinden können']",[],[],thea,theater,the,theat,[],[],[],[],[],[],,,"Counter({'Malena Ernman': 1, 'Greta Thunberg': 1})","Counter({'UNO': 1, 'Bundestag': 1})",,['groß'],,0.0,,,0,1,,0.0,[],[],neutral
klimatheologie,theologie,"['theologie', 'theologien']",theologie,f,"['klimatheologie', 'klimatheologien']","['Theologie', 'Religionswissenschaft', 'Gottesgelehrtheit']","['Haltung', 'Zucht', 'Aufzucht']","['Zucht', 'Haltung', 'Aufzucht']","['subject', 'field', 'study', 'discipline', 'bailiwick', 'subject area', 'field of study', 'subject field', 'domain', 'knowledge base', 'knowledge domain', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,['das rationale und systematische Studium der Religion und ihrer Einflüsse sowie des Wesens der religiösen Wahrheit'],[],[],theologie,theologi,theolog,theologi,[],[],[],[],[],[],,,,,,[],,0.0,,,0,1,,0.0,[],[],neutral
klimatod,tod,"['todes', 'tode', 'tod', 'tods', 'toden']",tod,m,"['klimatodes', 'klimatode', 'klimatod', 'klimatods', 'klimatoden']","['Freund Hein', 'Abschied', 'Exitus', 'Ableben', 'Todbringer', 'Terminalphase', 'Knochenmann', 'Lebensende', 'Abberufung', 'Tod', 'Hein', 'Gevatter Tod', 'Sterben', 'Gevatter', 'Versterben', 'Hinschied', 'Thanatos', 'Boandlkramer', 'Boandl', 'Sensenmann', 'Schnitter', 'Boanlkramer', 'Boanl']","['Rückgeld', 'Kleingeld', 'Wechselgeld']","['Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis']","['sack', 'release', 'sacking', 'liberation', 'discharge', 'firing', 'dismission', 'dismissal', 'conclusion', 'ending', 'termination', 'change of state', 'change', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Entlassung aus dem Amt', 'das Ereignis des Sterbens oder des Ausscheidens aus dem Leben']",[],[],tod,tod,tod,tod,[],[],[],[],[],[],,,"Counter({'Greta Thunberg': 2, 'Hans Joachim Schellnhuber': 1})","Counter({'UN': 1, 'EIKE': 1, 'NASA': 1, 'National Oceanic and Atmospheric Administration': 1, 'NOAA': 1})",,"['beliebt', 'baldig']",,0.0,,,0,5,,0.0564898091155786,[],['sterben'],negative
klimatrash,trash,"['trashs', 'trash']",trash,m,"['klimatrashs', 'klimatrash']","['Kitsch', 'Ramsch', 'Schund', 'geschmackloser Gegenstand', 'Trash']",[],[],"['ragtag and bobtail', 'rabble', 'riffraff', 'ragtag', 'folk', 'folks', 'common people', 'people', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",group,['wertlose Menschen'],[],[],trash,trash,trash,trash,[],[],[],[],[],[],,,,"Counter({'ZDF': 2, 'Bayerische Rundfunk': 2, 'WDR': 2, 'ARD': 2})",,[],,1.0,,,0,1,,0.0,[],[],negative
klimatraumatisierung,traumatisierung,"['traumatisierungen', 'traumatisierung']",traumatisierung,f,"['klimatraumatisierungen', 'klimatraumatisierung']",[],[],[],[],action,[],[],[],traumatisierung,traumatisierung,traumatisierung,traumatisier,[],[],[],[],[],[],,,"Counter({'Frank-Walter Steinmeier': 1, 'Bill McKibben': 1})","Counter({'EIKE': 3, 'Spiegel Online': 1, 'Die Grünen': 1, 'Welt': 1, 'Tagesspiegel': 1, 'Spektrum.de': 1, 'PIK': 1})",,[],,0.0,,,0,3,,0.0300764987421918,[],"['Phase', 'EIKE']",negative
klimatrip,trip,"['trip', 'trips']",trip,m,"['klimatrip', 'klimatrips']","['Tour', 'Spritzfahrt', 'Trip', 'kurze Reise', 'Ausflug', 'Spritztour']","['besteigen', 'rittlings sitzen', 'reiten']","['Anfahrt', 'Anfahrtsweg']","['drive', 'ride', 'journey', 'journeying', 'travel', 'traveling', 'travelling', 'movement', 'move', 'motion', 'change', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['eine Fahrt in einem Auto, die nur zum Vergnügen unternommen wird']",[],[],trip,trip,trip,trip,[],[],[],[],[],[],,,Counter({'Luisa Neubauer': 1}),Counter({'Volkswagen': 1}),,[],,0.0,,,0,1,,0.0,[],[],neutral
klimatyrannei,tyrannei,"['tyrannei', 'tyranneien']",tyrannei,f,"['klimatyrannei', 'klimatyranneien']","['Tyrannei', 'Diktatur', 'Schreckensherrschaft', 'Tyrannis', 'Terror', 'Zwangsherrschaft', 'Willkürherrschaft', 'Absolutismus', 'Despotie', 'Gewaltherrschaft', 'Despotismus']","['Alleinherrschaft', 'Autokratie']","['Autokratie', 'Alleinherrschaft']","['control', 'dominance', 'ascendence', 'ascendency', 'ascendance', 'ascendancy', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['Herrschaft durch Androhung von Strafe und Gewalt'],['diktatur'],['diktatur'],tyrannei,tyrannei,tyranne,tyrannei,[],[],[],[],[],['diktatur'],,,,,,[],,0.0,,,0,1,,0.0,[],[],negative
klimaunfug,unfug,"['unfugs', 'unfug']",unfug,m,"['klimaunfugs', 'klimaunfug']","['Bullshit', 'Heckmeck', 'Blödsinn', 'Schmarren', 'Gelaber', 'Kohl', 'Quark', 'Schmonzes', 'Käse', 'Krampf', 'Schmu', 'Quatsch mit Soße', 'Blech', 'Mumpitz', 'Sottise', 'Stuss', 'geistiger Dünnschiss', 'Scheiße', 'Unfug', 'Pipifax', 'Schmarrn', 'Gefasel', 'Kokolores', 'dümmliches Gerede', 'Nonsense', 'Kappes', 'geistiger Durchfall', 'Geschwafel', 'Schwachsinn', 'Schwachfug', 'gequirlte Scheiße', 'Kiki', 'Schmäh', 'Gewäsch', 'Driss', 'Firlefanz', 'Widersinn', 'Humbug', 'Tinnef', 'Bockmist', 'Fez', 'dummes Zeug', 'saudummes Zeug', 'Pillepalle', 'Mist', 'Scheiß', 'Papperlapapp', 'Unsinn', 'Nonsens', 'Quatsch']","['Gelaber', 'leere Worte', 'Geschwalle', 'Luftblasen', 'leeres Gerede', 'Geblubber', 'langweilige Rede', 'warme Worte', 'Geschwätz', 'hohle Phrasen', 'Gefasel', 'Schein-Tiefsinn', 'Geschwafel', 'Schmus', 'Sermon', 'Gewäsch', 'Geplänkel', 'dummes Zeug', 'Geseire', 'Blabla', 'Gerede', 'Geschwurbel', 'Gemunkel']","['Tiefe', 'Tiefsinn']","['garbage', 'drivel', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'käse', 'quatsch', 'unsinn']","['blödsinn', 'gefasel', 'käse', 'quatsch', 'unsinn']",unfug,unfug,unfug,unfug,[],[],[],[],[],"['blödsinn', 'gefasel', 'käse', 'quatsch', 'unsinn']",,,,Counter({'EIKE': 1}),,[],,0.0,,,0,1,,0.0,[],[],negative
klimaunfähigkeit,unfähigkeit,"['unfähigkeiten', 'unfähigkeit']",unfähigkeit,f,"['klimaunfähigkeiten', 'klimaunfähigkeit']","['Untauglichkeit', 'Unfähigkeit', 'Ignoranz', 'Dilettantismus', 'Unvermögen', 'Dummheit', 'Trotteligkeit', 'Stümperhaftigkeit', 'Beknacktheit', 'Doofheit', 'Impotenz', 'Trottligkeit', 'Unwissenheit', 'Inkompetenz', 'Beklopptheit', 'Blödheit']","['Kenntnisstand', 'Wissensstand', 'Horizont', 'Wissen', 'Kenntnis', 'Kenne', 'Fähigkeit', 'Kompetenz', 'Rüstzeug', 'Know-how', 'Techne', 'Sachverstand', 'Sachkenntnis', 'Können', 'Ahnung', 'Sachkunde', 'Expertise']","['Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand', 'Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand']","['inaptitude', 'inability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Mangel an Entwicklungsmöglichkeiten', 'das Fehlen der Fähigkeit zur Leistung', 'die Eigenschaft, nicht geeignet zu sein']",[],[],unfahigkei,unfähigkeit,unfähigkeit,unfah,[],[],[],[],[],[],,,,,[],,0.0,,,,1,0,0.0,,[],[],negative
klimaungerechtigkeit,ungerechtigkeit,"['ungerechtigkeit', 'ungerechtigkeiten']",ungerechtigkeit,f,"['klimaungerechtigkeit', 'klimaungerechtigkeiten']","['Einseitigkeit', 'Gesetzwidrigkeit', 'Diskriminierung', 'Rechtswidrigkeit', 'Ungerechtigkeit', 'Tort', 'Unrecht']",[],[],"['wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['eine ungerechte Handlung', 'unangemessenes Verhalten']",[],[],ungerechtigkei,ungerechtigkeit,ungerechtigkeit,ungerecht,[],[],[],[],"['ungerechtigkeit', 'gerechtigkeit']","['ungerechtigkeit', 'gerechtigkeit']",,"Counter({'WFP': 1, 'Shell': 1})",,,[],,0.0,,,,2,0,0.0082929243285437,,[],[],negative
klimaunsinn,unsinn,"['unsinn', 'unsinns', 'unsinne', 'unsinnes']",unsinn,m,"['klimaunsinn', 'klimaunsinns', 'klimaunsinne', 'klimaunsinnes']","['Bullshit', 'Heckmeck', 'Blödsinn', 'Schmarren', 'Gelaber', 'Kohl', 'Quark', 'Schmonzes', 'Käse', 'Krampf', 'Schmu', 'Quatsch mit Soße', 'Blech', 'Mumpitz', 'Sottise', 'Stuss', 'geistiger Dünnschiss', 'Scheiße', 'Unfug', 'Pipifax', 'Schmarrn', 'Gefasel', 'Kokolores', '(ach) Quatsch', 'dümmliches Gerede', '(ach) papperlapapp', 'Nonsense', 'Kappes', 'geistiger Durchfall', 'Geschwafel', 'Schwachsinn', 'Schwachfug', 'gequirlte Scheiße', 'Kiki', 'Schmäh', 'Gewäsch', 'Driss', 'Firlefanz', 'Widersinn', 'Humbug', 'Tinnef', 'Bockmist', 'Fez', 'dummes Zeug', 'saudummes Zeug', 'Pillepalle', 'Mist', 'Scheiß', 'Papperlapapp', 'Unsinn', 'Nonsens', 'Quatsch']","['Gelaber', 'leere Worte', 'Geschwalle', 'Luftblasen', 'leeres Gerede', 'Geblubber', 'langweilige Rede', 'warme Worte', 'Geschwätz', 'hohle Phrasen', 'Gefasel', 'Schein-Tiefsinn', 'Geschwafel', 'Schmus', 'Sermon', 'Gewäsch', 'Geplänkel', 'dummes Zeug', 'Geseire', 'Blabla', 'Gerede', 'Geschwurbel', 'Gemunkel']","['Tiefe', 'Tiefsinn']","['garbage', 'drivel', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['unsinniges Gerede oder Schreiben', 'eine Nachricht, die keinen Sinn zu ergeben scheint']","['blödsinn', 'käse', 'quatsch', 'unfug']","['blödsinn', 'gefasel', 'käse', 'quatsch', 'unfug']",unsinn,unsinn,unsin,unsinn,[],[],[],[],[],"['blödsinn', 'gefasel', 'käse', 'quatsch', 'unfug']",,,,"Counter({'SPIEGEL': 1, 'EIKE': 1, 'ZDF': 1, 'ARD': 1})",,[],,0.0,,,0,3,,0.0300764987421918,[],[],negative
klimauntergang,untergang,"['untergängen', 'untergangs', 'untergang', 'untergange', 'unterganges', 'untergänge']",untergang,m,"['klimauntergängen', 'klimauntergangs', 'klimauntergang', 'klimauntergange', 'klimaunterganges', 'klimauntergänge']","['Waterloo', 'Super-GAU', 'Rückbau', 'Verderben', 'Zerrüttung', 'Demontage', 'Abfall', 'Sturz', 'Niedergang', 'Zerfall', 'Auflösung', 'Sinken', 'Zerteilung', 'Abbau', 'Abbruch', 'Armageddon', 'Zerlegung', 'Apokalypse', 'Fallen', 'Zertrennung', 'Unglück', 'Ende', 'Fall', 'Zusammenbruch', 'Abgrund', 'Abaddon', 'Untergang', 'Zersplitterung']","['Hallu', 'Errichtung', 'Fata Morgana', 'Geisterbild', 'Einbildung', 'Illusion', 'Hirngespinst', 'Gesicht', 'Bau', 'Trugbild', 'Konstruktion', 'Phantom', 'Halluzination', 'Wahnbild', 'Butterland', 'Wahnvorstellung', 'Täuschung', 'Sinnestäuschung', 'Erscheinung', 'Selbsttäuschung', 'Offenbarung', 'reizunabhängige Sinneswahrnehmung', 'Vision']","['Offenbarung', 'Erscheinung', 'Phantom', 'Hirngespinst', 'Einbildung', 'Sinnestäuschung', 'Trugbild', 'Selbsttäuschung', 'Täuschung', 'Wahnvorstellung', 'Halluzination', 'Gesicht', 'Fata Morgana', 'Butterland', 'Illusion', 'Vision', 'Wahnbild', 'Hallu', 'Geisterbild', 'reizunabhängige Sinneswahrnehmung', 'Bau', 'Errichtung', 'Konstruktion']","['state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Visionäre Beschreibung eines Zustandes, in dem die Welt nicht weiter besteht.', 'Zerlegung in Einzelteile', 'ein bestimmter, vorübergehender Geisteszustand']","['apokalypse', 'armageddon']","['apokalypse', 'armageddon']",untergang,untergang,untergang,untergang,[],[],[],[],[],"['apokalypse', 'armageddon']",,,"Counter({'Hans Joachim Schellnhuber': 1, 'Ottmar Edenhofer': 1, 'Angela Merkel': 1, 'Barack Obama': 1, 'Hanna Thiele': 1, 'Harald Kunstmann': 1, 'Ursula von der Leyen': 1, 'Stefan Rahmstorf': 1})","Counter({'PIK': 2, 'Union of Concerned Scientists': 1, 'EIKE': 1, 'BR': 1, 'Bayerischen Landtag': 1, 'Die Grünen': 1, 'IPCC': 1})",,"['weit', 'nur']",,0.0,,,0,5,,0.0564898091155786,[],[],negative
klimavatikan,vatikan,"['vatikan', 'vatikans']",vatikan,m,"['klimavatikan', 'klimavatikans']","['Vatikan', 'Vatikanstadt', 'Kirchenstaat']","['Staat', 'Nationalstaat', 'Land', 'Nation', 'Stadt']","['Gruppierung', 'Clusterung', 'Bündelung', 'Ansiedlung', 'Niederlassung', 'Siedlung', 'Ansiedelung']","['urban center', 'city', 'metropolis', 'municipality', 'urban area', 'populated area', 'geographic region', 'geographical area', 'geographical region', 'geographic area', 'region', 'location', 'physical object', 'object', 'physical entity', 'entity', 'urban center', 'city', 'metropolis', 'municipality', 'territorial division', 'administrative district', 'administrative division', 'territory', 'territorial dominion', 'dominion', 'district', 'region', 'location', 'physical object', 'object', 'physical entity', 'entity']",location,['die Hauptstadt des Staates der Vatikanstadt'],[],['staat'],vatika,vatikan,vatik,vatikan,[],[],[],[],[],['staat'],,,"Counter({'Ottmar Edenhofer': 1, 'Stefan Rahmstorf': 1})","Counter({'PIK': 2, 'Deutschen Institut für Wirtschaftsforschung': 1, 'DIW': 1, 'IWH': 1, 'IPCC': 1})",,"['Potsdamer', 'deutsch']",,0.0,,,0,2,,0.0156966951518003,[],[],negative
klimaverblödung,verblödung,['verblödung'],verblödung,f,['klimaverblödung'],[],[],[],[],abstraction,[],[],[],verblodung,verblödung,verblödung,verblod,[],[],[],[],[],[],,,,,,['beispiellos'],,0.0,,,0,2,,0.0156966951518003,[],[],neutral
